"","player_name","team_name","action_type","shot_zone_range","shot_zone","shot_type"
"33","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"34","Stephen Curry","Golden State Warriors","Floating Jump shot","Less Than 8 ft.",1,"Jump"
"35","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"36","Stephen Curry","Golden State Warriors","Turnaround Fadeaway shot","8-16 ft.",2,"Others"
"37","Stephen Curry","Golden State Warriors","Jump Bank Shot","16-24 ft.",3,"Bank"
"38","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"39","Stephen Curry","Golden State Warriors","Reverse Layup Shot","Less Than 8 ft.",1,"Layup"
"40","Stephen Curry","Golden State Warriors","Pullup Jump shot","8-16 ft.",2,"Jump"
"41","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"42","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"43","Stephen Curry","Golden State Warriors","Pullup Jump shot","16-24 ft.",3,"Jump"
"44","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"45","Stephen Curry","Golden State Warriors","Driving Finger Roll Layup Shot","Less Than 8 ft.",1,"Layup"
"46","Stephen Curry","Golden State Warriors","Pullup Jump shot","16-24 ft.",3,"Jump"
"47","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"48","Stephen Curry","Golden State Warriors","Running Jump Shot","16-24 ft.",3,"Jump"
"49","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"50","Stephen Curry","Golden State Warriors","Pullup Jump shot","16-24 ft.",3,"Jump"
"51","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"52","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"53","Stephen Curry","Golden State Warriors","Running Jump Shot","Less Than 8 ft.",1,"Jump"
"54","Stephen Curry","Golden State Warriors","Turnaround Jump Shot","16-24 ft.",3,"Jump"
"55","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"56","Stephen Curry","Golden State Warriors","Jump Shot","Less Than 8 ft.",1,"Jump"
"57","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"58","Stephen Curry","Golden State Warriors","Layup Shot","Less Than 8 ft.",1,"Layup"
"59","Stephen Curry","Golden State Warriors","Layup Shot","Less Than 8 ft.",1,"Layup"
"60","Stephen Curry","Golden State Warriors","Floating Jump shot","Less Than 8 ft.",1,"Jump"
"61","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"62","Stephen Curry","Golden State Warriors","Step Back Jump shot","24+ ft.",4,"Jump"
"63","Stephen Curry","Golden State Warriors","Step Back Jump shot","24+ ft.",4,"Jump"
"64","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"65","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"66","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"67","Stephen Curry","Golden State Warriors","Layup Shot","Less Than 8 ft.",1,"Layup"
"68","Stephen Curry","Golden State Warriors","Driving Jump shot","Less Than 8 ft.",1,"Jump"
"69","Stephen Curry","Golden State Warriors","Step Back Jump shot","16-24 ft.",3,"Jump"
"70","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"71","Stephen Curry","Golden State Warriors","Step Back Jump shot","24+ ft.",4,"Jump"
"72","Stephen Curry","Golden State Warriors","Floating Jump shot","16-24 ft.",3,"Jump"
"73","Stephen Curry","Golden State Warriors","Reverse Layup Shot","Less Than 8 ft.",1,"Layup"
"74","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"75","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"76","Stephen Curry","Golden State Warriors","Turnaround Bank shot","8-16 ft.",2,"Bank"
"77","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"78","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"79","Stephen Curry","Golden State Warriors","Step Back Jump shot","24+ ft.",4,"Jump"
"80","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"81","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"82","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"83","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"84","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"85","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"86","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"87","Stephen Curry","Golden State Warriors","Pullup Bank shot","8-16 ft.",2,"Bank"
"88","Stephen Curry","Golden State Warriors","Reverse Layup Shot","Less Than 8 ft.",1,"Layup"
"89","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"90","Stephen Curry","Golden State Warriors","Driving Finger Roll Layup Shot","Less Than 8 ft.",1,"Layup"
"91","Stephen Curry","Golden State Warriors","Step Back Jump shot","24+ ft.",4,"Jump"
"92","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"93","Stephen Curry","Golden State Warriors","Driving Finger Roll Layup Shot","Less Than 8 ft.",1,"Layup"
"94","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"95","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"96","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"97","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"98","Stephen Curry","Golden State Warriors","Jump Shot","8-16 ft.",2,"Jump"
"99","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"100","Stephen Curry","Golden State Warriors","Finger Roll Layup Shot","Less Than 8 ft.",1,"Layup"
"101","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"102","Stephen Curry","Golden State Warriors","Driving Reverse Layup Shot","Less Than 8 ft.",1,"Layup"
"103","Stephen Curry","Golden State Warriors","Step Back Jump shot","24+ ft.",4,"Jump"
"104","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"105","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"106","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"107","Stephen Curry","Golden State Warriors","Running Jump Shot","8-16 ft.",2,"Jump"
"108","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"109","Stephen Curry","Golden State Warriors","Driving Jump shot","Less Than 8 ft.",1,"Jump"
"110","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"111","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"112","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"113","Stephen Curry","Golden State Warriors","Running Bank shot","8-16 ft.",2,"Bank"
"114","Stephen Curry","Golden State Warriors","Jump Shot","Less Than 8 ft.",1,"Jump"
"115","Stephen Curry","Golden State Warriors","Driving Finger Roll Layup Shot","Less Than 8 ft.",1,"Layup"
"116","Stephen Curry","Golden State Warriors","Running Bank shot","Less Than 8 ft.",1,"Bank"
"117","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"118","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"119","Stephen Curry","Golden State Warriors","Driving Finger Roll Layup Shot","Less Than 8 ft.",1,"Layup"
"120","Stephen Curry","Golden State Warriors","Floating Jump shot","16-24 ft.",3,"Jump"
"121","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"122","Stephen Curry","Golden State Warriors","Driving Finger Roll Layup Shot","Less Than 8 ft.",1,"Layup"
"123","Stephen Curry","Golden State Warriors","Step Back Jump shot","8-16 ft.",2,"Jump"
"124","Stephen Curry","Golden State Warriors","Step Back Jump shot","24+ ft.",4,"Jump"
"125","Stephen Curry","Golden State Warriors","Jump Shot","Less Than 8 ft.",1,"Jump"
"126","Stephen Curry","Golden State Warriors","Floating Jump shot","8-16 ft.",2,"Jump"
"127","Stephen Curry","Golden State Warriors","Step Back Jump shot","24+ ft.",4,"Jump"
"128","Stephen Curry","Golden State Warriors","Floating Jump shot","16-24 ft.",3,"Jump"
"129","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"130","Stephen Curry","Golden State Warriors","Step Back Jump shot","16-24 ft.",3,"Jump"
"131","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"132","Stephen Curry","Golden State Warriors","Turnaround Fadeaway shot","16-24 ft.",3,"Others"
"133","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"134","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"135","Stephen Curry","Golden State Warriors","Driving Reverse Layup Shot","Less Than 8 ft.",1,"Layup"
"136","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"137","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"138","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"139","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"140","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"141","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"142","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"143","Stephen Curry","Golden State Warriors","Step Back Jump shot","24+ ft.",4,"Jump"
"144","Stephen Curry","Golden State Warriors","Running Bank shot","16-24 ft.",3,"Bank"
"145","Stephen Curry","Golden State Warriors","Step Back Jump shot","16-24 ft.",3,"Jump"
"146","Stephen Curry","Golden State Warriors","Pullup Jump shot","16-24 ft.",3,"Jump"
"147","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"148","Stephen Curry","Golden State Warriors","Jump Shot","8-16 ft.",2,"Jump"
"149","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"150","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"151","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"152","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"153","Stephen Curry","Golden State Warriors","Pullup Jump shot","16-24 ft.",3,"Jump"
"154","Stephen Curry","Golden State Warriors","Reverse Layup Shot","Less Than 8 ft.",1,"Layup"
"155","Stephen Curry","Golden State Warriors","Step Back Jump shot","16-24 ft.",3,"Jump"
"156","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"157","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"158","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"159","Stephen Curry","Golden State Warriors","Floating Jump shot","8-16 ft.",2,"Jump"
"160","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"161","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"162","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"163","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"164","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"165","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"166","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"167","Stephen Curry","Golden State Warriors","Floating Jump shot","8-16 ft.",2,"Jump"
"168","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"169","Stephen Curry","Golden State Warriors","Driving Reverse Layup Shot","Less Than 8 ft.",1,"Layup"
"170","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"171","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"172","Stephen Curry","Golden State Warriors","Layup Shot","Less Than 8 ft.",1,"Layup"
"173","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"174","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"175","Stephen Curry","Golden State Warriors","Jump Shot","Back Court Shot",0,"Jump"
"176","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"177","Stephen Curry","Golden State Warriors","Step Back Jump shot","24+ ft.",4,"Jump"
"178","Stephen Curry","Golden State Warriors","Turnaround Fadeaway shot","16-24 ft.",3,"Others"
"179","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"180","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"181","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"182","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"183","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"184","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"185","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"186","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"187","Stephen Curry","Golden State Warriors","Step Back Jump shot","24+ ft.",4,"Jump"
"188","Stephen Curry","Golden State Warriors","Reverse Layup Shot","Less Than 8 ft.",1,"Layup"
"189","Stephen Curry","Golden State Warriors","Step Back Jump shot","24+ ft.",4,"Jump"
"190","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"191","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"192","Stephen Curry","Golden State Warriors","Finger Roll Layup Shot","Less Than 8 ft.",1,"Layup"
"193","Stephen Curry","Golden State Warriors","Layup Shot","Less Than 8 ft.",1,"Layup"
"194","Stephen Curry","Golden State Warriors","Step Back Jump shot","8-16 ft.",2,"Jump"
"195","Stephen Curry","Golden State Warriors","Layup Shot","Less Than 8 ft.",1,"Layup"
"196","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"197","Stephen Curry","Golden State Warriors","Jump Shot","8-16 ft.",2,"Jump"
"198","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"199","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"200","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"201","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"202","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"203","Stephen Curry","Golden State Warriors","Jump Shot","8-16 ft.",2,"Jump"
"204","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"205","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"206","Stephen Curry","Golden State Warriors","Driving Finger Roll Layup Shot","Less Than 8 ft.",1,"Layup"
"207","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"208","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"209","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"210","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"211","Stephen Curry","Golden State Warriors","Driving Reverse Layup Shot","Less Than 8 ft.",1,"Layup"
"212","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"213","Stephen Curry","Golden State Warriors","Reverse Layup Shot","Less Than 8 ft.",1,"Layup"
"214","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"215","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"216","Stephen Curry","Golden State Warriors","Step Back Jump shot","24+ ft.",4,"Jump"
"217","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"218","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"219","Stephen Curry","Golden State Warriors","Running Jump Shot","8-16 ft.",2,"Jump"
"220","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"221","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"222","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"223","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"224","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"225","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"226","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"227","Stephen Curry","Golden State Warriors","Pullup Jump shot","16-24 ft.",3,"Jump"
"228","Stephen Curry","Golden State Warriors","Floating Jump shot","8-16 ft.",2,"Jump"
"229","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"230","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"231","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"232","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"233","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"234","Stephen Curry","Golden State Warriors","Layup Shot","Less Than 8 ft.",1,"Layup"
"235","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"236","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"237","Stephen Curry","Golden State Warriors","Jump Shot","Less Than 8 ft.",1,"Jump"
"238","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"239","Stephen Curry","Golden State Warriors","Jump Bank Shot","Less Than 8 ft.",1,"Bank"
"240","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"241","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"242","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"243","Stephen Curry","Golden State Warriors","Jump Shot","8-16 ft.",2,"Jump"
"244","Stephen Curry","Golden State Warriors","Jump Shot","8-16 ft.",2,"Jump"
"245","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"246","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"247","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"248","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"249","Stephen Curry","Golden State Warriors","Layup Shot","Less Than 8 ft.",1,"Layup"
"250","Stephen Curry","Golden State Warriors","Layup Shot","Less Than 8 ft.",1,"Layup"
"251","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"252","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"253","Stephen Curry","Golden State Warriors","Jump Shot","Less Than 8 ft.",1,"Jump"
"254","Stephen Curry","Golden State Warriors","Driving Reverse Layup Shot","Less Than 8 ft.",1,"Layup"
"255","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"256","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"257","Stephen Curry","Golden State Warriors","Running Jump Shot","8-16 ft.",2,"Jump"
"258","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"259","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"260","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"261","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"262","Stephen Curry","Golden State Warriors","Driving Finger Roll Layup Shot","Less Than 8 ft.",1,"Layup"
"263","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"264","Stephen Curry","Golden State Warriors","Layup Shot","Less Than 8 ft.",1,"Layup"
"265","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"266","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"267","Stephen Curry","Golden State Warriors","Jump Shot","Less Than 8 ft.",1,"Jump"
"268","Stephen Curry","Golden State Warriors","Pullup Jump shot","16-24 ft.",3,"Jump"
"269","Stephen Curry","Golden State Warriors","Jump Shot","Less Than 8 ft.",1,"Jump"
"270","Stephen Curry","Golden State Warriors","Driving Reverse Layup Shot","Less Than 8 ft.",1,"Layup"
"271","Stephen Curry","Golden State Warriors","Jump Bank Shot","8-16 ft.",2,"Bank"
"272","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"273","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"274","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"275","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"276","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"277","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"278","Stephen Curry","Golden State Warriors","Reverse Layup Shot","Less Than 8 ft.",1,"Layup"
"279","Stephen Curry","Golden State Warriors","Turnaround Jump Shot","8-16 ft.",2,"Jump"
"280","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"281","Stephen Curry","Golden State Warriors","Jump Shot","Less Than 8 ft.",1,"Jump"
"282","Stephen Curry","Golden State Warriors","Driving Finger Roll Layup Shot","Less Than 8 ft.",1,"Layup"
"283","Stephen Curry","Golden State Warriors","Running Bank shot","8-16 ft.",2,"Bank"
"284","Stephen Curry","Golden State Warriors","Jump Shot","8-16 ft.",2,"Jump"
"285","Stephen Curry","Golden State Warriors","Driving Finger Roll Layup Shot","Less Than 8 ft.",1,"Layup"
"286","Stephen Curry","Golden State Warriors","Step Back Jump shot","24+ ft.",4,"Jump"
"287","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"288","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"289","Stephen Curry","Golden State Warriors","Layup Shot","Less Than 8 ft.",1,"Layup"
"290","Stephen Curry","Golden State Warriors","Driving Finger Roll Layup Shot","Less Than 8 ft.",1,"Layup"
"291","Stephen Curry","Golden State Warriors","Pullup Jump shot","8-16 ft.",2,"Jump"
"292","Stephen Curry","Golden State Warriors","Driving Finger Roll Layup Shot","Less Than 8 ft.",1,"Layup"
"293","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"294","Stephen Curry","Golden State Warriors","Step Back Jump shot","24+ ft.",4,"Jump"
"295","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"296","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"297","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"298","Stephen Curry","Golden State Warriors","Jump Shot","8-16 ft.",2,"Jump"
"299","Stephen Curry","Golden State Warriors","Layup Shot","Less Than 8 ft.",1,"Layup"
"300","Stephen Curry","Golden State Warriors","Running Finger Roll Layup Shot","Less Than 8 ft.",1,"Layup"
"301","Stephen Curry","Golden State Warriors","Layup Shot","Less Than 8 ft.",1,"Layup"
"302","Stephen Curry","Golden State Warriors","Floating Jump shot","8-16 ft.",2,"Jump"
"303","Stephen Curry","Golden State Warriors","Jump Bank Shot","8-16 ft.",2,"Bank"
"304","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"305","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"306","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"307","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"308","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"309","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"310","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"311","Stephen Curry","Golden State Warriors","Fadeaway Jump Shot","16-24 ft.",3,"Jump"
"312","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"313","Stephen Curry","Golden State Warriors","Jump Shot","8-16 ft.",2,"Jump"
"314","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"315","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"316","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"317","Stephen Curry","Golden State Warriors","Step Back Jump shot","16-24 ft.",3,"Jump"
"318","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"319","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"320","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"321","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"322","Stephen Curry","Golden State Warriors","Floating Jump shot","8-16 ft.",2,"Jump"
"323","Stephen Curry","Golden State Warriors","Layup Shot","Less Than 8 ft.",1,"Layup"
"324","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"325","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"326","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"327","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"328","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"329","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"330","Stephen Curry","Golden State Warriors","Fadeaway Jump Shot","16-24 ft.",3,"Jump"
"331","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"332","Stephen Curry","Golden State Warriors","Layup Shot","Less Than 8 ft.",1,"Layup"
"333","Stephen Curry","Golden State Warriors","Step Back Jump shot","16-24 ft.",3,"Jump"
"334","Stephen Curry","Golden State Warriors","Turnaround Jump Shot","16-24 ft.",3,"Jump"
"335","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"336","Stephen Curry","Golden State Warriors","Turnaround Bank shot","Less Than 8 ft.",1,"Bank"
"337","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"338","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"339","Stephen Curry","Golden State Warriors","Driving Finger Roll Layup Shot","Less Than 8 ft.",1,"Layup"
"340","Stephen Curry","Golden State Warriors","Running Bank shot","8-16 ft.",2,"Bank"
