"","player_name","team_name","action_type","shot_zone_range","shot_zone","shot_type"
"341","Stephen Curry","Golden State Warriors","Driving Reverse Layup Shot","Less Than 8 ft.",1,"Layup"
"342","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"343","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"344","Stephen Curry","Golden State Warriors","Jump Shot","8-16 ft.",2,"Jump"
"345","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"346","Stephen Curry","Golden State Warriors","Step Back Jump shot","24+ ft.",4,"Jump"
"347","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"348","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"349","Stephen Curry","Golden State Warriors","Running Jump Shot","8-16 ft.",2,"Jump"
"350","Stephen Curry","Golden State Warriors","Driving Reverse Layup Shot","Less Than 8 ft.",1,"Layup"
"351","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"352","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"353","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"354","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"355","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"356","Stephen Curry","Golden State Warriors","Driving Jump shot","Less Than 8 ft.",1,"Jump"
"357","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"358","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"359","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"360","Stephen Curry","Golden State Warriors","Driving Bank shot","Less Than 8 ft.",1,"Bank"
"361","Stephen Curry","Golden State Warriors","Pullup Jump shot","16-24 ft.",3,"Jump"
"362","Stephen Curry","Golden State Warriors","Driving Bank shot","Less Than 8 ft.",1,"Bank"
"363","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"364","Stephen Curry","Golden State Warriors","Turnaround Jump Shot","16-24 ft.",3,"Jump"
"365","Stephen Curry","Golden State Warriors","Running Jump Shot","Less Than 8 ft.",1,"Jump"
"366","Stephen Curry","Golden State Warriors","Layup Shot","Less Than 8 ft.",1,"Layup"
"367","Stephen Curry","Golden State Warriors","Pullup Jump shot","16-24 ft.",3,"Jump"
"368","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"369","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"370","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"371","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"372","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"373","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"374","Stephen Curry","Golden State Warriors","Jump Shot","Less Than 8 ft.",1,"Jump"
"375","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"376","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"377","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"378","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"379","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"380","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"381","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"382","Stephen Curry","Golden State Warriors","Jump Shot","8-16 ft.",2,"Jump"
"383","Stephen Curry","Golden State Warriors","Jump Shot","Less Than 8 ft.",1,"Jump"
"384","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"385","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"386","Stephen Curry","Golden State Warriors","Layup Shot","Less Than 8 ft.",1,"Layup"
"387","Stephen Curry","Golden State Warriors","Pullup Jump shot","16-24 ft.",3,"Jump"
"388","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"389","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"390","Stephen Curry","Golden State Warriors","Pullup Jump shot","16-24 ft.",3,"Jump"
"391","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"392","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"393","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"394","Stephen Curry","Golden State Warriors","Driving Reverse Layup Shot","Less Than 8 ft.",1,"Layup"
"395","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"396","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"397","Stephen Curry","Golden State Warriors","Running Jump Shot","8-16 ft.",2,"Jump"
"398","Stephen Curry","Golden State Warriors","Reverse Layup Shot","Less Than 8 ft.",1,"Layup"
"399","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"400","Stephen Curry","Golden State Warriors","Step Back Jump shot","16-24 ft.",3,"Jump"
"401","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"402","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"403","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"404","Stephen Curry","Golden State Warriors","Reverse Layup Shot","Less Than 8 ft.",1,"Layup"
"405","Stephen Curry","Golden State Warriors","Jump Bank Shot","8-16 ft.",2,"Bank"
"406","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"407","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"408","Stephen Curry","Golden State Warriors","Layup Shot","Less Than 8 ft.",1,"Layup"
"409","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"410","Stephen Curry","Golden State Warriors","Step Back Jump shot","24+ ft.",4,"Jump"
"411","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"412","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"413","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"414","Stephen Curry","Golden State Warriors","Jump Shot","8-16 ft.",2,"Jump"
"415","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"416","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"417","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"418","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"419","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"420","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"421","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"422","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"423","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"424","Stephen Curry","Golden State Warriors","Jump Shot","Less Than 8 ft.",1,"Jump"
"425","Stephen Curry","Golden State Warriors","Putback Layup Shot","Less Than 8 ft.",1,"Layup"
"426","Stephen Curry","Golden State Warriors","Pullup Jump shot","8-16 ft.",2,"Jump"
"427","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"428","Stephen Curry","Golden State Warriors","Step Back Jump shot","24+ ft.",4,"Jump"
"429","Stephen Curry","Golden State Warriors","Driving Reverse Layup Shot","Less Than 8 ft.",1,"Layup"
"430","Stephen Curry","Golden State Warriors","Turnaround Jump Shot","24+ ft.",4,"Jump"
"431","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"432","Stephen Curry","Golden State Warriors","Pullup Jump shot","8-16 ft.",2,"Jump"
"433","Stephen Curry","Golden State Warriors","Running Jump Shot","8-16 ft.",2,"Jump"
"434","Stephen Curry","Golden State Warriors","Driving Finger Roll Layup Shot","Less Than 8 ft.",1,"Layup"
"435","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"436","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"437","Stephen Curry","Golden State Warriors","Jump Shot","8-16 ft.",2,"Jump"
"438","Stephen Curry","Golden State Warriors","Driving Finger Roll Layup Shot","Less Than 8 ft.",1,"Layup"
"439","Stephen Curry","Golden State Warriors","Running Bank shot","Less Than 8 ft.",1,"Bank"
"440","Stephen Curry","Golden State Warriors","Reverse Layup Shot","Less Than 8 ft.",1,"Layup"
"441","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"442","Stephen Curry","Golden State Warriors","Driving Reverse Layup Shot","Less Than 8 ft.",1,"Layup"
"443","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"444","Stephen Curry","Golden State Warriors","Floating Jump shot","8-16 ft.",2,"Jump"
"445","Stephen Curry","Golden State Warriors","Pullup Jump shot","16-24 ft.",3,"Jump"
"446","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"447","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"448","Stephen Curry","Golden State Warriors","Running Hook Shot","Less Than 8 ft.",1,"Others"
"449","Stephen Curry","Golden State Warriors","Step Back Jump shot","24+ ft.",4,"Jump"
"450","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"451","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"452","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"453","Stephen Curry","Golden State Warriors","Running Bank shot","Less Than 8 ft.",1,"Bank"
"454","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"455","Stephen Curry","Golden State Warriors","Floating Jump shot","8-16 ft.",2,"Jump"
"456","Stephen Curry","Golden State Warriors","Jump Shot","8-16 ft.",2,"Jump"
"457","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"458","Stephen Curry","Golden State Warriors","Pullup Jump shot","16-24 ft.",3,"Jump"
"459","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"460","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"461","Stephen Curry","Golden State Warriors","Pullup Jump shot","16-24 ft.",3,"Jump"
"462","Stephen Curry","Golden State Warriors","Pullup Jump shot","16-24 ft.",3,"Jump"
"463","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"464","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"465","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"466","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"467","Stephen Curry","Golden State Warriors","Finger Roll Layup Shot","Less Than 8 ft.",1,"Layup"
"468","Stephen Curry","Golden State Warriors","Pullup Jump shot","16-24 ft.",3,"Jump"
"469","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"470","Stephen Curry","Golden State Warriors","Layup Shot","Less Than 8 ft.",1,"Layup"
"471","Stephen Curry","Golden State Warriors","Jump Shot","8-16 ft.",2,"Jump"
"472","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"473","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"474","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"475","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"476","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"477","Stephen Curry","Golden State Warriors","Driving Finger Roll Layup Shot","Less Than 8 ft.",1,"Layup"
"478","Stephen Curry","Golden State Warriors","Step Back Jump shot","16-24 ft.",3,"Jump"
"479","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"480","Stephen Curry","Golden State Warriors","Pullup Jump shot","Back Court Shot",0,"Jump"
"481","Stephen Curry","Golden State Warriors","Driving Reverse Layup Shot","Less Than 8 ft.",1,"Layup"
"482","Stephen Curry","Golden State Warriors","Driving Reverse Layup Shot","Less Than 8 ft.",1,"Layup"
"483","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"484","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"485","Stephen Curry","Golden State Warriors","Pullup Jump shot","16-24 ft.",3,"Jump"
"486","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"487","Stephen Curry","Golden State Warriors","Driving Reverse Layup Shot","Less Than 8 ft.",1,"Layup"
"488","Stephen Curry","Golden State Warriors","Pullup Jump shot","16-24 ft.",3,"Jump"
"489","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"490","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"491","Stephen Curry","Golden State Warriors","Layup Shot","Less Than 8 ft.",1,"Layup"
"492","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"493","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"494","Stephen Curry","Golden State Warriors","Step Back Jump shot","24+ ft.",4,"Jump"
"495","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"496","Stephen Curry","Golden State Warriors","Step Back Jump shot","16-24 ft.",3,"Jump"
"497","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"498","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"499","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"500","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"501","Stephen Curry","Golden State Warriors","Driving Reverse Layup Shot","Less Than 8 ft.",1,"Layup"
"502","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"503","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"504","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"505","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"506","Stephen Curry","Golden State Warriors","Putback Layup Shot","Less Than 8 ft.",1,"Layup"
"507","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"508","Stephen Curry","Golden State Warriors","Driving Slam Dunk Shot","Less Than 8 ft.",1,"Others"
"509","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"510","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"511","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"512","Stephen Curry","Golden State Warriors","Running Bank shot","8-16 ft.",2,"Bank"
"513","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"514","Stephen Curry","Golden State Warriors","Driving Finger Roll Layup Shot","Less Than 8 ft.",1,"Layup"
"515","Stephen Curry","Golden State Warriors","Step Back Jump shot","24+ ft.",4,"Jump"
"516","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"517","Stephen Curry","Golden State Warriors","Driving Finger Roll Layup Shot","Less Than 8 ft.",1,"Layup"
"518","Stephen Curry","Golden State Warriors","Floating Jump shot","8-16 ft.",2,"Jump"
"519","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"520","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"521","Stephen Curry","Golden State Warriors","Pullup Jump shot","16-24 ft.",3,"Jump"
"522","Stephen Curry","Golden State Warriors","Driving Finger Roll Layup Shot","Less Than 8 ft.",1,"Layup"
"523","Stephen Curry","Golden State Warriors","Driving Reverse Layup Shot","Less Than 8 ft.",1,"Layup"
"524","Stephen Curry","Golden State Warriors","Driving Finger Roll Layup Shot","Less Than 8 ft.",1,"Layup"
"525","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"526","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"527","Stephen Curry","Golden State Warriors","Floating Jump shot","8-16 ft.",2,"Jump"
"528","Stephen Curry","Golden State Warriors","Step Back Jump shot","24+ ft.",4,"Jump"
"529","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"530","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"531","Stephen Curry","Golden State Warriors","Pullup Jump shot","16-24 ft.",3,"Jump"
"532","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"533","Stephen Curry","Golden State Warriors","Pullup Jump shot","16-24 ft.",3,"Jump"
"534","Stephen Curry","Golden State Warriors","Jump Shot","8-16 ft.",2,"Jump"
"535","Stephen Curry","Golden State Warriors","Floating Jump shot","8-16 ft.",2,"Jump"
"536","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"537","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"538","Stephen Curry","Golden State Warriors","Driving Finger Roll Layup Shot","Less Than 8 ft.",1,"Layup"
"539","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"540","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"541","Stephen Curry","Golden State Warriors","Step Back Jump shot","16-24 ft.",3,"Jump"
"542","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"543","Stephen Curry","Golden State Warriors","Floating Jump shot","Less Than 8 ft.",1,"Jump"
"544","Stephen Curry","Golden State Warriors","Jump Shot","Less Than 8 ft.",1,"Jump"
"545","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"546","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"547","Stephen Curry","Golden State Warriors","Driving Reverse Layup Shot","Less Than 8 ft.",1,"Layup"
"548","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"549","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"550","Stephen Curry","Golden State Warriors","Layup Shot","Less Than 8 ft.",1,"Layup"
"551","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"552","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"553","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"554","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"555","Stephen Curry","Golden State Warriors","Driving Jump shot","Less Than 8 ft.",1,"Jump"
"556","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"557","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"558","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"559","Stephen Curry","Golden State Warriors","Floating Jump shot","Less Than 8 ft.",1,"Jump"
"560","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"561","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"562","Stephen Curry","Golden State Warriors","Running Bank shot","Less Than 8 ft.",1,"Bank"
"563","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"564","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"565","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"566","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"567","Stephen Curry","Golden State Warriors","Layup Shot","Less Than 8 ft.",1,"Layup"
"568","Stephen Curry","Golden State Warriors","Layup Shot","Less Than 8 ft.",1,"Layup"
"569","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"570","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"571","Stephen Curry","Golden State Warriors","Jump Shot","Back Court Shot",0,"Jump"
"572","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"573","Stephen Curry","Golden State Warriors","Driving Jump shot","Less Than 8 ft.",1,"Jump"
"574","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"575","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"576","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"577","Stephen Curry","Golden State Warriors","Running Bank shot","Less Than 8 ft.",1,"Bank"
"578","Stephen Curry","Golden State Warriors","Jump Shot","Less Than 8 ft.",1,"Jump"
"579","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"580","Stephen Curry","Golden State Warriors","Turnaround Jump Shot","8-16 ft.",2,"Jump"
"581","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"582","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"583","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"584","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"585","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"586","Stephen Curry","Golden State Warriors","Driving Finger Roll Layup Shot","Less Than 8 ft.",1,"Layup"
"587","Stephen Curry","Golden State Warriors","Pullup Jump shot","8-16 ft.",2,"Jump"
"588","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"589","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"590","Stephen Curry","Golden State Warriors","Pullup Jump shot","16-24 ft.",3,"Jump"
"591","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"592","Stephen Curry","Golden State Warriors","Jump Shot","Less Than 8 ft.",1,"Jump"
"593","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"594","Stephen Curry","Golden State Warriors","Pullup Bank shot","16-24 ft.",3,"Bank"
"595","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"596","Stephen Curry","Golden State Warriors","Running Jump Shot","8-16 ft.",2,"Jump"
"597","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"598","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"599","Stephen Curry","Golden State Warriors","Floating Jump shot","Less Than 8 ft.",1,"Jump"
"600","Stephen Curry","Golden State Warriors","Step Back Jump shot","16-24 ft.",3,"Jump"
"601","Stephen Curry","Golden State Warriors","Layup Shot","Less Than 8 ft.",1,"Layup"
"602","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"603","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"604","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"605","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"606","Stephen Curry","Golden State Warriors","Pullup Jump shot","16-24 ft.",3,"Jump"
"607","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"608","Stephen Curry","Golden State Warriors","Layup Shot","Less Than 8 ft.",1,"Layup"
"609","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"610","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"611","Stephen Curry","Golden State Warriors","Pullup Jump shot","16-24 ft.",3,"Jump"
"612","Stephen Curry","Golden State Warriors","Running Bank shot","Less Than 8 ft.",1,"Bank"
"613","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"614","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"615","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"616","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"617","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"618","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"619","Stephen Curry","Golden State Warriors","Layup Shot","Less Than 8 ft.",1,"Layup"
"620","Stephen Curry","Golden State Warriors","Running Layup Shot","Less Than 8 ft.",1,"Layup"
"621","Stephen Curry","Golden State Warriors","Running Jump Shot","8-16 ft.",2,"Jump"
"622","Stephen Curry","Golden State Warriors","Running Bank shot","8-16 ft.",2,"Bank"
"623","Stephen Curry","Golden State Warriors","Running Bank shot","8-16 ft.",2,"Bank"
"624","Stephen Curry","Golden State Warriors","Driving Finger Roll Layup Shot","Less Than 8 ft.",1,"Layup"
"625","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"626","Stephen Curry","Golden State Warriors","Step Back Jump shot","24+ ft.",4,"Jump"
"627","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"628","Stephen Curry","Golden State Warriors","Reverse Layup Shot","Less Than 8 ft.",1,"Layup"
"629","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"630","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"631","Stephen Curry","Golden State Warriors","Pullup Bank shot","8-16 ft.",2,"Bank"
"632","Stephen Curry","Golden State Warriors","Pullup Jump shot","24+ ft.",4,"Jump"
"633","Stephen Curry","Golden State Warriors","Step Back Jump shot","8-16 ft.",2,"Jump"
"634","Stephen Curry","Golden State Warriors","Driving Reverse Layup Shot","Less Than 8 ft.",1,"Layup"
"635","Stephen Curry","Golden State Warriors","Turnaround Fadeaway shot","24+ ft.",4,"Others"
"636","Stephen Curry","Golden State Warriors","Running Bank shot","8-16 ft.",2,"Bank"
"637","Stephen Curry","Golden State Warriors","Layup Shot","Less Than 8 ft.",1,"Layup"
"638","Stephen Curry","Golden State Warriors","Fadeaway Jump Shot","24+ ft.",4,"Jump"
"639","Stephen Curry","Golden State Warriors","Driving Reverse Layup Shot","Less Than 8 ft.",1,"Layup"
"640","Stephen Curry","Golden State Warriors","Turnaround Bank shot","8-16 ft.",2,"Bank"
"641","Stephen Curry","Golden State Warriors","Step Back Jump shot","24+ ft.",4,"Jump"
"642","Stephen Curry","Golden State Warriors","Jump Shot","16-24 ft.",3,"Jump"
"643","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
"644","Stephen Curry","Golden State Warriors","Layup Shot","Less Than 8 ft.",1,"Layup"
"645","Stephen Curry","Golden State Warriors","Driving Layup Shot","Less Than 8 ft.",1,"Layup"
"646","Stephen Curry","Golden State Warriors","Jump Shot","24+ ft.",4,"Jump"
