"","player_id","player_name","player_last_team_id","player_last_team_abbreviation","age","gp","g","fga_frequency","fgm","fga","fg_pct","efg_pct","fg2a_frequency","fg2m","fg2a","fg2_pct","fg3a_frequency","fg3m","fg3a","fg3_pct"
"5076","5","6","0.833","0","0","0","201574","Jason Thompson","1610612758","SAC","28","81","6","0.014","5","6","0.833","0.833","0.014","5"
"5077","6","0.833","0","0","0","202344","Trevor Booker","1610612762","UTA","27","79","5","0.013","5","6","0.833","0.833","0.013","5","6"
"5078","0.833","0","0","0","202326","DeMarcus Cousins","1610612758","SAC","24","59","6","0.006","5","6","0.833","0.833","0.006","5","6","0.833"
"5079","0","0","0","201609","Goran Dragic","1610612748","MIA","29","78","6","0.006","5","6","0.833","0.833","0.005","5","5","1","0.001"
"5080","0","1","0","203473","Dewayne Dedmon","1610612753","ORL","25","59","6","0.038","4","6","0.667","0.667","0.038","4","6","0.667","0"
"5081","0","0","203096","Jared Sullinger","1610612738","BOS","23","58","6","0.009","4","6","0.667","0.667","0.009","4","6","0.667","0","0"
"5082","0","201973","Jonas Jerebko","1610612738","BOS","28","75","6","0.016","4","6","0.667","0.667","0.013","4","5","0.8","0.003","0","1"
"5083","0","202687","Bismack Biyombo","1610612766","CHA","22","64","6","0.032","4","6","0.667","0.667","0.032","4","6","0.667","0","0","0"
"5084","202718","Chandler Parsons","1610612742","DAL","26","66","5","0.007","4","6","0.667","0.917","0.004","1","3","0.333","0.004","3","3","1"
"5085","203458","Alex Len","1610612756","PHX","22","69","6","0.017","4","6","0.667","0.667","0.017","4","6","0.667","0","0","0","201144"
"5086","Mike Conley","1610612763","MEM","27","70","6","0.007","4","6","0.667","0.833","0.002","2","2","1","0.005","2","4","0.5","1890"
"5087","Shawn Marion","1610612739","CLE","37","56","5","0.023","3","6","0.5","0.5","0.019","3","5","0.6","0.004","0","1","0","202681"
"5088","Kyrie Irving","1610612739","CLE","23","74","6","0.005","3","6","0.5","0.667","0.002","1","2","0.5","0.003","2","4","0.5","1495"
"5089","Tim Duncan","1610612759","SAS","39","77","5","0.007","3","6","0.5","0.5","0.007","3","6","0.5","0","0","0","202685","Jonas Valanciunas"
"5090","1610612761","TOR","23","80","6","0.009","3","6","0.5","0.5","0.009","3","6","0.5","0","0","0","203484","Kentavious Caldwell-Pope","1610612765"
"5091","DET","22","82","6","0.006","3","6","0.5","0.667","0.001","1","1","1","0.005","2","5","0.4","201163","Wilson Chandler","1610612743"
"5092","DEN","28","78","5","0.006","3","6","0.5","0.583","0.003","2","3","0.667","0.003","1","3","0.333","203935","Marcus Smart","1610612738"
"5093","BOS","21","67","6","0.013","3","6","0.5","0.667","0.006","1","3","0.333","0.006","2","3","0.667","200794","Paul Millsap","1610612737"
"5094","ATL","30","73","5","0.005","5","5","1","1","0.005","5","5","1","0","0","0","204028","Tarik Black","1610612747","LAL"
"5095","23","62","4","0.019","5","5","1","1","0.019","5","5","1","0","0","0","203092","Tyler Zeller","1610612738","BOS","25"
"5096","82","5","0.008","5","5","1","1","0.008","5","5","1","0","0","0","202682","Derrick Williams","1610612758","SAC","24","74"
"5097","5","0.01","5","5","1","1.1","0.008","4","4","1","0.002","1","1","1","203457","Nerlens Noel","1610612755","PHI","21","75"
"5098","5","0.008","5","5","1","1","0.008","5","5","1","0","0","0","2730","Dwight Howard","1610612745","HOU","29","40","4"
"5099","0.012","4","5","0.8","0.8","0.012","4","5","0.8","0","0","0","203500","Steven Adams","1610612760","OKC","21","70","5","0.013"
"5100","4","5","0.8","0.8","0.013","4","5","0.8","0","0","0","2430","Carlos Boozer","1610612747","LAL","33","71","5","0.007","4"
"5101","5","0.8","0.8","0.007","4","5","0.8","0","0","0","202684","Tristan Thompson","1610612739","CLE","24","81","5","0.01","4","5"
"5102","0.8","0.8","0.01","4","5","0.8","0","0","0","201228","CJ Watson","1610612754","IND","31","57","5","0.012","4","5","0.8"
"5103","0.9","0.01","3","4","0.75","0.002","1","1","1","101112","Channing Frye","1610612753","ORL","32","75","5","0.01","4","5","0.8"
"5104","1","0.004","2","2","1","0.006","2","3","0.667","2200","Pau Gasol","1610612741","CHI","34","78","4","0.004","4","5","0.8"
"5105","0.8","0.004","4","5","0.8","0","0","0","201585","Kosta Koufos","1610612763","MEM","26","81","5","0.014","4","5","0.8","0.8"
"5106","0.014","4","5","0.8","0","0","0","201584","Courtney Lee","1610612763","MEM","29","77","5","0.008","4","5","0.8","0.9","0.005"
"5107","3","3","1","0.003","1","2","0.5","2549","Chris Kaman","1610612757","POR","33","74","5","0.009","4","5","0.8","0.8","0.009"
"5108","4","5","0.8","0","0","0","203089","John Henson","1610612749","MIL","24","66","5","0.015","4","5","0.8","0.8","0.015","4"
"5109","5","0.8","0","0","0","203156","Henry Sims","1610612755","PHI","25","73","4","0.01","3","5","0.6","0.6","0.01","3","5"
"5110","0.6","0","0","0","2449","Luis Scola","1610612754","IND","35","81","5","0.008","3","5","0.6","0.6","0.008","3","5","0.6"
"5111","0","0","0","203078","Bradley Beal","1610612764","WAS","22","63","5","0.006","3","5","0.6","0.7","0.002","2","2","1","0.004"
"5112","1","3","0.333","203476","Gorgui Dieng","1610612750","MIN","25","72","5","0.01","3","5","0.6","0.6","0.01","3","5","0.6","0"
"5113","0","0","2754","Tony Allen","1610612763","MEM","33","63","5","0.011","3","5","0.6","0.6","0.011","3","5","0.6","0","0"
"5114","0","1938","Manu Ginobili","1610612759","SAS","37","70","4","0.009","3","5","0.6","0.7","0.005","2","3","0.667","0.003","1","2"
"5115","0.5","2548","Dwyane Wade","1610612748","MIA","33","61","5","0.005","3","5","0.6","0.6","0.005","3","5","0.6","0","0","0"
"5116","201583","Ryan Anderson","1610612740","NOP","27","61","5","0.007","3","5","0.6","0.8","0.003","1","2","0.5","0.004","2","3","0.667"
"5117","1891","Jason Terry","1610612745","HOU","37","76","5","0.011","2","5","0.4","0.4","0.005","2","2","1","0.007","0","3","0"
"5118","201571","D.J. Augustin","1610612760","OKC","27","82","5","0.008","2","5","0.4","0.5","0.003","1","2","0.5","0.005","1","3","0.333"
"5119","1889","Andre Miller","1610612758","SAC","39","81","5","0.017","2","5","0.4","0.4","0.017","2","5","0.4","0","0","0","101114"
"5120","Deron Williams","1610612751","BKN","31","68","5","0.007","2","5","0.4","0.6","0.001","0","1","0","0.005","2","4","0.5","2399"
"5121","Mike Dunleavy","1610612741","CHI","34","63","5","0.01","2","5","0.4","0.5","0.004","1","2","0.5","0.006","1","3","0.333","201160"
"5122","Jason Smith","1610612752","NYK","29","81","5","0.009","2","5","0.4","0.4","0.009","2","5","0.4","0","0","0","201976","Patrick Beverley"
"5123","1610612745","HOU","26","56","4","0.009","2","5","0.4","0.4","0.006","2","3","0.667","0.004","0","2","0","2772","Trevor Ariza"
"5124","1610612745","HOU","29","81","5","0.006","2","5","0.4","0.5","0.001","1","1","1","0.004","1","4","0.25","1718","Paul Pierce"
"5125","1610612764","WAS","37","73","5","0.008","1","5","0.2","0.3","0","0","0","0.008","1","5","0.2","203492","Ray McCallum","1610612758"
"5126","SAC","24","68","4","0.011","1","5","0.2","0.2","0.009","1","4","0.25","0.002","0","1","0","977","Kobe Bryant","1610612747"
"5127","LAL","36","35","4","0.007","1","5","0.2","0.3","0.004","0","3","0","0.003","1","2","0.5","203496","Robert Covington","1610612755"
"5128","PHI","24","70","5","0.007","1","5","0.2","0.3","0.001","0","1","0","0.005","1","4","0.25","203138","Hollis Thompson","1610612755"
"5129","PHI","24","71","4","0.009","0","5","0","0","0.008","0","4","0","0.002","0","1","0","203499","Shane Larkin","1610612752"
"5130","NYK","22","75","4","0.009","4","4","1","1","0.009","4","4","1","0","0","0","202389","Timofey Mozgov","1610612739","CLE"
"5131","28","81","4","0.007","4","4","1","1","0.007","4","4","1","0","0","0","2405","Amar'e Stoudemire","1610612742","DAL","32"
"5132","58","3","0.008","4","4","1","1","0.008","4","4","1","0","0","0","203516","James Ennis","1610612748","MIA","24","62"
"5133","4","0.016","4","4","1","1","0.016","4","4","1","0","0","0","203482","Kelly Olynyk","1610612738","BOS","24","64","4"
"5134","0.008","4","4","1","1","0.008","4","4","1","0","0","0","201949","James Johnson","1610612761","TOR","28","70","4","0.01"
"5135","4","4","1","1","0.01","4","4","1","0","0","0","201956","Omri Casspi","1610612758","SAC","27","67","4","0.01","4"
"5136","4","1","1","0.01","4","4","1","0","0","0","203084","Harrison Barnes","1610612744","GSW","23","82","4","0.006","4","4"
"5137","1","1","0.006","4","4","1","0","0","0","2561","David West","1610612754","IND","34","66","4","0.006","3","4","0.75"
"5138","0.75","0.006","3","4","0.75","0","0","0","201564","O.J. Mayo","1610612749","MIL","27","70","4","0.006","3","4","0.75","0.75"
"5139","0.006","3","4","0.75","0","0","0","201143","Al Horford","1610612737","ATL","29","76","4","0.004","3","4","0.75","0.75","0.004"
"5140","3","4","0.75","0","0","0","202700","Donatas Motiejunas","1610612745","HOU","24","70","4","0.006","3","4","0.75","0.75","0.006","3"
"5141","4","0.75","0","0","0","202325","Wesley Johnson","1610612747","LAL","27","76","4","0.006","3","4","0.75","0.75","0.006","3","4"
"5142","0.75","0","0","0","202695","Kawhi Leonard","1610612759","SAS","24","64","4","0.005","3","4","0.75","0.75","0.005","3","4","0.75"
"5143","0","0","0","203490","Otto Porter","1610612764","WAS","22","74","4","0.01","3","4","0.75","0.75","0.01","3","4","0.75","0"
"5144","0","0","201565","Derrick Rose","1610612741","CHI","26","51","4","0.005","3","4","0.75","0.875","0.004","2","3","0.667","0.001","1"
"5145","1","1","201142","Kevin Durant","1610612760","OKC","26","27","4","0.009","3","4","0.75","0.75","0.006","3","3","1","0.002","0"
"5146","1","0","201977","Marcus Thornton","1610612756","PHX","28","48","4","0.012","3","4","0.75","0.75","0.012","3","4","0.75","0","0"
"5147","0","202720","Jon Leuer","1610612763","MEM","26","63","4","0.015","3","4","0.75","0.75","0.015","3","4","0.75","0","0","0"
"5148","202703","Nikola Mirotic","1610612741","CHI","24","82","4","0.007","3","4","0.75","0.875","0.005","2","3","0.667","0.002","1","1","1"
"5149","2755","Kevin Martin","1610612750","MIN","32","38","4","0.006","2","4","0.5","0.625","0.003","1","2","0.5","0.003","1","2","0.5"
"5150","201936","Tyreke Evans","1610612740","NOP","25","79","4","0.003","2","4","0.5","0.5","0.003","2","3","0.667","0.001","0","1","0"
"5151","201578","Marreese Speights","1610612744","GSW","27","76","4","0.006","2","4","0.5","0.5","0.006","2","4","0.5","0","0","0","203382"
"5152","Aron Baynes","1610612759","SAS","28","70","4","0.012","2","4","0.5","0.5","0.012","2","4","0.5","0","0","0","202688","Brandon Knight"
"5153","1610612756","PHX","23","62","4","0.005","2","4","0.5","0.5","0.002","2","2","1","0.002","0","2","0","203109","Jae Crowder"
"5154","1610612738","BOS","24","82","4","0.007","2","4","0.5","0.5","0.006","2","3","0.667","0.002","0","1","0","201152","Thaddeus Young"
"5155","1610612751","BKN","27","75","4","0.004","2","4","0.5","0.5","0.004","2","4","0.5","0","0","0","201229","Anthony Tolliver","1610612765"
"5156","DET","30","76","4","0.01","2","4","0.5","0.5","0.008","2","3","0.667","0.003","0","1","0","203953","Jabari Parker","1610612749"
"5157","MIL","20","25","4","0.015","2","4","0.5","0.5","0.015","2","4","0.5","0","0","0","201975","Jodie Meeks","1610612765","DET"
"5158","27","60","3","0.008","2","4","0.5","0.625","0.002","1","1","1","0.006","1","3","0.333","201158","Marco Belinelli","1610612759","SAS"
"5159","29","62","4","0.009","2","4","0.5","0.625","0.002","1","1","1","0.006","1","3","0.333","201588","George Hill","1610612754","IND"
"5160","29","43","4","0.007","2","4","0.5","0.5","0.004","2","2","1","0.004","0","2","0","203471","Dennis Schroder","1610612737","ATL"
"5161","21","77","4","0.006","2","4","0.5","0.5","0.005","2","3","0.667","0.002","0","1","0","203524","Solomon Hill","1610612754","IND"
"5162","24","82","4","0.006","1","4","0.25","0.25","0.005","1","3","0.333","0.002","0","1","0","201945","Gerald Henderson","1610612766","CHA"
"5163","27","80","4","0.005","1","4","0.25","0.25","0.005","1","4","0.25","0","0","0","101141","Ersan Ilyasova","1610612749","MIL","28"
"5164","57","4","0.007","1","4","0.25","0.25","0.006","1","3","0.333","0.002","0","1","0","204014","Damjan Rudez","1610612754","IND","29"
"5165","68","3","0.015","1","4","0.25","0.375","0","0","0","0.015","1","4","0.25","2403","Nene","1610612764","WAS","32","67"
"5166","3","0.005","3","3","1","1","0.005","3","3","1","0","0","0","201581","JJ Hickson","1610612743","DEN","26","73","3"
"5167","0.007","3","3","1","1","0.007","3","3","1","0","0","0","2738","Andre Iguodala","1610612744","GSW","31","77","3","0.006"
"5168","3","3","1","1","0.006","3","3","1","0","0","0","203460","Andre Roberson","1610612760","OKC","23","67","3","0.015","3"
"5169","3","1","1","0.015","3","3","1","0","0","0","200761","Shawne Williams","1610612765","DET","29","62","3","0.01","3","3"
"5170","1","1","0.01","3","3","1","0","0","0","203486","Mason Plumlee","1610612751","BKN","25","82","3","0.007","3","3","1"
"5171","1","0.007","3","3","1","0","0","0","203093","Terrence Jones","1610612745","HOU","23","33","3","0.01","3","3","1","1"
"5172","0.01","3","3","1","0","0","0","201188","Marc Gasol","1610612763","MEM","30","81","3","0.003","3","3","1","1","0.003"
"5173","3","3","1","0","0","0","201149","Joakim Noah","1610612741","CHI","30","67","3","0.007","3","3","1","1","0.007","3"
"5174","3","1","0","0","0","203897","Zach LaVine","1610612750","MIN","20","76","3","0.004","3","3","1","1","0.004","3","3"
"5175","1","0","0","0","202332","Cole Aldrich","1610612752","NYK","26","60","3","0.01","3","3","1","1","0.01","3","3","1"
"5176","0","0","0","203515","Phil Pressey","1610612738","BOS","24","50","2","0.017","2","3","0.667","0.667","0.017","2","3","0.667","0"
"5177","0","0","101162","Marcin Gortat","1610612764","WAS","31","82","3","0.004","2","3","0.667","0.667","0.004","2","3","0.667","0","0"
"5178","0","2216","Zach Randolph","1610612763","MEM","33","71","3","0.003","2","3","0.667","0.667","0.003","2","3","0.667","0","0","0"
"5179","203488","Mike Muscala","1610612737","ATL","23","40","3","0.02","2","3","0.667","0.667","0.02","2","3","0.667","0","0","0","2746"
"5180","Josh Smith","1610612745","HOU","29","83","3","0.003","2","3","0.667","0.667","0.003","2","3","0.667","0","0","0","2734","Devin Harris"
"5181","1610612742","DAL","32","76","3","0.006","2","3","0.667","0.833","0.002","1","1","1","0.004","1","2","0.5","202397","Ish Smith"
"5182","1610612755","PHI","26","55","3","0.008","2","3","0.667","0.667","0.006","2","2","1","0.003","0","1","0","203957","Dante Exum"
"5183","1610612762","UTA","19","82","3","0.007","2","3","0.667","0.667","0.005","2","2","1","0.002","0","1","0","203087","Jeremy Lamb"
"5184","1610612760","OKC","23","47","3","0.012","2","3","0.667","0.667","0.012","2","3","0.667","0","0","0","201967","Dante Cunningham","1610612740"
"5185","NOP","28","66","3","0.009","2","3","0.667","0.667","0.009","2","3","0.667","0","0","0","2223","Samuel Dalembert","1610612752","NYK"
"5186","35","32","3","0.023","2","3","0.667","0.667","0.023","2","3","0.667","0","0","0","202324","Derrick Favors","1610612762","UTA","23"
"5187","74","3","0.003","2","3","0.667","0.667","0.003","2","3","0.667","0","0","0","203080","Thomas Robinson","1610612755","PHI","24","54"
"5188","3","0.012","2","3","0.667","0.667","0.012","2","3","0.667","0","0","0","203507","Giannis Antetokounmpo","1610612749","MIL","20","80","3"
"5189","0.004","2","3","0.667","0.667","0.004","2","3","0.667","0","0","0","202693","Markieff Morris","1610612756","PHX","25","82","3","0.003"
"5190","2","3","0.667","0.667","0.003","2","3","0.667","0","0","0","201147","Corey Brewer","1610612745","HOU","29","79","3","0.004","2"
"5191","3","0.667","0.667","0.003","2","2","1","0.001","0","1","0","203123","Kostas Papanikolaou","1610612745","HOU","24","42","3","0.016","2"
"5192","3","0.667","0.667","0.016","2","3","0.667","0","0","0","202711","Bojan Bogdanovic","1610612751","BKN","26","78","2","0.005","2","3"
"5193","0.667","0.833","0.004","1","2","0.5","0.002","1","1","1","201171","Carl Landry","1610612758","SAC","31","70","3","0.008","2","3"
"5194","0.667","0.667","0.008","2","3","0.667","0","0","0","201579","Roy Hibbert","1610612754","IND","28","76","3","0.004","2","3","0.667"
"5195","0.667","0.004","2","3","0.667","0","0","0","201954","Darren Collison","1610612758","SAC","27","45","3","0.005","2","3","0.667","0.667"
"5196","0.005","2","3","0.667","0","0","0","202335","Patrick Patterson","1610612761","TOR","26","81","3","0.006","2","3","0.667","0.667","0.006"
"5197","2","3","0.667","0","0","0","202328","Greg Monroe","1610612765","DET","25","69","3","0.004","2","3","0.667","0.667","0.004","2"
"5198","3","0.667","0","0","0","203501","Tim Hardaway Jr.","1610612752","NYK","23","69","3","0.004","1","3","0.333","0.5","0","0","0"
"5199","0.004","1","3","0.333","201168","Tiago Splitter","1610612759","SAS","30","52","3","0.01","1","3","0.333","0.333","0.01","1","3","0.333"
"5200","0","0","0","203527","Ryan Kelly","1610612747","LAL","24","52","3","0.01","1","3","0.333","0.5","0.006","0","2","0","0.003"
"5201","1","1","1","101181","Jose Calderon","1610612752","NYK","33","41","3","0.009","1","3","0.333","0.5","0.003","0","1","0","0.006"
"5202","1","2","0.5","201943","Brandon Jennings","1610612765","DET","25","41","3","0.006","1","3","0.333","0.333","0.002","1","1","1","0.004"
"5203","0","2","0","203960","JaKarr Sampson","1610612755","PHI","22","74","3","0.009","1","3","0.333","0.333","0.003","1","1","1","0.006"
"5204","0","2","0","2733","Shaun Livingston","1610612744","GSW","29","78","3","0.008","1","3","0.333","0.333","0.008","1","3","0.333","0"
"5205","0","0","2744","Al Jefferson","1610612766","CHA","30","65","3","0.003","1","3","0.333","0.333","0.003","1","3","0.333","0","0"
