person_id,display_last_comma_first,display_first_last,rosterstatus,from_year,to_year,playercode,team_id,team_city,team_name,team_abbreviation,team_code,games_played_flag
101141,Ilyasova, Ersan,Ersan Ilyasova,TRUE,2006,2015,ersan_ilyasova,1610612753,Orlando,Magic,ORL,magic,Y
204060,Ingles, Joe,Joe Ingles,TRUE,2014,2015,joe_ingles,1610612762,Utah,Jazz,UTA,jazz,Y
203996,Inglis, Damien,Damien Inglis,TRUE,2014,2015,damien_inglis,1610612749,Milwaukee,Bucks,MIL,bucks,Y
202681,Irving, Kyrie,Kyrie Irving,TRUE,2011,2015,kyrie_irving,1610612739,Cleveland,Cavaliers,CLE,cavaliers,Y
101127,Jack, Jarrett,Jarrett Jack,TRUE,2005,2015,jarrett_jack,1610612751,Brooklyn,Nets,BKN,nets,Y
202704,Jackson, Reggie,Reggie Jackson,TRUE,2011,2015,reggie_jackson,1610612765,Detroit,Pistons,DET,pistons,Y
2544,James, LeBron,LeBron James,TRUE,2003,2015,lebron_james,1610612739,Cleveland,Cavaliers,CLE,cavaliers,Y
2744,Jefferson, Al,Al Jefferson,TRUE,2004,2015,al_jefferson,1610612766,Charlotte,Hornets,CHA,hornets,Y
2210,Jefferson, Richard,Richard Jefferson,TRUE,2001,2015,richard_jefferson,1610612739,Cleveland,Cavaliers,CLE,cavaliers,Y
203098,Jenkins, John,John Jenkins,TRUE,2012,2015,john_jenkins,1610612756,Phoenix,Suns,PHX,suns,Y
201943,Jennings, Brandon,Brandon Jennings,TRUE,2009,2015,brandon_jennings,1610612753,Orlando,Magic,ORL,magic,Y
201973,Jerebko, Jonas,Jonas Jerebko,TRUE,2009,2015,jonas_jerebko,1610612738,Boston,Celtics,BOS,celtics,Y
101161,Johnson, Amir,Amir Johnson,TRUE,2005,2015,amir_johnson,1610612738,Boston,Celtics,BOS,celtics,Y
203187,Johnson, Chris,Chris Johnson,TRUE,2012,2015,christapher_johnson,1610612762,Utah,Jazz,UTA,jazz,Y
201949,Johnson, James,James Johnson,TRUE,2009,2015,james_johnson,1610612761,Toronto,Raptors,TOR,raptors,Y
2207,Johnson, Joe,Joe Johnson,TRUE,2001,2015,joe_johnson,1610612748,Miami,Heat,MIA,heat,Y
1626169,Johnson, Stanley,Stanley Johnson,TRUE,2015,2015,stanley_johnson,1610612765,Detroit,Pistons,DET,pistons,Y
204020,Johnson, Tyler,Tyler Johnson,TRUE,2014,2015,tyler_johnson,1610612748,Miami,Heat,MIA,heat,Y
202325,Johnson, Wesley,Wesley Johnson,TRUE,2010,2015,wesley_johnson,1610612746,Los Angeles,Clippers,LAC,clippers,Y
203999,Jokic, Nikola,Nikola Jokic,TRUE,2015,2015,nikola_jokic,1610612743,Denver,Nuggets,DEN,nuggets,Y
2592,Jones, James,James Jones,TRUE,2003,2015,james_jones,1610612739,Cleveland,Cavaliers,CLE,cavaliers,Y
203093,Jones, Terrence,Terrence Jones,TRUE,2012,2015,terrence_jones,1610612745,Houston,Rockets,HOU,rockets,Y
1626145,Jones, Tyus,Tyus Jones,TRUE,2015,2015,tyus_jones,1610612750,Minnesota,Timberwolves,MIN,timberwolves,Y
201599,Jordan, DeAndre,DeAndre Jordan,TRUE,2008,2015,deandre_jordan,1610612746,Los Angeles,Clippers,LAC,clippers,Y
202709,Joseph, Cory,Cory Joseph,TRUE,2011,2015,cory_joseph,1610612761,Toronto,Raptors,TOR,raptors,Y
2549,Kaman, Chris,Chris Kaman,TRUE,2003,2015,chris_kaman,1610612757,Portland,Trail Blazers,POR,blazers,Y
1626163,Kaminsky, Frank,Frank Kaminsky,TRUE,2015,2015,frank_kaminsky,1610612766,Charlotte,Hornets,CHA,hornets,Y
202683,Kanter, Enes,Enes Kanter,TRUE,2011,2015,enes_kanter,1610612760,Oklahoma City,Thunder,OKC,thunder,Y
203508,Karasev, Sergey,Sergey Karasev,TRUE,2013,2015,sergey_karasev,1610612751,Brooklyn,Nets,BKN,nets,Y
201619,Kaun, Sasha,Sasha Kaun,TRUE,2015,2015,sasha_kaun,1610612739,Cleveland,Cavaliers,CLE,cavaliers,Y
203527,Kelly, Ryan,Ryan Kelly,TRUE,2013,2015,ryan_kelly,1610612747,Los Angeles,Lakers,LAL,lakers,Y
203077,Kidd-Gilchrist, Michael,Michael Kidd-Gilchrist,TRUE,2012,2015,michael_kidd-gilchrist,1610612766,Charlotte,Hornets,CHA,hornets,Y
203930,Kilpatrick, Sean,Sean Kilpatrick,TRUE,2014,2015,sean_kilpatrick,1610612751,Brooklyn,Nets,BKN,nets,Y
202688,Knight, Brandon,Brandon Knight,TRUE,2011,2015,brandon_knight,1610612756,Phoenix,Suns,PHX,suns,Y
2594,Korver, Kyle,Kyle Korver,TRUE,2003,2015,kyle_korver,1610612737,Atlanta,Hawks,ATL,hawks,Y
201585,Koufos, Kosta,Kosta Koufos,TRUE,2008,2015,kosta_koufos,1610612758,Sacramento,Kings,SAC,kings,Y
203897,LaVine, Zach,Zach LaVine,TRUE,2014,2015,zach_lavine,1610612750,Minnesota,Timberwolves,MIN,timberwolves,Y
203087,Lamb, Jeremy,Jeremy Lamb,TRUE,2012,2015,jeremy_lamb,1610612766,Charlotte,Hornets,CHA,hornets,Y
201171,Landry, Carl,Carl Landry,TRUE,2007,2015,carl_landry,1610612755,Philadelphia,76ers,PHI,sixers,Y
203499,Larkin, Shane,Shane Larkin,TRUE,2013,2015,shane_larkin,1610612751,Brooklyn,Nets,BKN,nets,Y
203530,Lauvergne, Joffrey,Joffrey Lauvergne,TRUE,2014,2015,joffrey_lauvergne,1610612743,Denver,Nuggets,DEN,nuggets,Y
201951,Lawson, Ty,Ty Lawson,TRUE,2009,2015,ty_lawson,1610612754,Indiana,Pacers,IND,pacers,Y
201584,Lee, Courtney,Courtney Lee,TRUE,2008,2015,courtney_lee,1610612766,Charlotte,Hornets,CHA,hornets,Y
101135,Lee, David,David Lee,TRUE,2005,2015,david_lee,1610612742,Dallas,Mavericks,DAL,mavericks,Y
203458,Len, Alex,Alex Len,TRUE,2013,2015,alex_len,1610612756,Phoenix,Suns,PHX,suns,Y
202695,Leonard, Kawhi,Kawhi Leonard,TRUE,2011,2015,kawhi_leonard,1610612759,San Antonio,Spurs,SAS,spurs,Y
203086,Leonard, Meyers,Meyers Leonard,TRUE,2012,2015,meyers_leonard,1610612757,Portland,Trail Blazers,POR,blazers,Y
202720,Leuer, Jon,Jon Leuer,TRUE,2011,2015,jon_leuer,1610612756,Phoenix,Suns,PHX,suns,Y
203081,Lillard, Damian,Damian Lillard,TRUE,2012,2015,damian_lillard,1610612757,Portland,Trail Blazers,POR,blazers,Y
202391,Lin, Jeremy,Jeremy Lin,TRUE,2010,2015,jeremy_lin,1610612766,Charlotte,Hornets,CHA,hornets,Y
2733,Livingston, Shaun,Shaun Livingston,TRUE,2004,2015,shaun_livingston,1610612744,Golden State,Warriors,GSW,warriors,Y
1626172,Looney, Kevon,Kevon Looney,TRUE,2015,2015,kevon_looney,1610612744,Golden State,Warriors,GSW,warriors,Y
201572,Lopez, Brook,Brook Lopez,TRUE,2008,2015,brook_lopez,1610612751,Brooklyn,Nets,BKN,nets,Y
201577,Lopez, Robin,Robin Lopez,TRUE,2008,2015,robin_lopez,1610612752,New York,Knicks,NYK,knicks,Y
201567,Love, Kevin,Kevin Love,TRUE,2008,2015,kevin_love,1610612739,Cleveland,Cavaliers,CLE,cavaliers,Y
200768,Lowry, Kyle,Kyle Lowry,TRUE,2006,2015,kyle_lowry,1610612761,Toronto,Raptors,TOR,raptors,Y
1626168,Lyles, Trey,Trey Lyles,TRUE,2015,2015,trey_lyles,1610612762,Utah,Jazz,UTA,jazz,Y
202714,Mack, Shelvin,Shelvin Mack,TRUE,2011,2015,shelvin_mack,1610612762,Utah,Jazz,UTA,jazz,Y
101133,Mahinmi, Ian,Ian Mahinmi,TRUE,2007,2015,ian_mahinmi,1610612754,Indiana,Pacers,IND,pacers,Y
203906,Marble, Devyn,Devyn Marble,TRUE,2014,2015,devyn_marble,1610612753,Orlando,Magic,ORL,magic,Y
1626246,Marjanovic, Boban,Boban Marjanovic,TRUE,2015,2015,boban_marjanovic,1610612759,San Antonio,Spurs,SAS,spurs,Y
203088,Marshall, Kendall,Kendall Marshall,TRUE,2012,2015,kendall_marshall,1610612755,Philadelphia,76ers,PHI,sixers,Y
1626185,Martin, Jarell,Jarell Martin,TRUE,2015,2015,jarell_martin,1610612763,Memphis,Grizzlies,MEM,grizzlies,Y
2755,Martin, Kevin,Kevin Martin,TRUE,2004,2015,kevin_martin,1610612759,San Antonio,Spurs,SAS,spurs,Y
202083,Matthews, Wesley,Wesley Matthews,TRUE,2009,2015,wesley_matthews,1610612742,Dallas,Mavericks,DAL,mavericks,Y
201564,Mayo, O.J.,O.J. Mayo,TRUE,2008,2015,oj_mayo,1610612749,Milwaukee,Bucks,MIL,bucks,Y
201601,Mbah a Moute, Luc,Luc Mbah a Moute,TRUE,2008,2015,luc_mbah_a_moute,1610612746,Los Angeles,Clippers,LAC,clippers,Y
203949,McAdoo, James Michael,James Michael McAdoo,TRUE,2014,2015,james_michael_mcadoo,1610612744,Golden State,Warriors,GSW,warriors,Y
203492,McCallum, Ray,Ray McCallum,TRUE,2013,2015,ray_mccallum,1610612763,Memphis,Grizzlies,MEM,grizzlies,Y
203468,McCollum, CJ,CJ McCollum,TRUE,2013,2015,cj_mccollum,1610612757,Portland,Trail Blazers,POR,blazers,Y
204456,McConnell, TJ,TJ McConnell,TRUE,2015,2015,tj_mcconnell,1610612755,Philadelphia,76ers,PHI,sixers,Y
1626191,McCullough, Chris,Chris McCullough,TRUE,2015,2015,chris_mccullough,1610612751,Brooklyn,Nets,BKN,nets,Y
203909,McDaniels, KJ,KJ McDaniels,TRUE,2014,2015,kj_mcdaniels,1610612745,Houston,Rockets,HOU,rockets,Y
203926,McDermott, Doug,Doug McDermott,TRUE,2014,2015,doug_mcdermott,1610612741,Chicago,Bulls,CHI,bulls,Y
203956,McGary, Mitch,Mitch McGary,TRUE,2014,2015,mitch_mcgary,1610612760,Oklahoma City,Thunder,OKC,thunder,Y
201580,McGee, JaVale,JaVale McGee,TRUE,2008,2015,javale_mcgee,1610612742,Dallas,Mavericks,DAL,mavericks,Y
203463,McLemore, Ben,Ben McLemore,TRUE,2013,2015,ben_mclemore,1610612758,Sacramento,Kings,SAC,kings,Y
203895,McRae, Jordan,Jordan McRae,TRUE,2015,2015,jordan_mcrae,1610612739,Cleveland,Cavaliers,CLE,cavaliers,Y
201177,McRoberts, Josh,Josh McRoberts,TRUE,2007,2015,josh_mcroberts,1610612748,Miami,Heat,MIA,heat,Y
201975,Meeks, Jodie,Jodie Meeks,TRUE,2009,2015,jodie_meeks,1610612765,Detroit,Pistons,DET,pistons,Y
1626257,Mejri, Salah,Salah Mejri,TRUE,2015,2015,salah_mejri,1610612742,Dallas,Mavericks,DAL,mavericks,Y
1626175,Mickey, Jordan,Jordan Mickey,TRUE,2015,2015,jordan_mickey,1610612738,Boston,Celtics,BOS,celtics,Y
203114,Middleton, Khris,Khris Middleton,TRUE,2012,2015,khris_middleton,1610612749,Milwaukee,Bucks,MIL,bucks,Y
101139,Miles, CJ,CJ Miles,TRUE,2005,2015,cj_miles,1610612754,Indiana,Pacers,IND,pacers,Y
1889,Miller, Andre,Andre Miller,TRUE,1999,2015,andre_miller,1610612759,San Antonio,Spurs,SAS,spurs,Y
2034,Miller, Mike,Mike Miller,TRUE,2000,2015,mike_miller,1610612743,Denver,Nuggets,DEN,nuggets,Y
201988,Mills, Patty,Patty Mills,TRUE,2009,2015,patrick_mills,1610612759,San Antonio,Spurs,SAS,spurs,Y
200794,Millsap, Paul,Paul Millsap,TRUE,2006,2015,paul_millsap,1610612737,Atlanta,Hawks,ATL,hawks,Y
202703,Mirotic, Nikola,Nikola Mirotic,TRUE,2014,2015,nikola_mirotic,1610612741,Chicago,Bulls,CHI,bulls,Y
1737,Mohammed, Nazr,Nazr Mohammed,TRUE,1998,2015,nazr_mohammed,1610612760,Oklahoma City,Thunder,OKC,thunder,Y
202328,Monroe, Greg,Greg Monroe,TRUE,2010,2015,greg_monroe,1610612749,Milwaukee,Bucks,MIL,bucks,Y
1626242,Montero, Luis,Luis Montero,TRUE,2015,2015,luis_montero,1610612757,Portland,Trail Blazers,POR,blazers,Y
202734,Moore, E'Twaun,E'Twaun Moore,TRUE,2011,2015,etwaun_moore,1610612741,Chicago,Bulls,CHI,bulls,Y
203961,Moreland, Eric,Eric Moreland,TRUE,2014,2015,eric_moreland,1610612758,Sacramento,Kings,SAC,kings,Y
202694,Morris, Marcus,Marcus Morris,TRUE,2011,2015,marcus_morris,1610612765,Detroit,Pistons,DET,pistons,Y
202693,Morris, Markieff,Markieff Morris,TRUE,2011,2015,markieff_morris,1610612764,Washington,Wizards,WAS,wizards,Y
201627,Morrow, Anthony,Anthony Morrow,TRUE,2008,2015,anthony_morrow,1610612760,Oklahoma City,Thunder,OKC,thunder,Y
202700,Motiejunas, Donatas,Donatas Motiejunas,TRUE,2012,2015,donatas_motiejunas,1610612745,Houston,Rockets,HOU,rockets,Y
202389,Mozgov, Timofey,Timofey Mozgov,TRUE,2010,2015,timofey_mozgov,1610612739,Cleveland,Cavaliers,CLE,cavaliers,Y
1626144,Mudiay, Emmanuel,Emmanuel Mudiay,TRUE,2015,2015,emmanuel_mudiay,1610612743,Denver,Nuggets,DEN,nuggets,Y
203498,Muhammad, Shabazz,Shabazz Muhammad,TRUE,2013,2015,shabazz_muhammad,1610612750,Minnesota,Timberwolves,MIN,timberwolves,Y
204098,Munford, Xavier,Xavier Munford,TRUE,2015,2015,xavier_munford,1610612763,Memphis,Grizzlies,MEM,grizzlies,Y
203488,Muscala, Mike,Mike Muscala,TRUE,2013,2015,mike_muscala,1610612737,Atlanta,Hawks,ATL,hawks,Y
1626204,Nance Jr., Larry,Larry Nance Jr.,TRUE,2015,2015,larry_nance,1610612747,Los Angeles,Lakers,LAL,lakers,Y
203894,Napier, Shabazz,Shabazz Napier,TRUE,2014,2015,shabazz_napier,1610612753,Orlando,Magic,ORL,magic,Y
2749,Nelson, Jameer,Jameer Nelson,TRUE,2004,2015,jameer_nelson,1610612743,Denver,Nuggets,DEN,nuggets,Y
203526,Neto, Raul,Raul Neto,TRUE,2015,2015,raulzinho_neto,1610612762,Utah,Jazz,UTA,jazz,Y
203094,Nicholson, Andrew,Andrew Nicholson,TRUE,2012,2015,andrew_nicholson,1610612753,Orlando,Magic,ORL,magic,Y
201149,Noah, Joakim,Joakim Noah,TRUE,2007,2015,joakim_noah,1610612741,Chicago,Bulls,CHI,bulls,Y
203457,Noel, Nerlens,Nerlens Noel,TRUE,2013,2015,nerlens_noel,1610612755,Philadelphia,76ers,PHI,sixers,Y
203512,Nogueira, Lucas,Lucas Nogueira,TRUE,2014,2015,lucas_nogueira,1610612761,Toronto,Raptors,TOR,raptors,Y
200779,Novak, Steve,Steve Novak,TRUE,2006,2015,steve_novak,1610612749,Milwaukee,Bucks,MIL,bucks,Y
1717,Nowitzki, Dirk,Dirk Nowitzki,TRUE,1998,2015,dirk_nowitzki,1610612742,Dallas,Mavericks,DAL,mavericks,Y
203994,Nurkic, Jusuf,Jusuf Nurkic,TRUE,2014,2015,jusuf_nurkic,1610612743,Denver,Nuggets,DEN,nuggets,Y
203948,O'Bryant, Johnny,Johnny O'Bryant,TRUE,2014,2015,johnny_obryant,1610612749,Milwaukee,Bucks,MIL,bucks,Y
203124,O'Quinn, Kyle,Kyle O'Quinn,TRUE,2012,2015,kyle_oquinn,1610612752,New York,Knicks,NYK,knicks,Y
1626143,Okafor, Jahlil,Jahlil Okafor,TRUE,2015,2015,jahlil_okafor,1610612755,Philadelphia,76ers,PHI,sixers,Y
203506,Oladipo, Victor,Victor Oladipo,TRUE,2013,2015,victor_oladipo,1610612753,Orlando,Magic,ORL,magic,Y
203482,Olynyk, Kelly,Kelly Olynyk,TRUE,2013,2015,kelly_olynyk,1610612738,Boston,Celtics,BOS,celtics,Y
1626162,Oubre, Kelly,Kelly Oubre,TRUE,2015,2015,kelly_oubre,1610612764,Washington,Wizards,WAS,wizards,Y
2585,Pachulia, Zaza,Zaza Pachulia,TRUE,2003,2015,zaza_pachulia,1610612742,Dallas,Mavericks,DAL,mavericks,Y
203953,Parker, Jabari,Jabari Parker,TRUE,2014,2015,jabari_parker,1610612749,Milwaukee,Bucks,MIL,bucks,Y
2225,Parker, Tony,Tony Parker,TRUE,2001,2015,tony_parker,1610612759,San Antonio,Spurs,SAS,spurs,Y
202718,Parsons, Chandler,Chandler Parsons,TRUE,2011,2015,chandler_parsons,1610612742,Dallas,Mavericks,DAL,mavericks,Y
203934,Patterson, Lamar,Lamar Patterson,TRUE,2015,2015,lamar_patterson,1610612737,Atlanta,Hawks,ATL,hawks,Y
202335,Patterson, Patrick,Patrick Patterson,TRUE,2010,2015,patrick_patterson,1610612761,Toronto,Raptors,TOR,raptors,Y
101108,Paul, Chris,Chris Paul,TRUE,2005,2015,chris_paul,1610612746,Los Angeles,Clippers,LAC,clippers,Y
203940,Payne, Adreian,Adreian Payne,TRUE,2014,2015,adreian_payne,1610612750,Minnesota,Timberwolves,MIN,timberwolves,Y
1626166,Payne, Cameron,Cameron Payne,TRUE,2015,2015,cameron_payne,1610612760,Oklahoma City,Thunder,OKC,thunder,Y
203901,Payton, Elfrid,Elfrid Payton,TRUE,2014,2015,elfrid_payton,1610612753,Orlando,Magic,ORL,magic,Y
201593,Pekovic, Nikola,Nikola Pekovic,TRUE,2010,2015,nikola_pekovic,1610612750,Minnesota,Timberwolves,MIN,timberwolves,Y
2570,Perkins, Kendrick,Kendrick Perkins,TRUE,2003,2015,kendrick_perkins,1610612740,New Orleans,Pelicans,NOP,pelicans,Y
1718,Pierce, Paul,Paul Pierce,TRUE,1998,2015,paul_pierce,1610612746,Los Angeles,Clippers,LAC,clippers,Y
202353,Pleiss, Tibor,Tibor Pleiss,TRUE,2015,2015,tibor_pleiss,1610612762,Utah,Jazz,UTA,jazz,Y
203486,Plumlee, Mason,Mason Plumlee,TRUE,2013,2015,mason_plumlee,1610612757,Portland,Trail Blazers,POR,blazers,Y
203101,Plumlee, Miles,Miles Plumlee,TRUE,2012,2015,miles_plumlee,1610612749,Milwaukee,Bucks,MIL,bucks,Y
202347,Pondexter, Quincy,Quincy Pondexter,TRUE,2010,2015,quincy_pondexter,1610612740,New Orleans,Pelicans,NOP,pelicans,Y
203490,Porter, Otto,Otto Porter,TRUE,2013,2015,otto_porter,1610612764,Washington,Wizards,WAS,wizards,Y
1626171,Portis, Bobby,Bobby Portis,TRUE,2015,2015,bobby_portis,1610612741,Chicago,Bulls,CHI,bulls,Y
204001,Porzingis, Kristaps,Kristaps Porzingis,TRUE,2015,2015,kristaps_porzingis,1610612752,New York,Knicks,NYK,knicks,Y
203939,Powell, Dwight,Dwight Powell,TRUE,2014,2015,dwight_powell,1610612742,Dallas,Mavericks,DAL,mavericks,Y
1626181,Powell, Norman,Norman Powell,TRUE,2015,2015,norman_powell,1610612761,Toronto,Raptors,TOR,raptors,Y
203515,Pressey, Phil,Phil Pressey,TRUE,2013,2015,phil_pressey,1610612756,Phoenix,Suns,PHX,suns,Y
101179,Price, Ronnie,Ronnie Price,TRUE,2005,2015,ronnie_price,1610612756,Phoenix,Suns,PHX,suns,Y
203143,Prigioni, Pablo,Pablo Prigioni,TRUE,2012,2015,pablo_prigioni,1610612746,Los Angeles,Clippers,LAC,clippers,Y
2419,Prince, Tayshaun,Tayshaun Prince,TRUE,2002,2015,tayshaun_prince,1610612750,Minnesota,Timberwolves,MIN,timberwolves,Y
203944,Randle, Julius,Julius Randle,TRUE,2014,2015,julius_randle,1610612747,Los Angeles,Lakers,LAL,lakers,Y
2216,Randolph, Zach,Zach Randolph,TRUE,2001,2015,zach_randolph,1610612763,Memphis,Grizzlies,MEM,grizzlies,Y
200755,Redick, JJ,JJ Redick,TRUE,2006,2015,jj_redick,1610612746,Los Angeles,Clippers,LAC,clippers,Y
203186,Reed, Willie,Willie Reed,TRUE,2012,2015,willie_reed,1610612751,Brooklyn,Nets,BKN,nets,Y
1626196,Richardson, Josh,Josh Richardson,TRUE,2015,2015,josh_richardson,1610612748,Miami,Heat,MIA,heat,Y
203085,Rivers, Austin,Austin Rivers,TRUE,2012,2015,austin_rivers,1610612746,Los Angeles,Clippers,LAC,clippers,Y
203460,Roberson, Andre,Andre Roberson,TRUE,2013,2015,andre_roberson,1610612760,Oklahoma City,Thunder,OKC,thunder,Y
203148,Roberts, Brian,Brian Roberts,TRUE,2012,2015,brian_roberts,1610612757,Portland,Trail Blazers,POR,blazers,Y
203922,Robinson, Glenn,Glenn Robinson,TRUE,2014,2015,glenn_robinson_iii,1610612754,Indiana,Pacers,IND,pacers,Y
203080,Robinson, Thomas,Thomas Robinson,TRUE,2012,2015,thomas_robinson,1610612751,Brooklyn,Nets,BKN,nets,Y
200765,Rondo, Rajon,Rajon Rondo,TRUE,2006,2015,rajon_rondo,1610612758,Sacramento,Kings,SAC,kings,Y
201565,Rose, Derrick,Derrick Rose,TRUE,2008,2015,derrick_rose,1610612741,Chicago,Bulls,CHI,bulls,Y
203082,Ross, Terrence,Terrence Ross,TRUE,2012,2015,terrence_ross,1610612761,Toronto,Raptors,TOR,raptors,Y
1626179,Rozier, Terry,Terry Rozier,TRUE,2015,2015,terry_rozier,1610612738,Boston,Celtics,BOS,celtics,Y
201937,Rubio, Ricky,Ricky Rubio,TRUE,2011,2015,ricky_rubio,1610612750,Minnesota,Timberwolves,MIN,timberwolves,Y
204014,Rudez, Damjan,Damjan Rudez,TRUE,2014,2015,damjan_rudez,1610612750,Minnesota,Timberwolves,MIN,timberwolves,Y
201575,Rush, Brandon,Brandon Rush,TRUE,2008,2015,brandon_rush,1610612744,Golden State,Warriors,GSW,warriors,Y
1626156,Russell, D'Angelo,D'Angelo Russell,TRUE,2015,2015,dangelo_russell,1610612747,Los Angeles,Lakers,LAL,lakers,Y
203135,Sacre, Robert,Robert Sacre,TRUE,2012,2015,robert_sacre,1610612747,Los Angeles,Lakers,LAL,lakers,Y
203960,Sampson, JaKarr,JaKarr Sampson,TRUE,2014,2015,jakarr_sampson,1610612743,Denver,Nuggets,DEN,nuggets,Y
203471,Schroder, Dennis,Dennis Schroder,TRUE,2013,2015,dennis_schroder,1610612737,Atlanta,Hawks,ATL,hawks,Y
2449,Scola, Luis,Luis Scola,TRUE,2007,2015,luis_scola,1610612761,Toronto,Raptors,TOR,raptors,Y
203118,Scott, Mike,Mike Scott,TRUE,2012,2015,mike_scott,1610612737,Atlanta,Hawks,ATL,hawks,Y
200757,Sefolosha, Thabo,Thabo Sefolosha,TRUE,2006,2015,thabo_sefolosha,1610612737,Atlanta,Hawks,ATL,hawks,Y
202338,Seraphin, Kevin,Kevin Seraphin,TRUE,2010,2015,kevin_seraphin,1610612752,New York,Knicks,NYK,knicks,Y
201196,Sessions, Ramon,Ramon Sessions,TRUE,2007,2015,ramon_sessions,1610612764,Washington,Wizards,WAS,wizards,Y
202697,Shumpert, Iman,Iman Shumpert,TRUE,2011,2015,iman_shumpert,1610612739,Cleveland,Cavaliers,CLE,cavaliers,Y
203613,Simmons, Jonathon,Jonathon Simmons,TRUE,2015,2015,jonathon_simmons,1610612759,San Antonio,Spurs,SAS,spurs,Y
203156,Sims, Henry,Henry Sims,TRUE,2012,2015,henry_sims,1610612751,Brooklyn,Nets,BKN,nets,Y
202713,Singler, Kyle,Kyle Singler,TRUE,2012,2015,kyle_singler,1610612760,Oklahoma City,Thunder,OKC,thunder,Y
202388,Sloan, Donald,Donald Sloan,TRUE,2011,2015,donald_sloan,1610612751,Brooklyn,Nets,BKN,nets,Y
203935,Smart, Marcus,Marcus Smart,TRUE,2014,2015,marcus_smart,1610612738,Boston,Celtics,BOS,celtics,Y
202962,Smith, Greg,Greg Smith,TRUE,2011,2015,greg_smith,1610612750,Minnesota,Timberwolves,MIN,timberwolves,Y
202397,Smith, Ish,Ish Smith,TRUE,2010,2015,ish_smith,1610612755,Philadelphia,76ers,PHI,sixers,Y
2747,Smith, J.R.,J.R. Smith,TRUE,2004,2015,jr_smith,1610612739,Cleveland,Cavaliers,CLE,cavaliers,Y
201160,Smith, Jason,Jason Smith,TRUE,2007,2015,jason_smith,1610612753,Orlando,Magic,ORL,magic,Y
2746,Smith, Josh,Josh Smith,TRUE,2004,2015,josh_smith,1610612745,Houston,Rockets,HOU,rockets,Y
203503,Snell, Tony,Tony Snell,TRUE,2013,2015,tony_snell,1610612741,Chicago,Bulls,CHI,bulls,Y
201578,Speights, Marreese,Marreese Speights,TRUE,2008,2015,marreese_speights,1610612744,Golden State,Warriors,GSW,warriors,Y
201168,Splitter, Tiago,Tiago Splitter,TRUE,2010,2015,tiago_splitter,1610612737,Atlanta,Hawks,ATL,hawks,Y
203917,Stauskas, Nik,Nik Stauskas,TRUE,2014,2015,nik_stauskas,1610612755,Philadelphia,76ers,PHI,sixers,Y
202362,Stephenson, Lance,Lance Stephenson,TRUE,2010,2015,lance_stephenson,1610612763,Memphis,Grizzlies,MEM,grizzlies,Y
1627293,Stepheson, Alex,Alex Stepheson,TRUE,2015,2015,alex_stepheson,1610612763,Memphis,Grizzlies,MEM,grizzlies,Y
2405,Stoudemire, Amar'e,Amar'e Stoudemire,TRUE,2002,2015,amare_stoudemire,1610612748,Miami,Heat,MIA,heat,Y
201155,Stuckey, Rodney,Rodney Stuckey,TRUE,2007,2015,rodney_stuckey,1610612754,Indiana,Pacers,IND,pacers,Y
203096,Sullinger, Jared,Jared Sullinger,TRUE,2012,2015,jared_sullinger,1610612738,Boston,Celtics,BOS,celtics,Y
204002,Tavares, Walter,Walter Tavares,TRUE,2015,2015,walter_tavares,1610612737,Atlanta,Hawks,ATL,hawks,Y
201952,Teague, Jeff,Jeff Teague,TRUE,2009,2015,jeff_teague,1610612737,Atlanta,Hawks,ATL,hawks,Y
203141,Teletovic, Mirza,Mirza Teletovic,TRUE,2012,2015,mirza_teletovic,1610612756,Phoenix,Suns,PHX,suns,Y
202066,Temple, Garrett,Garrett Temple,TRUE,2009,2015,garrett_temple,1610612764,Washington,Wizards,WAS,wizards,Y
1891,Terry, Jason,Jason Terry,TRUE,1999,2015,jason_terry,1610612745,Houston,Rockets,HOU,rockets,Y
202738,Thomas, Isaiah,Isaiah Thomas,TRUE,2011,2015,isaiah_thomas,1610612738,Boston,Celtics,BOS,celtics,Y
202498,Thomas, Lance,Lance Thomas,TRUE,2011,2015,lance_thomas,1610612752,New York,Knicks,NYK,knicks,Y
203138,Thompson, Hollis,Hollis Thompson,TRUE,2013,2015,hollis_thompson,1610612755,Philadelphia,76ers,PHI,sixers,Y
201574,Thompson, Jason,Jason Thompson,TRUE,2008,2015,jason_thompson,1610612761,Toronto,Raptors,TOR,raptors,Y
202691,Thompson, Klay,Klay Thompson,TRUE,2011,2015,klay_thompson,1610612744,Golden State,Warriors,GSW,warriors,Y
202684,Thompson, Tristan,Tristan Thompson,TRUE,2011,2015,tristan_t_thompson,1610612739,Cleveland,Cavaliers,CLE,cavaliers,Y
201977,Thornton, Marcus,Marcus Thornton,TRUE,2009,2015,marcus_t_thornton,1610612764,Washington,Wizards,WAS,wizards,Y
201229,Tolliver, Anthony,Anthony Tolliver,TRUE,2008,2015,anthony_tolliver,1610612765,Detroit,Pistons,DET,pistons,Y
1626253,Toupane, Axel,Axel Toupane,TRUE,2015,2015,axel_toupane,1610612743,Denver,Nuggets,DEN,nuggets,Y
1626157,Towns, Karl-Anthony,Karl-Anthony Towns,TRUE,2015,2015,karl-anthony_towns,1610612750,Minnesota,Timberwolves,MIN,timberwolves,Y
