"","grid_type","game_id","game_event_id","player_id","player_name","team_id","team_name","period","minutes_remaining","seconds_remaining","event_type","action_type","shot_type","shot_zone_basic","shot_zone_area","shot_zone_range","shot_distance","loc_x","loc_y","shot_attempted_flag","shot_made_flag","shot_made_numeric","shot_value"
"1284","Shot Chart Detail","0041400201","209","203078","Bradley Beal","1610612764","Washington Wizards","2","4","46","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1,5.25,1,"made",1,2
"1285","Shot Chart Detail","0041400201","225","203078","Bradley Beal","1610612764","Washington Wizards","2","3","3","Made Shot","Putback Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.7,5.65,1,"made",1,2
"1286","Shot Chart Detail","0041400201","235","203078","Bradley Beal","1610612764","Washington Wizards","2","2","38","Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",17,4,22.55,1,"made",1,2
"1287","Shot Chart Detail","0041400201","239","203078","Bradley Beal","1610612764","Washington Wizards","2","1","55","Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",20,-19.3,10.85,1,"missed",0,2
"1288","Shot Chart Detail","0041400201","290","203078","Bradley Beal","1610612764","Washington Wizards","3","9","20","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,16.8,24.25,1,"missed",0,3
"1289","Shot Chart Detail","0041400201","294","203078","Bradley Beal","1610612764","Washington Wizards","3","8","55","Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",17,7.7,20.55,1,"made",1,2
"1290","Shot Chart Detail","0041400201","309","203078","Bradley Beal","1610612764","Washington Wizards","3","7","28","Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",19,-18.2,11.25,1,"missed",0,2
"1291","Shot Chart Detail","0041400201","333","203078","Bradley Beal","1610612764","Washington Wizards","3","4","52","Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-2.4,5.85,1,"missed",0,2
"1292","Shot Chart Detail","0041400201","335","203078","Bradley Beal","1610612764","Washington Wizards","3","4","49","Made Shot","Putback Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.2,5.65,1,"made",1,2
"1293","Shot Chart Detail","0041400201","340","203078","Bradley Beal","1610612764","Washington Wizards","3","4","4","Missed Shot","Pullup Jump shot","2PT Field Goal","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",9,-7.9,10.55,1,"missed",0,2
"1294","Shot Chart Detail","0041400201","342","203078","Bradley Beal","1610612764","Washington Wizards","3","3","55","Made Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",23,-23.5,6.95,1,"made",1,3
"1295","Shot Chart Detail","0041400201","407","203078","Bradley Beal","1610612764","Washington Wizards","4","11","40","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",18,-7.5,22.25,1,"missed",0,2
"1296","Shot Chart Detail","0041400201","420","203078","Bradley Beal","1610612764","Washington Wizards","4","10","10","Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",22,13.8,23.15,1,"made",1,2
"1297","Shot Chart Detail","0041400201","438","203078","Bradley Beal","1610612764","Washington Wizards","4","8","47","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-10.3,28.85,1,"missed",0,3
"1298","Shot Chart Detail","0041400201","450","203078","Bradley Beal","1610612764","Washington Wizards","4","8","14","Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",18,0.4,23.65,1,"missed",0,2
"1299","Shot Chart Detail","0041400202","8","203078","Bradley Beal","1610612764","Washington Wizards","1","10","44","Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",16,-11.9,17.15,1,"missed",0,2
"1300","Shot Chart Detail","0041400202","14","203078","Bradley Beal","1610612764","Washington Wizards","1","9","29","Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1.2,5.35,1,"missed",0,2
"1301","Shot Chart Detail","0041400202","54","203078","Bradley Beal","1610612764","Washington Wizards","1","5","21","Made Shot","Running Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,5.35,1,"made",1,2
"1302","Shot Chart Detail","0041400202","56","203078","Bradley Beal","1610612764","Washington Wizards","1","4","48","Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",15,-15.8,6.15,1,"made",1,2
"1303","Shot Chart Detail","0041400202","64","203078","Bradley Beal","1610612764","Washington Wizards","1","3","47","Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",14,7.3,17.95,1,"missed",0,2
"1304","Shot Chart Detail","0041400202","162","203078","Bradley Beal","1610612764","Washington Wizards","2","6","33","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",21,-21.2,3.95,1,"missed",0,2
"1305","Shot Chart Detail","0041400202","178","203078","Bradley Beal","1610612764","Washington Wizards","2","5","25","Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",19,19,10.25,1,"missed",0,2
"1306","Shot Chart Detail","0041400202","183","203078","Bradley Beal","1610612764","Washington Wizards","2","4","58","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,15.2,24.65,1,"made",1,3
"1307","Shot Chart Detail","0041400202","189","203078","Bradley Beal","1610612764","Washington Wizards","2","4","16","Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-0.5,8.05,1,"missed",0,2
"1308","Shot Chart Detail","0041400202","191","203078","Bradley Beal","1610612764","Washington Wizards","2","4","12","Missed Shot","Putback Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.6,5.35,1,"missed",0,2
"1309","Shot Chart Detail","0041400202","222","203078","Bradley Beal","1610612764","Washington Wizards","2","1","31","Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",19,-19.1,7.25,1,"made",1,2
"1310","Shot Chart Detail","0041400202","236","203078","Bradley Beal","1610612764","Washington Wizards","2","0","32","Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",20,8.9,23.55,1,"missed",0,2
"1311","Shot Chart Detail","0041400202","282","203078","Bradley Beal","1610612764","Washington Wizards","3","8","10","Made Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",23,-22.6,9.95,1,"made",1,3
"1312","Shot Chart Detail","0041400202","289","203078","Bradley Beal","1610612764","Washington Wizards","3","7","1","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-9.3,28.55,1,"missed",0,3
"1313","Shot Chart Detail","0041400202","302","203078","Bradley Beal","1610612764","Washington Wizards","3","5","43","Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",21,-6.8,26.15,1,"missed",0,2
"1314","Shot Chart Detail","0041400202","309","203078","Bradley Beal","1610612764","Washington Wizards","3","5","14","Made Shot","Running Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1.8,5.35,1,"made",1,2
"1315","Shot Chart Detail","0041400202","320","203078","Bradley Beal","1610612764","Washington Wizards","3","3","52","Made Shot","Running Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.1,4.95,1,"made",1,2
"1316","Shot Chart Detail","0041400202","331","203078","Bradley Beal","1610612764","Washington Wizards","3","3","21","Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,0.9,7.25,1,"missed",0,2
"1317","Shot Chart Detail","0041400202","379","203078","Bradley Beal","1610612764","Washington Wizards","4","10","59","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",16,-14.7,13.25,1,"missed",0,2
"1318","Shot Chart Detail","0041400202","385","203078","Bradley Beal","1610612764","Washington Wizards","4","10","19","Missed Shot","Driving Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",6,3.4,10.85,1,"missed",0,2
"1319","Shot Chart Detail","0041400202","414","203078","Bradley Beal","1610612764","Washington Wizards","4","7","49","Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",17,-0.7,22.55,1,"missed",0,2
"1320","Shot Chart Detail","0041400202","468","203078","Bradley Beal","1610612764","Washington Wizards","4","3","16","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",22,-10.5,25.05,1,"made",1,2
"1321","Shot Chart Detail","0041400203","4","203078","Bradley Beal","1610612764","Washington Wizards","1","11","21","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,-0.7,31.25,1,"missed",0,3
"1322","Shot Chart Detail","0041400203","25","203078","Bradley Beal","1610612764","Washington Wizards","1","9","20","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",19,-13.1,19.45,1,"missed",0,2
"1323","Shot Chart Detail","0041400203","43","203078","Bradley Beal","1610612764","Washington Wizards","1","7","10","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",17,-8.1,20.35,1,"made",1,2
"1324","Shot Chart Detail","0041400203","51","203078","Bradley Beal","1610612764","Washington Wizards","1","6","21","Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,-5.2,5.35,1,"missed",0,2
"1325","Shot Chart Detail","0041400203","68","203078","Bradley Beal","1610612764","Washington Wizards","1","4","3","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,1.8,31.75,1,"missed",0,3
"1326","Shot Chart Detail","0041400203","129","203078","Bradley Beal","1610612764","Washington Wizards","2","11","37","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.5,4.95,1,"made",1,2
"1327","Shot Chart Detail","0041400203","150","203078","Bradley Beal","1610612764","Washington Wizards","2","8","56","Missed Shot","Jump Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,1.8,8.05,1,"missed",0,2
"1328","Shot Chart Detail","0041400203","208","203078","Bradley Beal","1610612764","Washington Wizards","2","4","37","Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",21,-1.5,26.55,1,"made",1,2
"1329","Shot Chart Detail","0041400203","226","203078","Bradley Beal","1610612764","Washington Wizards","2","3","12","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,20.1,21.25,1,"missed",0,3
"1330","Shot Chart Detail","0041400203","280","203078","Bradley Beal","1610612764","Washington Wizards","3","10","14","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,7.3,29.95,1,"made",1,3
"1331","Shot Chart Detail","0041400203","293","203078","Bradley Beal","1610612764","Washington Wizards","3","9","11","Missed Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",22,-22.8,5.25,1,"missed",0,3
"1332","Shot Chart Detail","0041400203","296","203078","Bradley Beal","1610612764","Washington Wizards","3","8","43","Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",12,7,15.45,1,"missed",0,2
"1333","Shot Chart Detail","0041400203","328","203078","Bradley Beal","1610612764","Washington Wizards","3","6","51","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,-2.9,31.05,1,"made",1,3
"1334","Shot Chart Detail","0041400203","528","203078","Bradley Beal","1610612764","Washington Wizards","4","2","55","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",16,-0.7,21.45,1,"made",1,2
"1335","Shot Chart Detail","0041400203","530","203078","Bradley Beal","1610612764","Washington Wizards","4","2","5","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",27,-14.2,28.55,1,"missed",0,3
"1336","Shot Chart Detail","0041400204","10","203078","Bradley Beal","1610612764","Washington Wizards","1","9","57","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Center(C)","8-16 ft.",15,3.9,20.15,1,"missed",0,2
"1337","Shot Chart Detail","0041400204","17","203078","Bradley Beal","1610612764","Washington Wizards","1","9","30","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",20,9.9,23.15,1,"missed",0,2
"1338","Shot Chart Detail","0041400204","53","203078","Bradley Beal","1610612764","Washington Wizards","1","5","2","Missed Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",23,-22.9,7.75,1,"missed",0,3
"1339","Shot Chart Detail","0041400204","76","203078","Bradley Beal","1610612764","Washington Wizards","1","3","0","Made Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-10.3,29.15,1,"made",1,3
"1340","Shot Chart Detail","0041400204","110","203078","Bradley Beal","1610612764","Washington Wizards","2","11","24","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,18.9,23.15,1,"made",1,3
"1341","Shot Chart Detail","0041400204","134","203078","Bradley Beal","1610612764","Washington Wizards","2","8","44","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,23.3,14.35,1,"made",1,3
"1342","Shot Chart Detail","0041400204","154","203078","Bradley Beal","1610612764","Washington Wizards","2","7","43","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",19,5,23.65,1,"missed",0,2
"1343","Shot Chart Detail","0041400204","196","203078","Bradley Beal","1610612764","Washington Wizards","2","4","0","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",27,7.3,32.05,1,"missed",0,3
"1344","Shot Chart Detail","0041400204","214","203078","Bradley Beal","1610612764","Washington Wizards","2","2","17","Made Shot","Running Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,0.6,7.85,1,"made",1,2
"1345","Shot Chart Detail","0041400204","238","203078","Bradley Beal","1610612764","Washington Wizards","2","0","4","Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.4,5.55,1,"missed",0,2
"1346","Shot Chart Detail","0041400204","259","203078","Bradley Beal","1610612764","Washington Wizards","3","10","19","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,7,30.15,1,"missed",0,3
"1347","Shot Chart Detail","0041400204","265","203078","Bradley Beal","1610612764","Washington Wizards","3","9","47","Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-16.3,25.85,1,"made",1,3
"1348","Shot Chart Detail","0041400204","286","203078","Bradley Beal","1610612764","Washington Wizards","3","7","33","Missed Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",24,-24,10.55,1,"missed",0,3
"1349","Shot Chart Detail","0041400204","290","203078","Bradley Beal","1610612764","Washington Wizards","3","6","56","Missed Shot","Jump Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,3.1,5.05,1,"missed",0,2
"1350","Shot Chart Detail","0041400204","324","203078","Bradley Beal","1610612764","Washington Wizards","3","4","8","Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0.4,6.35,1,"missed",0,2
"1351","Shot Chart Detail","0041400204","378","203078","Bradley Beal","1610612764","Washington Wizards","4","11","29","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.1,5.35,1,"made",1,2
"1352","Shot Chart Detail","0041400204","387","203078","Bradley Beal","1610612764","Washington Wizards","4","10","12","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",16,-11.1,17.95,1,"missed",0,2
"1353","Shot Chart Detail","0041400204","389","203078","Bradley Beal","1610612764","Washington Wizards","4","9","57","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-2.3,6.95,1,"made",1,2
"1354","Shot Chart Detail","0041400204","410","203078","Bradley Beal","1610612764","Washington Wizards","4","8","20","Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,4.65,1,"missed",0,2
"1355","Shot Chart Detail","0041400204","417","203078","Bradley Beal","1610612764","Washington Wizards","4","7","31","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1,4.75,1,"made",1,2
"1356","Shot Chart Detail","0041400204","447","203078","Bradley Beal","1610612764","Washington Wizards","4","5","45","Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",20,0.4,25.25,1,"made",1,2
"1357","Shot Chart Detail","0041400204","464","203078","Bradley Beal","1610612764","Washington Wizards","4","4","42","Missed Shot","Jump Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,3.6,6.75,1,"missed",0,2
"1358","Shot Chart Detail","0041400204","471","203078","Bradley Beal","1610612764","Washington Wizards","4","4","7","Made Shot","Running Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",8,2.3,13.85,1,"made",1,2
"1359","Shot Chart Detail","0041400204","488","203078","Bradley Beal","1610612764","Washington Wizards","4","2","39","Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",9,7,11.35,1,"missed",0,2
"1360","Shot Chart Detail","0041400204","508","203078","Bradley Beal","1610612764","Washington Wizards","4","1","10","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1.3,5.95,1,"made",1,2
"1361","Shot Chart Detail","0041400205","2","203078","Bradley Beal","1610612764","Washington Wizards","1","11","39","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",20,7.8,24.45,1,"missed",0,2
"1362","Shot Chart Detail","0041400205","47","203078","Bradley Beal","1610612764","Washington Wizards","1","6","34","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",21,20.6,11.85,1,"made",1,2
"1363","Shot Chart Detail","0041400205","87","203078","Bradley Beal","1610612764","Washington Wizards","1","3","6","Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1,5.35,1,"missed",0,2
"1364","Shot Chart Detail","0041400205","145","203078","Bradley Beal","1610612764","Washington Wizards","2","11","2","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",18,17.6,10.25,1,"missed",0,2
"1365","Shot Chart Detail","0041400205","165","203078","Bradley Beal","1610612764","Washington Wizards","2","8","27","Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.2,5.35,1,"missed",0,2
"1366","Shot Chart Detail","0041400205","176","203078","Bradley Beal","1610612764","Washington Wizards","2","7","18","Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.2,5.85,1,"missed",0,2
"1367","Shot Chart Detail","0041400205","193","203078","Bradley Beal","1610612764","Washington Wizards","2","6","3","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1.7,5.85,1,"made",1,2
"1368","Shot Chart Detail","0041400205","225","203078","Bradley Beal","1610612764","Washington Wizards","2","3","33","Made Shot","Running Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.2,5.35,1,"made",1,2
"1369","Shot Chart Detail","0041400205","249","203078","Bradley Beal","1610612764","Washington Wizards","2","1","45","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,0.6,30.65,1,"missed",0,3
"1370","Shot Chart Detail","0041400205","254","203078","Bradley Beal","1610612764","Washington Wizards","2","1","32","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1.7,5.35,1,"made",1,2
"1371","Shot Chart Detail","0041400205","290","203078","Bradley Beal","1610612764","Washington Wizards","3","10","35","Made Shot","Running Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.2,5.25,1,"made",1,2
"1372","Shot Chart Detail","0041400205","315","203078","Bradley Beal","1610612764","Washington Wizards","3","8","6","Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",19,-5.2,24.15,1,"missed",0,2
"1373","Shot Chart Detail","0041400205","346","203078","Bradley Beal","1610612764","Washington Wizards","3","5","21","Made Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",22,-22.8,7.55,1,"made",1,3
"1374","Shot Chart Detail","0041400205","348","203078","Bradley Beal","1610612764","Washington Wizards","3","4","49","Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,4,30.15,1,"missed",0,3
"1375","Shot Chart Detail","0041400205","367","203078","Bradley Beal","1610612764","Washington Wizards","3","3","6","Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",20,-15,19.55,1,"missed",0,2
"1376","Shot Chart Detail","0041400205","429","203078","Bradley Beal","1610612764","Washington Wizards","4","10","16","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",15,15.7,5.35,1,"made",1,2
"1377","Shot Chart Detail","0041400205","436","203078","Bradley Beal","1610612764","Washington Wizards","4","9","25","Made Shot","Floating Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",11,5,15.65,1,"made",1,2
"1378","Shot Chart Detail","0041400205","484","203078","Bradley Beal","1610612764","Washington Wizards","4","6","15","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Center(C)","8-16 ft.",15,-3,20.55,1,"made",1,2
"1379","Shot Chart Detail","0041400205","496","203078","Bradley Beal","1610612764","Washington Wizards","4","5","7","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",24,-2.4,29.85,1,"missed",0,3
"1380","Shot Chart Detail","0041400205","506","203078","Bradley Beal","1610612764","Washington Wizards","4","4","1","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",19,-9.8,22.45,1,"missed",0,2
"1381","Shot Chart Detail","0041400205","510","203078","Bradley Beal","1610612764","Washington Wizards","4","3","50","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-9.7,28.55,1,"missed",0,3
"1382","Shot Chart Detail","0041400206","5","203078","Bradley Beal","1610612764","Washington Wizards","1","11","11","Missed Shot","Jump Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,1.5,8.85,1,"missed",0,2
"1383","Shot Chart Detail","0041400206","19","203078","Bradley Beal","1610612764","Washington Wizards","1","10","10","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,19.3,23.05,1,"made",1,3
"1384","Shot Chart Detail","0041400206","27","203078","Bradley Beal","1610612764","Washington Wizards","1","9","9","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",27,-20.9,23.15,1,"missed",0,3
"1385","Shot Chart Detail","0041400206","39","203078","Bradley Beal","1610612764","Washington Wizards","1","7","47","Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",8,-0.7,14.15,1,"missed",0,2
"1386","Shot Chart Detail","0041400206","96","203078","Bradley Beal","1610612764","Washington Wizards","1","3","32","Made Shot","Floating Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",7,1.2,13.05,1,"made",1,2
"1387","Shot Chart Detail","0041400206","110","203078","Bradley Beal","1610612764","Washington Wizards","1","2","9","Made Shot","Running Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.2,5.35,1,"made",1,2
"1388","Shot Chart Detail","0041400206","176","203078","Bradley Beal","1610612764","Washington Wizards","2","7","14","Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,5,8.25,1,"missed",0,2
"1389","Shot Chart Detail","0041400206","205","203078","Bradley Beal","1610612764","Washington Wizards","2","4","42","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",27,-20.5,23.65,1,"missed",0,3
"1390","Shot Chart Detail","0041400206","211","203078","Bradley Beal","1610612764","Washington Wizards","2","3","56","Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",20,-13.3,21.25,1,"made",1,2
"1391","Shot Chart Detail","0041400206","242","203078","Bradley Beal","1610612764","Washington Wizards","2","0","42","Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",10,7.3,12.65,1,"missed",0,2
"1392","Shot Chart Detail","0041400206","264","203078","Bradley Beal","1610612764","Washington Wizards","3","10","30","Made Shot","Fadeaway Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",19,16.8,15.65,1,"made",1,2
"1393","Shot Chart Detail","0041400206","279","203078","Bradley Beal","1610612764","Washington Wizards","3","8","58","Missed Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",23,-23.1,9.95,1,"missed",0,3
"1394","Shot Chart Detail","0041400206","307","203078","Bradley Beal","1610612764","Washington Wizards","3","5","56","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",27,9.1,31.35,1,"made",1,3
"1395","Shot Chart Detail","0041400206","359","203078","Bradley Beal","1610612764","Washington Wizards","3","2","52","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-20.1,20.85,1,"missed",0,3
"1396","Shot Chart Detail","0041400206","378","203078","Bradley Beal","1610612764","Washington Wizards","3","1","31","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.2,5.05,1,"made",1,2
"1397","Shot Chart Detail","0041400206","407","203078","Bradley Beal","1610612764","Washington Wizards","4","11","37","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",14,-9.8,15.75,1,"missed",0,2
"1398","Shot Chart Detail","0041400206","415","203078","Bradley Beal","1610612764","Washington Wizards","4","11","0","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-21.2,19.55,1,"made",1,3
"1399","Shot Chart Detail","0041400206","417","203078","Bradley Beal","1610612764","Washington Wizards","4","10","35","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",17,-13.9,16.55,1,"missed",0,2
