Player	Team	GP	Poss	Freq	PPP	PTS	FGM	FGA	FG%	eFG%	FT_Freq	TO_Freq	SF_Freq	And_One_Freq	Score_Freq	Percentile
Josh Richardson	MIA	43	12	4.5%	0.75	9	3	8	37.5	37.5	16.7%	16.7%	16.7%	0.0%	41.7%	38.7
Otto Porter Jr.	WAS	69	13	1.6%	0.69	9	3	10	30.0	35.0	7.7%	15.4%	7.7%	0.0%	30.8%	27.7
Brian Roberts	CHA	30	14	9.7%	0.64	9	2	10	20.0	20.0	21.4%	7.1%	21.4%	0.0%	35.7%	20.4
Al Farouq Aminu	POR	76	33	4.0%	0.27	9	3	23	13.0	13.0	6.1%	24.2%	3.0%	0.0%	15.2%	1.5
Steve Blake	DET	52	10	3.4%	0.80	8	2	8	25.0	31.3	20.0%	10.0%	20.0%	10.0%	30.0%	49.3
CJ Watson	ORL	28	10	6.5%	0.80	8	1	6	16.7	16.7	40.0%	10.0%	20.0%	10.0%	40.0%	49.3
Kevin Seraphin	NYK	45	11	4.5%	0.73	8	3	9	33.3	33.3	9.1%	9.1%	9.1%	0.0%	36.4%	33.2
Carl Landry	PHI	34	15	5.2%	0.53	8	2	13	15.4	15.4	13.3%	0.0%	13.3%	0.0%	26.7%	9.8
Kenneth Faried	DEN	63	17	2.2%	0.47	8	4	15	26.7	26.7	0.0%	11.8%	0.0%	0.0%	23.5%	6.2
Kelly Olynyk	BOS	63	19	3.0%	0.42	8	4	16	25.0	25.0	0.0%	15.8%	0.0%	0.0%	21.1%	4.7
PJ Tucker	PHX	75	20	3.0%	0.40	8	4	19	21.1	21.1	0.0%	5.0%	0.0%	0.0%	20.0%	4.0
Cody Zeller	CHA	67	12	2.1%	0.58	7	1	7	14.3	14.3	33.3%	8.3%	25.0%	0.0%	33.3%	15.3
Joe Ingles	UTA	71	13	4.0%	0.54	7	3	10	30.0	35.0	0.0%	23.1%	0.0%	0.0%	23.1%	10.6
Luke Babbitt	NOP	36	14	5.8%	0.50	7	2	12	16.7	16.7	21.4%	0.0%	21.4%	7.1%	28.6%	7.0
Tony Wroten	PHI	8	14	12.5%	0.50	7	3	8	37.5	37.5	14.3%	28.6%	14.3%	0.0%	28.6%	7.0
Adreian Payne	MIN	43	16	9.5%	0.44	7	3	11	27.3	31.8	0.0%	31.3%	0.0%	0.0%	18.8%	5.5
Robin Lopez	NYK	77	10	1.3%	0.60	6	3	9	33.3	33.3	0.0%	10.0%	0.0%	0.0%	30.0%	16.5
Markel Brown	BKN	55	11	3.2%	0.55	6	2	8	25.0	31.3	18.2%	9.1%	18.2%	0.0%	27.3%	11.4
Rudy Gobert	UTA	56	11	2.0%	0.55	6	2	7	28.6	28.6	9.1%	27.3%	0.0%	0.0%	27.3%	11.4
Justin Anderson	DAL	45	12	6.5%	0.50	6	1	7	14.3	14.3	16.7%	25.0%	16.7%	0.0%	25.0%	7.0
David Lee	BOS	30	14	5.5%	0.43	6	3	13	23.1	23.1	0.0%	7.1%	0.0%	0.0%	21.4%	5.1
Pablo Prigioni	LAC	51	15	9.9%	0.40	6	2	13	15.4	19.2	6.7%	6.7%	6.7%	0.0%	20.0%	4.0
Serge Ibaka	OKC	74	18	1.8%	0.33	6	3	16	18.8	18.8	0.0%	11.1%	0.0%	0.0%	16.7%	2.9
Hollis Thompson	PHI	72	11	1.5%	0.45	5	2	9	22.2	22.2	9.1%	18.2%	9.1%	9.1%	18.2%	5.8
Danny Green	SAS	73	11	1.8%	0.36	4	1	8	12.5	12.5	9.1%	18.2%	0.0%	0.0%	18.2%	3.6
Jason Terry	HOU	65	12	3.1%	0.33	4	2	10	20.0	20.0	0.0%	16.7%	0.0%	0.0%	16.7%	2.9
Darrell Arthur	DEN	69	14	2.5%	0.29	4	2	13	15.4	15.4	0.0%	7.1%	0.0%	0.0%	14.3%	2.2
Vince Carter	MEM	54	14	4.0%	0.29	4	0	7	0.0	0.0	14.3%	35.7%	14.3%	0.0%	14.3%	2.2
Alex Len	PHX	71	20	2.5%	0.20	4	2	17	11.8	11.8	5.0%	10.0%	5.0%	0.0%	10.0%	0.7
Spencer Hawes	CHA	50	11	3.1%	0.27	3	1	8	12.5	12.5	9.1%	18.2%	9.1%	0.0%	18.2%	1.5
JaKarr Sampson	PHI	47	13	4.3%	0.23	3	1	8	12.5	12.5	15.4%	23.1%	15.4%	0.0%	15.4%	1.1
Joffrey Lauvergne	DEN	52	11	2.7%	0.18	2	1	10	10.0	10.0	0.0%	9.1%	0.0%	0.0%	9.1%	0.4
