Player	Team	GP	Poss	Freq	PPP	PTS	FGM	FGA	FG%	eFG%	FT_Freq	TO_Freq	SF_Freq	And_One_Freq	Score_Freq	Percentile
Noah Vonleh	POR	71	30	9.1%	0.40	12	4	6	66.7	66.7	6.7%	73.3%	0.0%	0.0%	20.0%	33.3
Omri Casspi	SAC	69	33	4.2%	0.36	12	4	11	36.4	45.5	6.1%	60.6%	0.0%	0.0%	18.2%	28.3
Marco Belinelli	SAC	68	36	4.7%	0.33	12	2	12	16.7	20.8	13.9%	52.8%	0.0%	0.0%	16.7%	22.3
Otto Porter Jr.	WAS	69	36	4.5%	0.33	12	3	12	25.0	29.2	8.3%	58.3%	2.8%	0.0%	16.7%	22.3
T.J. McConnell	PHI	76	38	6.5%	0.32	12	4	18	22.2	25.0	5.3%	47.4%	0.0%	0.0%	15.8%	20.5
Cory Joseph	TOR	74	48	6.8%	0.25	12	1	17	5.9	5.9	20.8%	43.8%	0.0%	0.0%	16.7%	13.4
Tyson Chandler	PHX	61	69	15.9%	0.17	12	1	3	33.3	33.3	11.6%	84.1%	1.4%	0.0%	13.0%	7.5
Tobias Harris	DET	22	10	2.9%	1.10	11	2	4	50.0	50.0	40.0%	30.0%	20.0%	10.0%	50.0%	99.2
Solomon Hill	IND	43	14	7.5%	0.79	11	1	3	33.3	33.3	35.7%	42.9%	0.0%	0.0%	42.9%	87.8
Anthony Morrow	OKC	58	15	4.8%	0.73	11	3	7	42.9	42.9	20.0%	33.3%	0.0%	0.0%	40.0%	81.7
Ish Smith	NOP	26	15	5.2%	0.73	11	1	3	33.3	50.0	33.3%	46.7%	0.0%	0.0%	33.3%	81.7
Christapher Johnson	UTA	59	16	6.7%	0.69	11	3	7	42.9	42.9	18.8%	37.5%	6.3%	0.0%	37.5%	76.5
Boban Marjanovic	SAS	41	19	8.6%	0.58	11	0	1	0.0	0.0	42.1%	52.6%	0.0%	0.0%	42.1%	61.8
Channing Frye	ORL	44	20	9.0%	0.55	11	2	2	100.0	100.0	20.0%	70.0%	0.0%	0.0%	30.0%	59.4
Randy Foye	DEN	54	20	4.9%	0.55	11	2	6	33.3	33.3	20.0%	50.0%	0.0%	0.0%	30.0%	59.4
Andrew Nicholson	ORL	45	21	6.0%	0.52	11	2	4	50.0	50.0	23.8%	61.9%	4.8%	4.8%	28.6%	53.3
Andre Roberson	OKC	65	21	6.7%	0.52	11	3	7	42.9	42.9	14.3%	52.4%	0.0%	0.0%	28.6%	53.3
Louis Williams	LAL	67	23	2.4%	0.48	11	3	10	30.0	35.0	8.7%	47.8%	4.3%	0.0%	21.7%	47.4
Miles Plumlee	MIL	48	25	10.0%	0.44	11	2	3	66.7	66.7	20.0%	68.0%	0.0%	0.0%	24.0%	40.7
Jerryd Bayless	MIL	52	26	4.8%	0.42	11	3	7	42.9	50.0	15.4%	57.7%	0.0%	0.0%	23.1%	37.4
Aaron Brooks	CHI	63	27	5.0%	0.41	11	2	11	18.2	18.2	22.2%	37.0%	3.7%	0.0%	29.6%	34.6
Mario Hezonja	ORL	70	28	5.8%	0.39	11	3	8	37.5	43.8	7.1%	64.3%	0.0%	0.0%	17.9%	32.4
Trey Burke	UTA	64	30	4.0%	0.37	11	2	12	16.7	16.7	13.3%	46.7%	0.0%	0.0%	20.0%	28.5
Patty Mills	SAS	74	31	4.8%	0.35	11	3	13	23.1	30.8	6.5%	51.6%	0.0%	0.0%	16.1%	27.8
Rondae Hollis-Jefferson	BKN	23	11	7.6%	0.91	10	2	2	100.0	100.0	36.4%	54.5%	9.1%	9.1%	45.5%	95.8
Tyreke Evans	NOP	25	23	5.4%	0.43	10	3	8	37.5	37.5	13.0%	52.2%	0.0%	0.0%	26.1%	39.6
Kyle Anderson	SAS	66	24	7.0%	0.42	10	3	5	60.0	60.0	16.7%	62.5%	0.0%	0.0%	25.0%	36.4
Jusuf Nurkic	DEN	27	25	9.6%	0.40	10	0	3	0.0	0.0	28.0%	60.0%	4.0%	0.0%	24.0%	33.3
Hollis Thompson	PHI	72	26	3.6%	0.38	10	2	8	25.0	25.0	19.2%	50.0%	0.0%	0.0%	23.1%	31.4
Nemanja Bjelica	MIN	51	27	10.2%	0.37	10	2	7	28.6	35.7	11.1%	63.0%	0.0%	0.0%	18.5%	29.6
Cole Aldrich	LAC	51	29	10.5%	0.34	10	2	2	100.0	100.0	17.2%	75.9%	0.0%	0.0%	20.7%	24.4
Kyle O'Quinn	NYK	57	30	9.3%	0.33	10	2	2	100.0	100.0	13.3%	80.0%	0.0%	0.0%	20.0%	22.3
Jon Leuer	PHX	63	34	6.3%	0.29	10	2	6	33.3	50.0	14.7%	67.6%	2.9%	0.0%	14.7%	18.8
Marreese Speights	GSW	65	35	6.7%	0.29	10	3	8	37.5	43.8	5.7%	71.4%	0.0%	0.0%	14.3%	17.4
David West	SAS	72	39	7.9%	0.26	10	0	0	0.0	0.0	15.4%	84.6%	0.0%	0.0%	15.4%	15.0
Darrell Arthur	DEN	69	45	7.9%	0.22	10	3	12	25.0	29.2	4.4%	68.9%	2.2%	0.0%	11.1%	9.2
Tyler Ennis	MIL	40	13	6.7%	0.69	9	2	4	50.0	50.0	23.1%	46.2%	0.0%	0.0%	38.5%	77.0
Tyus Jones	MIN	31	15	8.5%	0.60	9	2	5	40.0	50.0	13.3%	46.7%	20.0%	0.0%	26.7%	64.3
JaKarr Sampson	PHI	47	16	5.4%	0.56	9	1	3	33.3	33.3	25.0%	56.3%	6.3%	0.0%	31.3%	60.4
Rodney Stuckey	IND	52	26	5.0%	0.35	9	1	7	14.3	14.3	15.4%	61.5%	7.7%	3.8%	15.4%	24.8
Iman Shumpert	CLE	51	26	7.1%	0.35	9	1	5	20.0	20.0	15.4%	65.4%	3.8%	0.0%	19.2%	24.8
Boris Diaw	SAS	74	29	5.8%	0.31	9	0	2	0.0	0.0	17.2%	75.9%	3.4%	0.0%	17.2%	20.2
Spencer Hawes	CHA	50	37	10.6%	0.24	9	1	7	14.3	14.3	10.8%	70.3%	2.7%	0.0%	13.5%	12.7
OJ Mayo	MIL	41	39	9.5%	0.23	9	3	9	33.3	33.3	5.1%	71.8%	0.0%	0.0%	12.8%	11.1
Lavoy Allen	IND	72	40	9.2%	0.22	9	1	4	25.0	25.0	15.0%	75.0%	2.5%	0.0%	15.0%	10.2
Lance Stephenson	LAC	41	11	4.9%	0.73	8	4	6	66.7	66.7	0.0%	45.5%	0.0%	0.0%	36.4%	80.2
Montrezl Harrell	HOU	29	11	8.8%	0.73	8	1	1	100.0	100.0	36.4%	54.5%	9.1%	0.0%	45.5%	80.2
Dion Waiters	OKC	72	19	2.4%	0.42	8	3	13	23.1	26.9	5.3%	26.3%	0.0%	0.0%	21.1%	36.9
Dewayne Dedmon	ORL	48	23	10.6%	0.35	8	1	1	100.0	100.0	17.4%	78.3%	0.0%	0.0%	21.7%	25.8
Nik Stauskas	PHI	69	23	3.7%	0.35	8	2	6	33.3	41.7	8.7%	65.2%	0.0%	0.0%	17.4%	25.8
Alonzo Gee	NOP	70	23	6.8%	0.35	8	1	2	50.0	50.0	17.4%	73.9%	13.0%	0.0%	21.7%	25.8
Tony Snell	CHI	60	23	5.9%	0.35	8	2	7	28.6	28.6	8.7%	60.9%	0.0%	0.0%	17.4%	25.8
Alexis Ajinca	NOP	52	24	7.5%	0.33	8	1	2	50.0	50.0	16.7%	75.0%	0.0%	0.0%	20.8%	22.3
Tyler Johnson	MIA	35	25	7.9%	0.32	8	0	7	0.0	0.0	20.0%	52.0%	0.0%	0.0%	20.0%	21.3
Joe Johnson	BKN	57	28	3.6%	0.29	8	1	7	14.3	14.3	14.3%	60.7%	3.6%	0.0%	17.9%	17.4
Ersan Ilyasova	DET	52	30	4.9%	0.27	8	3	8	37.5	43.8	3.3%	70.0%	0.0%	0.0%	13.3%	15.6
Anderson Varejao	CLE	31	11	10.8%	0.64	7	1	1	100.0	100.0	27.3%	63.6%	0.0%	0.0%	36.4%	71.1
David Lee	BOS	30	14	5.5%	0.50	7	1	3	33.3	33.3	21.4%	57.1%	0.0%	0.0%	28.6%	49.9
Tayshaun Prince	MIN	71	14	5.5%	0.50	7	2	4	50.0	50.0	14.3%	57.1%	0.0%	0.0%	28.6%	49.9
Jameer Nelson	DEN	39	15	3.9%	0.47	7	2	7	28.6	28.6	13.3%	40.0%	6.7%	0.0%	26.7%	45.2
Jonathan Simmons	SAS	51	18	6.0%	0.39	7	2	5	40.0	40.0	22.2%	55.6%	5.6%	5.6%	22.2%	31.9
Josh Smith	LAC	32	24	9.9%	0.29	7	1	3	33.3	33.3	12.5%	75.0%	0.0%	0.0%	16.7%	18.6
Dante Cunningham	NOP	71	27	6.7%	0.26	7	1	7	14.3	14.3	11.1%	63.0%	0.0%	0.0%	14.8%	15.2
Wesley Johnson	LAC	73	31	5.6%	0.23	7	2	7	28.6	28.6	9.7%	67.7%	0.0%	0.0%	12.9%	10.5
Steve Blake	DET	52	33	11.3%	0.21	7	1	15	6.7	6.7	9.1%	45.5%	0.0%	0.0%	12.1%	8.6
John Henson	MIL	49	34	9.4%	0.21	7	1	6	16.7	16.7	8.8%	73.5%	0.0%	0.0%	11.8%	8.3
Sean Kilpatrick	BKN	16	10	4.9%	0.60	6	2	4	50.0	50.0	10.0%	50.0%	0.0%	0.0%	30.0%	64.3
Carl Landry	PHI	35	11	3.6%	0.55	6	1	1	100.0	100.0	27.3%	63.6%	9.1%	0.0%	27.3%	57.5
Andrea Bargnani	BKN	45	14	4.3%	0.43	6	2	4	50.0	50.0	7.1%	64.3%	0.0%	0.0%	21.4%	38.2
Donatas Motiejunas	HOU	32	14	5.9%	0.43	6	1	1	100.0	100.0	14.3%	78.6%	0.0%	0.0%	21.4%	38.2
Kris Humphries	WAS	28	15	7.7%	0.40	6	0	3	0.0	0.0	20.0%	60.0%	0.0%	0.0%	20.0%	33.3
DeMarre Carroll	TOR	23	16	5.2%	0.38	6	1	5	20.0	20.0	18.8%	50.0%	6.3%	0.0%	25.0%	30.3
Kyle Singler	OKC	59	16	6.5%	0.38	6	1	3	33.3	33.3	12.5%	68.8%	0.0%	0.0%	18.8%	30.3
Austin Rivers	LAC	62	17	3.0%	0.35	6	0	4	0.0	0.0	29.4%	47.1%	0.0%	0.0%	23.5%	27.4
Josh Richardson	MIA	43	18	6.7%	0.33	6	1	4	25.0	25.0	16.7%	61.1%	0.0%	0.0%	16.7%	22.3
Richard Jefferson	CLE	65	20	5.6%	0.30	6	1	5	20.0	20.0	15.0%	60.0%	0.0%	0.0%	20.0%	19.2
Josh McRoberts	MIA	37	21	12.3%	0.29	6	0	1	0.0	0.0	19.0%	76.2%	4.8%	0.0%	19.0%	17.4
Kevin Seraphin	NYK	45	22	9.1%	0.27	6	3	8	37.5	37.5	0.0%	63.6%	0.0%	0.0%	13.6%	16.4
Nick Collison	OKC	50	24	15.2%	0.25	6	1	2	50.0	50.0	8.3%	83.3%	0.0%	0.0%	12.5%	13.4
Kosta Koufos	SAC	72	27	5.6%	0.22	6	0	5	0.0	0.0	18.5%	63.0%	0.0%	0.0%	11.1%	9.2
Kostas Papanikolaou	DEN	22	11	11.8%	0.45	5	1	2	50.0	50.0	18.2%	63.6%	0.0%	0.0%	27.3%	43.7
Robert Sacre	LAL	19	11	13.3%	0.45	5	0	0	0.0	0.0	36.4%	63.6%	0.0%	0.0%	27.3%	43.7
Salah Mejri	DAL	22	12	11.8%	0.42	5	1	1	100.0	100.0	16.7%	75.0%	0.0%	0.0%	25.0%	36.4
Pablo Prigioni	LAC	51	15	9.9%	0.33	5	1	7	14.3	21.4	6.7%	46.7%	0.0%	0.0%	13.3%	22.3
Trey Lyles	UTA	71	20	4.3%	0.25	5	1	3	33.3	50.0	5.0%	80.0%	0.0%	0.0%	10.0%	13.4
Ronnie Price	PHX	55	21	6.3%	0.24	5	1	6	16.7	16.7	9.5%	61.9%	0.0%	0.0%	14.3%	11.9
Shelvin Mack	UTA	22	21	6.2%	0.24	5	0	3	0.0	0.0	19.0%	66.7%	9.5%	0.0%	14.3%	11.9
Wayne Ellington	BKN	70	22	3.9%	0.23	5	1	8	12.5	12.5	9.1%	54.5%	0.0%	0.0%	13.6%	10.8
Michael Beasley	HOU	14	10	5.0%	0.40	4	0	2	0.0	0.0	20.0%	60.0%	10.0%	0.0%	20.0%	33.3
David Lee	DAL	18	10	6.3%	0.40	4	1	1	100.0	100.0	10.0%	80.0%	0.0%	0.0%	20.0%	33.3
Kelly Oubre Jr.	WAS	50	12	5.2%	0.33	4	2	6	33.3	33.3	0.0%	50.0%	0.0%	0.0%	16.7%	22.3
Al Jefferson	CHA	41	14	2.8%	0.29	4	0	2	0.0	0.0	21.4%	64.3%	7.1%	0.0%	21.4%	17.4
Cameron Payne	OKC	51	14	5.0%	0.29	4	1	5	20.0	20.0	7.1%	57.1%	0.0%	0.0%	14.3%	17.4
Jeremy Lamb	CHA	61	15	2.6%	0.27	4	1	5	20.0	20.0	6.7%	60.0%	0.0%	0.0%	13.3%	15.6
CJ Watson	ORL	28	15	9.7%	0.27	4	1	7	14.3	14.3	6.7%	46.7%	0.0%	0.0%	13.3%	15.6
Johnny OBryant	MIL	55	16	7.1%	0.25	4	2	3	66.7	66.7	0.0%	81.3%	0.0%	0.0%	12.5%	13.4
Tarik Black	LAL	31	16	14.2%	0.25	4	0	3	0.0	0.0	18.8%	62.5%	0.0%	0.0%	18.8%	13.4
Kevin Garnett	MIN	38	17	12.1%	0.24	4	0	0	0.0	0.0	17.6%	82.4%	0.0%	0.0%	17.6%	11.6
Paul Pierce	LAC	64	18	4.1%	0.22	4	0	1	0.0	0.0	16.7%	77.8%	0.0%	0.0%	16.7%	9.2
Ty Lawson	HOU	53	26	6.4%	0.15	4	1	7	14.3	14.3	3.8%	69.2%	0.0%	0.0%	7.7%	6.1
Jerian Grant	NYK	70	27	5.9%	0.15	4	1	6	16.7	16.7	7.4%	70.4%	3.7%	0.0%	7.4%	5.8
Raul Neto	UTA	75	28	5.3%	0.14	4	0	5	0.0	0.0	14.3%	67.9%	3.6%	0.0%	10.7%	5.0
Thomas Robinson	BKN	62	34	9.8%	0.12	4	1	5	20.0	20.0	8.8%	76.5%	2.9%	0.0%	8.8%	3.9
Joakim Noah	CHI	29	43	21.2%	0.09	4	1	2	50.0	50.0	9.3%	86.0%	0.0%	0.0%	7.0%	3.0
DJ Augustin	OKC	34	10	6.0%	0.30	3	0	2	0.0	0.0	20.0%	60.0%	0.0%	0.0%	20.0%	19.2
Mike Miller	DEN	29	11	15.7%	0.27	3	1	2	50.0	75.0	0.0%	81.8%	0.0%	0.0%	9.1%	16.4
Charlie Villanueva	DAL	54	11	3.1%	0.27	3	0	1	0.0	0.0	18.2%	72.7%	0.0%	0.0%	18.2%	16.4
Ryan Kelly	LAL	29	13	8.0%	0.23	3	1	6	16.7	25.0	7.7%	46.2%	0.0%	0.0%	7.7%	11.1
JaVale McGee	DAL	33	14	8.2%	0.21	3	0	1	0.0	0.0	21.4%	71.4%	0.0%	0.0%	14.3%	8.9
Amare Stoudemire	MIA	47	17	6.2%	0.18	3	0	1	0.0	0.0	11.8%	82.4%	0.0%	0.0%	11.8%	7.8
Markieff Morris	WAS	23	19	6.7%	0.16	3	0	2	0.0	0.0	10.5%	78.9%	0.0%	0.0%	10.5%	6.6
JJ Hickson	DEN	18	11	7.2%	0.18	2	1	2	50.0	50.0	9.1%	72.7%	9.1%	0.0%	9.1%	8.0
Beno Udrih	MIA	36	12	5.9%	0.17	2	0	5	0.0	0.0	8.3%	50.0%	0.0%	0.0%	8.3%	6.9
Luc Mbah a Moute	LAC	60	12	4.9%	0.17	2	0	1	0.0	0.0	16.7%	75.0%	0.0%	0.0%	16.7%	6.9
Gary Neal	WAS	40	13	3.5%	0.15	2	0	5	0.0	0.0	7.7%	53.8%	0.0%	0.0%	7.7%	6.1
James Johnson	TOR	54	14	4.5%	0.14	2	0	3	0.0	0.0	7.1%	71.4%	0.0%	0.0%	7.1%	5.0
Anthony Tolliver	DET	65	14	4.1%	0.14	2	0	1	0.0	0.0	21.4%	71.4%	0.0%	0.0%	14.3%	5.0
Joe Ingles	UTA	71	15	4.6%	0.13	2	0	1	0.0	0.0	13.3%	80.0%	0.0%	0.0%	13.3%	4.7
Kendall Marshall	PHI	27	16	10.7%	0.13	2	1	5	20.0	20.0	0.0%	68.8%	0.0%	0.0%	6.3%	4.2
Josh Smith	HOU	18	16	8.8%	0.13	2	1	2	50.0	50.0	0.0%	87.5%	0.0%	0.0%	6.3%	4.2
Marcelo Huertas	LAL	45	24	9.3%	0.08	2	1	9	11.1	11.1	0.0%	62.5%	0.0%	0.0%	4.2%	2.5
Timofey Mozgov	CLE	70	29	6.5%	0.07	2	0	4	0.0	0.0	6.9%	79.3%	0.0%	0.0%	3.4%	1.7
Omer Asik	NOP	57	35	13.0%	0.06	2	1	4	25.0	25.0	2.9%	85.7%	2.9%	0.0%	2.9%	1.4
Ryan Hollins	MEM	15	10	14.3%	0.10	1	0	1	0.0	0.0	20.0%	70.0%	0.0%	0.0%	10.0%	3.3
Brandon Jennings	DET	23	10	5.5%	0.10	1	0	7	0.0	0.0	10.0%	20.0%	0.0%	0.0%	10.0%	3.3
Kirk Hinrich	CHI	33	12	7.9%	0.08	1	0	2	0.0	0.0	8.3%	75.0%	0.0%	0.0%	8.3%	2.5
Adreian Payne	MIN	43	14	8.3%	0.07	1	0	3	0.0	0.0	7.1%	71.4%	0.0%	0.0%	7.1%	1.9
Tiago Splitter	ATL	36	14	7.0%	0.07	1	0	3	0.0	0.0	7.1%	71.4%	0.0%	0.0%	7.1%	1.9
Andre Miller	MIN	24	12	13.3%	0.00	0	0	4	0.0	0.0	0.0%	66.7%	0.0%	0.0%	0.0%	0.0
Mike Scott	ATL	66	15	3.5%	0.00	0	0	3	0.0	0.0	0.0%	80.0%	0.0%	0.0%	0.0%	0.0
Kendrick Perkins	NOP	28	16	18.8%	0.00	0	0	1	0.0	0.0	12.5%	81.3%	0.0%	0.0%	0.0%	0.0
Richaun Holmes	PHI	50	21	7.3%	0.00	0	0	5	0.0	0.0	0.0%	76.2%	0.0%	0.0%	0.0%	0.0
