"player_id","player_name","team_id","team_abbreviation","gp","reb","ast","tov","stl","blk","pf","playtype"
"203093","Terrence Jones","1610612745","HOU","33",0.169014084507042,0.830985915492958,0.73943661971831,0.774647887323944,0.0492957746478874,0.295774647887324,"regular"
"1495","Tim Duncan","1610612759","SAS","77",0.0140845070422535,0.401408450704225,0.436619718309859,0.577464788732394,0.0140845070422535,0.415492957746479,"regular"
"202389","Timofey Mozgov","1610612739","CLE","81",0.119718309859155,0.929577464788732,0.52112676056338,0.887323943661972,0.154929577464789,0.133802816901408,"regular"
"2754","Tony Allen","1610612763","MEM","63",0.464788732394366,0.78169014084507,0.591549295774648,0.0140845070422535,0.436619718309859,0.183098591549296,"regular"
"2772","Trevor Ariza","1610612745","HOU","82",0.302816901408451,0.5,0.436619718309859,0.0563380281690141,0.809859154929577,0.352112676056338,"regular"
"202684","Tristan Thompson","1610612739","CLE","82",0.0563380281690141,0.964788732394366,0.809859154929577,0.887323943661972,0.23943661971831,0.352112676056338,"regular"
"201936","Tyreke Evans","1610612740","NOP","79",0.352112676056338,0.0985915492957746,0.105633802816901,0.28169014084507,0.436619718309859,0.246478873239437,"regular"
"1713","Vince Carter","1610612763","MEM","66",0.795774647887324,0.809859154929577,0.922535211267606,0.669014084507042,0.809859154929577,0.830985915492958,"regular"
"2216","Zach Randolph","1610612763","MEM","71",0.852112676056338,0.563380281690141,0.323943661971831,0.443661971830986,0.809859154929577,0.246478873239437,"regular"
"201143","Al Horford","1610612737","ATL","16",0.0327868852459017,0.245901639344262,0.409836065573771,0.467213114754098,0.114754098360656,0.614754098360656,"playoff"
"201582","Alexis Ajinca","1610612740","NOP","3",0.967213114754098,0.950819672131147,0.967213114754098,0.877049180327869,0.901639344262295,0.950819672131147,"playoff"
"2738","Andre Iguodala","1610612744","GSW","21",0.401639344262295,0.262295081967213,0.795081967213115,0.344262295081967,0.622950819672131,0.688524590163934,"playoff"
"101106","Andrew Bogut","1610612744","GSW","19",0.0655737704918032,0.573770491803279,0.549180327868853,0.573770491803279,0.0819672131147541,0.0655737704918032,"playoff"
"203076","Anthony Davis","1610612740","NOP","4",0.770491803278688,0.540983606557377,0.0737704918032787,0.278688524590164,0,0.262295081967213,"playoff"
"203085","Austin Rivers","1610612746","LAC","14",0.868852459016393,0.729508196721312,0.729508196721312,0.524590163934426,0.622950819672131,0.688524590163934,"playoff"
"2757","Beno Udrih","1610612763","MEM","10",0.672131147540984,0.516393442622951,0.868852459016393,0.655737704918033,0.901639344262295,0.811475409836066,"playoff"
"201933","Blake Griffin","1610612746","LAC","14",0.704918032786885,0.0819672131147541,0.0737704918032787,0.385245901639344,0.262295081967213,0.180327868852459,"playoff"
"101108","Chris Paul","1610612746","LAC","12",0.401639344262295,0,0.213114754098361,0.0409836065573771,0.622950819672131,0.180327868852459,"playoff"
"201147","Corey Brewer","1610612745","HOU","17",0.540983606557377,0.770491803278688,0.729508196721312,0.524590163934426,0.721311475409836,0.352459016393443,"playoff"
"201584","Courtney Lee","1610612763","MEM","11",0.565573770491803,0.491803278688525,0.614754098360656,0.360655737704918,0.901639344262295,0.614754098360656,"playoff"
"203081","Damian Lillard","1610612757","POR","5",0.459016393442623,0.163934426229508,0.163934426229508,0.778688524590164,0.409836065573771,0.262295081967213,"playoff"
"201967","Dante Cunningham","1610612740","NOP","4",0.377049180327869,0.885245901639344,0.967213114754098,0.467213114754098,0.262295081967213,0.754098360655738,"playoff"
"101135","David Lee","1610612744","GSW","13",0.565573770491803,0.852459016393443,0.918032786885246,0.918032786885246,0.721311475409836,0.885245901639344,"playoff"
"1717","Dirk Nowitzki","1610612742","DAL","5",0.80327868852459,0.450819672131147,0.295081967213115,0.778688524590164,0.540983606557377,0.139344262295082,"playoff"
"203110","Draymond Green","1610612744","GSW","21",0.836065573770492,0.0983606557377049,0.114754098360656,0.0737704918032787,0.172131147540984,0.0163934426229508,"playoff"
