Player	Team	GP	Poss	Freq	PPP	PTS	FGM	FGA	FG%	eFG%	FT_Freq	TO_Freq	SF_Freq	And_One_Freq	Score_Freq	Percentile
Mario Hezonja	ORL	70	13	2.7%	1.00	13	5	11	45.5	45.5	15.4%	0.0%	7.7%	0.0%	53.8%	39.2
Chris Andersen	MEM	14	13	20.3%	1.00	13	5	10	50.0	50.0	15.4%	7.7%	15.4%	0.0%	53.8%	39.2
Mario Chalmers	MEM	55	14	2.3%	0.93	13	5	10	50.0	50.0	14.3%	7.1%	21.4%	0.0%	50.0%	26.8
Emmanuel Mudiay	DEN	63	17	1.5%	0.76	13	6	14	42.9	42.9	5.9%	11.8%	5.9%	0.0%	41.2%	11.1
Rondae Hollis-Jefferson	BKN	23	17	11.8%	0.76	13	5	14	35.7	35.7	11.8%	5.9%	5.9%	0.0%	41.2%	11.1
Shaun Livingston	GSW	72	18	3.9%	0.72	13	5	13	38.5	38.5	11.1%	16.7%	0.0%	0.0%	38.9%	6.4
Dante Cunningham	NOP	71	22	5.4%	0.59	13	6	18	33.3	33.3	4.5%	9.1%	9.1%	0.0%	31.8%	1.4
Jamal Crawford	LAC	75	10	0.9%	1.20	12	6	10	60.0	60.0	0.0%	0.0%	0.0%	0.0%	60.0%	78.4
Wesley Matthews	DAL	72	10	1.1%	1.20	12	4	8	50.0	62.5	10.0%	10.0%	10.0%	0.0%	50.0%	78.4
ETwaun Moore	CHI	57	11	2.5%	1.09	12	6	10	60.0	60.0	0.0%	9.1%	0.0%	0.0%	54.5%	59.2
Tyler Johnson	MIA	35	11	3.5%	1.09	12	6	11	54.5	54.5	9.1%	0.0%	9.1%	9.1%	54.5%	59.2
Kevin Seraphin	NYK	45	12	4.9%	1.00	12	5	10	50.0	50.0	16.7%	0.0%	16.7%	0.0%	50.0%	39.2
Robert Sacre	LAL	19	12	14.5%	1.00	12	4	8	50.0	50.0	33.3%	0.0%	33.3%	0.0%	58.3%	39.2
Alex Stepheson	MEM	3	15	50.0%	0.80	12	5	14	35.7	35.7	20.0%	0.0%	20.0%	13.3%	40.0%	13.2
Jrue Holiday	NOP	65	16	1.3%	0.75	12	5	13	38.5	38.5	6.3%	12.5%	6.3%	0.0%	37.5%	9.7
John Wall	WAS	76	18	1.0%	0.61	11	4	16	25.0	31.3	5.6%	0.0%	11.1%	0.0%	27.8%	1.8
Khris Middleton	MIL	76	19	1.4%	0.58	11	4	18	22.2	22.2	10.5%	0.0%	10.5%	5.3%	26.3%	1.1
Tyreke Evans	NOP	25	10	2.3%	1.00	10	5	9	55.6	55.6	0.0%	10.0%	0.0%	0.0%	50.0%	39.2
Ben McLemore	SAC	61	10	1.9%	1.00	10	5	9	55.6	55.6	0.0%	10.0%	0.0%	0.0%	50.0%	39.2
Brandon Knight	PHX	52	12	1.0%	0.83	10	4	10	40.0	45.0	8.3%	8.3%	8.3%	0.0%	41.7%	15.8
Channing Frye	ORL	44	12	5.4%	0.83	10	5	12	41.7	41.7	0.0%	0.0%	0.0%	0.0%	41.7%	15.8
Nene Hilario	WAS	52	12	2.5%	0.83	10	4	8	50.0	50.0	16.7%	16.7%	8.3%	0.0%	50.0%	15.8
Corey Brewer	HOU	76	13	2.0%	0.77	10	3	10	30.0	30.0	15.4%	7.7%	15.4%	0.0%	38.5%	12.1
Kyrie Irving	CLE	49	15	1.5%	0.67	10	2	7	28.6	35.7	20.0%	33.3%	13.3%	0.0%	33.3%	3.9
Ish Smith	PHI	45	10	1.2%	0.90	9	4	9	44.4	44.4	10.0%	0.0%	0.0%	0.0%	50.0%	22.5
Jason Thompson	TOR	11	10	20.4%	0.90	9	4	9	44.4	44.4	10.0%	0.0%	10.0%	0.0%	50.0%	22.5
Wesley Johnson	LAC	73	11	2.0%	0.82	9	3	9	33.3	33.3	18.2%	9.1%	18.2%	9.1%	36.4%	14.9
Kyle Anderson	SAS	66	13	3.8%	0.69	9	4	10	40.0	40.0	7.7%	15.4%	7.7%	0.0%	38.5%	5.3
Courtney Lee	MEM	51	11	2.2%	0.73	8	4	7	57.1	57.1	0.0%	36.4%	0.0%	0.0%	36.4%	6.8
Anderson Varejao	CLE	31	11	10.8%	0.73	8	4	11	36.4	36.4	0.0%	0.0%	0.0%	0.0%	36.4%	6.8
PJ Hairston	CHA	46	12	3.8%	0.67	8	2	8	25.0	25.0	16.7%	16.7%	16.7%	0.0%	33.3%	3.9
T.J. McConnell	PHI	76	13	2.2%	0.62	8	4	11	36.4	36.4	0.0%	15.4%	0.0%	0.0%	30.8%	2.1
Bradley Beal	WAS	51	10	1.1%	0.70	7	3	9	33.3	33.3	10.0%	0.0%	10.0%	0.0%	40.0%	5.7
Joe Johnson	BKN	57	11	1.4%	0.64	7	2	8	25.0	25.0	18.2%	9.1%	18.2%	0.0%	36.4%	2.5
Metta World Peace	LAL	31	11	5.9%	0.64	7	1	6	16.7	16.7	36.4%	9.1%	36.4%	0.0%	36.4%	2.5
Chandler Parsons	DAL	61	13	1.6%	0.46	6	3	12	25.0	25.0	0.0%	7.7%	0.0%	0.0%	23.1%	0.7
Brandon Rush	GSW	63	10	3.4%	0.40	4	1	7	14.3	14.3	10.0%	20.0%	10.0%	0.0%	20.0%	0.0
