"","Player","team_id","team_abbreviation","person_id","Team","GP","Poss","Freq","PPP","PTS","FGM","FGA","FG.","eFG.","FT_Freq","TO_Freq","SF_Freq","And_One_Freq","Score_Freq","Percentile","type"
"950","Pau Gasol",1610612741,"CHI",2200,"CHI",67,249,0.207,1,248,107,230,46.5,50,0.048,0.044,0.044,0.016,0.462,0.62,10
"951","Pau Gasol",1610612741,"CHI",2200,"CHI",67,64,0.053,1.22,78,31,51,60.8,63.7,0.125,0.109,0.125,0.031,0.578,0.75,11
"952","Rudy Gay",1610612758,"SAC",200752,"SAC",66,77,0.066,1.09,84,34,58,58.6,61.2,0.104,0.169,0.091,0.026,0.519,0.968,1
"953","Rudy Gay",1610612758,"SAC",200752,"SAC",66,74,0.064,1.04,77,36,66,54.5,54.5,0.081,0.054,0.081,0.027,0.527,0.216,2
"954","Rudy Gay",1610612758,"SAC",200752,"SAC",66,28,0.024,0.86,24,10,22,45.5,50,0.036,0.179,0.036,0,0.393,0.509,3
"955","Rudy Gay",1610612758,"SAC",200752,"SAC",66,175,0.15,0.71,125,49,145,33.8,35.9,0.08,0.103,0.074,0.011,0.349,0.304,4
"956","Rudy Gay",1610612758,"SAC",200752,"SAC",66,41,0.035,0.71,29,5,9,55.6,61.1,0.293,0.488,0.024,0,0.415,0.776,5
"957","Rudy Gay",1610612758,"SAC",200752,"SAC",66,71,0.061,0.82,58,25,63,39.7,42.1,0.056,0.056,0.042,0,0.394,0.346,6
"958","Rudy Gay",1610612758,"SAC",200752,"SAC",66,126,0.108,0.96,121,50,100,50,50,0.119,0.111,0.095,0.024,0.492,0.799,7
"959","Rudy Gay",1610612758,"SAC",200752,"SAC",66,74,0.064,0.99,73,33,66,50,50.8,0.054,0.068,0.054,0.014,0.486,0.363,8
"960","Rudy Gay",1610612758,"SAC",200752,"SAC",66,59,0.051,0.83,49,19,53,35.8,39.6,0.068,0.034,0.068,0,0.39,0.159,9
"961","Rudy Gay",1610612758,"SAC",200752,"SAC",66,224,0.192,0.92,205,74,196,37.8,46.4,0.058,0.067,0.058,0,0.388,0.464,10
"962","Rudy Gay",1610612758,"SAC",200752,"SAC",66,216,0.185,1.24,267,105,164,64,68.9,0.139,0.13,0.111,0.032,0.588,0.785,11
"963","Alonzo Gee",1610612740,"NOP",202087,"NOP",70,10,0.03,0.7,7,3,8,37.5,37.5,0.1,0.2,0.1,0.1,0.3,0.336,1
"964","Alonzo Gee",1610612740,"NOP",202087,"NOP",70,43,0.127,1.21,52,23,33,69.7,69.7,0.093,0.163,0.093,0.023,0.605,0.516,2
"965","Alonzo Gee",1610612740,"NOP",202087,"NOP",70,23,0.068,0.35,8,1,2,50,50,0.174,0.739,0.13,0,0.217,0.258,5
"966","Alonzo Gee",1610612740,"NOP",202087,"NOP",70,29,0.086,1.03,30,12,25,48,48,0.172,0,0.172,0.034,0.552,0.456,8
"967","Alonzo Gee",1610612740,"NOP",202087,"NOP",70,111,0.328,0.81,90,35,94,37.2,43.6,0.054,0.099,0.045,0,0.36,0.255,10
"968","Alonzo Gee",1610612740,"NOP",202087,"NOP",70,105,0.311,1.19,125,52,80,65,67.5,0.152,0.133,0.133,0.048,0.581,0.684,11
"969","Paul George",1610612754,"IND",202331,"IND",75,381,0.21,0.85,322,116,285,40.7,45.3,0.1,0.168,0.073,0.016,0.388,0.7,1
"970","Paul George",1610612754,"IND",202331,"IND",76,67,0.036,1.43,96,34,48,70.8,70.8,0.239,0.06,0.209,0.015,0.731,0.839,2
"971","Paul George",1610612754,"IND",202331,"IND",75,97,0.053,0.76,74,25,82,30.5,36,0.103,0.093,0.082,0.041,0.32,0.332,3
"972","Paul George",1610612754,"IND",202331,"IND",75,259,0.142,0.78,203,66,201,32.8,35.3,0.135,0.108,0.116,0.019,0.371,0.46,4
"973","Paul George",1610612754,"IND",202331,"IND",76,112,0.061,0.73,82,13,34,38.2,45.6,0.304,0.42,0.063,0.027,0.375,0.808,5
"974","Paul George",1610612754,"IND",202331,"IND",76,301,0.164,1.02,306,100,247,40.5,51.2,0.086,0.093,0.086,0.007,0.412,0.706,6
"975","Paul George",1610612754,"IND",202331,"IND",75,58,0.032,0.6,35,9,37,24.3,24.3,0.19,0.19,0.19,0.017,0.328,0.142,7
"976","Paul George",1610612754,"IND",202331,"IND",76,36,0.02,1.39,50,19,30,63.3,66.7,0.167,0.028,0.139,0.028,0.667,0.968,8
"977","Paul George",1610612754,"IND",202331,"IND",75,22,0.012,1,22,7,20,35,47.5,0.091,0.045,0.045,0.045,0.364,0.505,9
"978","Paul George",1610612754,"IND",202331,"IND",76,201,0.109,1.09,220,76,182,41.8,56.3,0.05,0.055,0.045,0.01,0.418,0.817,10
"979","Paul George",1610612754,"IND",202331,"IND",75,293,0.161,1.12,329,105,206,51,60,0.184,0.15,0.167,0.038,0.502,0.54,11
"980","Taj Gibson",1610612741,"CHI",201959,"CHI",73,167,0.261,1.07,178,75,140,53.6,53.6,0.138,0.084,0.138,0.06,0.521,0.243,2
"981","Taj Gibson",1610612741,"CHI",201959,"CHI",73,11,0.017,1.36,15,7,10,70,70,0.273,0,0.182,0.182,0.636,0.993,4
"982","Taj Gibson",1610612741,"CHI",201959,"CHI",73,41,0.064,0.54,22,4,7,57.1,57.1,0.22,0.61,0.024,0,0.317,0.565,5
"983","Taj Gibson",1610612741,"CHI",201959,"CHI",73,156,0.243,0.89,139,62,122,50.8,50.8,0.115,0.135,0.09,0.032,0.455,0.662,7
"984","Taj Gibson",1610612741,"CHI",201959,"CHI",73,119,0.186,1.05,125,51,97,52.6,52.6,0.134,0.084,0.118,0.034,0.529,0.477,8
"985","Taj Gibson",1610612741,"CHI",201959,"CHI",73,77,0.12,0.88,68,28,64,43.8,43.8,0.104,0.065,0.091,0,0.468,0.238,9
"986","Taj Gibson",1610612741,"CHI",201959,"CHI",73,37,0.058,1.19,44,22,36,61.1,61.1,0,0.027,0,0,0.595,0.933,10
"987","Taj Gibson",1610612741,"CHI",201959,"CHI",73,29,0.045,1.07,31,12,19,63.2,63.2,0.241,0.138,0.138,0.034,0.586,0.413,11
"988","Manu Ginobili",1610612759,"SAS",1938,"SAS",54,131,0.239,0.67,88,31,83,37.3,38.6,0.107,0.267,0.069,0.008,0.336,0.304,1
"989","Manu Ginobili",1610612759,"SAS",1938,"SAS",54,38,0.069,1.21,46,21,33,63.6,63.6,0.079,0.079,0.079,0.026,0.605,0.522,2
"990","Manu Ginobili",1610612759,"SAS",1938,"SAS",54,44,0.08,0.98,43,17,35,48.6,52.9,0.068,0.136,0.045,0,0.455,0.717,3
"991","Manu Ginobili",1610612759,"SAS",1938,"SAS",54,35,0.064,1.09,38,15,29,51.7,55.2,0.086,0.086,0.057,0,0.514,0.956,4
"992","Manu Ginobili",1610612759,"SAS",1938,"SAS",54,39,0.071,0.33,13,2,8,25,25,0.231,0.564,0.026,0,0.231,0.223,5
"993","Manu Ginobili",1610612759,"SAS",1938,"SAS",54,42,0.077,1.1,46,19,38,50,56.6,0.048,0.048,0.048,0,0.5,0.829,6
"994","Manu Ginobili",1610612759,"SAS",1938,"SAS",54,142,0.26,1.16,165,54,123,43.9,61.8,0.056,0.092,0.056,0.014,0.423,0.904,10
"995","Manu Ginobili",1610612759,"SAS",1938,"SAS",54,55,0.101,1.11,61,21,42,50,59.5,0.109,0.127,0.073,0,0.491,0.512,11
"996","Rudy Gobert",1610612762,"UTA",203497,"UTA",56,163,0.289,1.02,166,67,114,58.8,58.8,0.209,0.123,0.202,0.031,0.546,0.187,2
"997","Rudy Gobert",1610612762,"UTA",203497,"UTA",56,11,0.02,0.55,6,2,7,28.6,28.6,0.091,0.273,0,0,0.273,0.114,4
"998","Rudy Gobert",1610612762,"UTA",203497,"UTA",56,87,0.154,0.43,37,1,5,20,20,0.345,0.598,0.023,0,0.299,0.377,5
"999","Rudy Gobert",1610612762,"UTA",203497,"UTA",56,23,0.041,0.7,16,5,12,41.7,41.7,0.174,0.304,0.13,0,0.391,0.233,7
"1000","Rudy Gobert",1610612762,"UTA",203497,"UTA",56,127,0.225,1.03,131,55,102,53.9,53.9,0.15,0.063,0.126,0.016,0.543,0.448,8
"1001","Rudy Gobert",1610612762,"UTA",203497,"UTA",56,102,0.181,1.07,109,39,64,60.9,60.9,0.275,0.098,0.235,0,0.627,0.636,9
"1002","Rudy Gobert",1610612762,"UTA",203497,"UTA",56,13,0.023,0.69,9,2,10,20,20,0.308,0,0.308,0.077,0.385,0.13,10
"1003","Rudy Gobert",1610612762,"UTA",203497,"UTA",56,37,0.066,1.14,42,14,18,77.8,77.8,0.351,0.189,0.27,0.027,0.622,0.565,11
"1004","Drew Gooden",1610612764,"WAS",2400,"WAS",27,17,0.147,1.18,20,10,17,58.8,58.8,0,0,0,0,0.588,0.737,8
"1005","Drew Gooden",1610612764,"WAS",2400,"WAS",27,32,0.276,0.47,15,6,25,24,26,0.031,0.188,0.031,0,0.219,0.005,9
"1006","Drew Gooden",1610612764,"WAS",2400,"WAS",27,32,0.276,0.59,19,6,29,20.7,27.6,0.063,0.031,0.063,0,0.25,0.048,10
"1007","Archie Goodwin",1610612756,"PHX",203462,"PHX",50,140,0.264,0.63,88,29,87,33.3,34.5,0.157,0.236,0.157,0.014,0.321,0.2,1
"1008","Archie Goodwin",1610612756,"PHX",203462,"PHX",50,30,0.056,1.17,35,15,27,55.6,55.6,0.233,0.033,0.233,0.167,0.567,0.427,2
"1009","Archie Goodwin",1610612756,"PHX",203462,"PHX",50,28,0.053,0.68,19,4,21,19,19,0.25,0.071,0.214,0.071,0.321,0.159,3
"1010","Archie Goodwin",1610612756,"PHX",203462,"PHX",50,46,0.087,0.89,41,15,40,37.5,42.5,0.13,0.022,0.13,0.022,0.413,0.684,4
"1011","Archie Goodwin",1610612756,"PHX",203462,"PHX",50,44,0.083,0.52,23,4,15,26.7,30,0.227,0.455,0.068,0.023,0.273,0.525,5
"1012","Archie Goodwin",1610612756,"PHX",203462,"PHX",50,11,0.021,0.64,7,2,6,33.3,33.3,0.273,0.182,0.182,0,0.455,0.11,6
"1013","Archie Goodwin",1610612756,"PHX",203462,"PHX",50,17,0.032,1,17,8,15,53.3,53.3,0.059,0.059,0.059,0,0.529,0.392,8
"1014","Archie Goodwin",1610612756,"PHX",203462,"PHX",50,106,0.2,0.85,90,30,86,34.9,40.7,0.142,0.047,0.132,0,0.406,0.325,10
"1015","Archie Goodwin",1610612756,"PHX",203462,"PHX",50,108,0.203,1.1,119,46,71,64.8,65.5,0.194,0.167,0.167,0.019,0.574,0.495,11
"1016","Aaron Gordon",1610612753,"ORL",203932,"ORL",75,32,0.047,1.09,35,14,25,56,56,0.125,0.094,0.094,0,0.563,0.971,1
"1017","Aaron Gordon",1610612753,"ORL",203932,"ORL",75,88,0.129,1.28,113,47,73,64.4,64.4,0.193,0.023,0.182,0.045,0.67,0.646,2
"1018","Aaron Gordon",1610612753,"ORL",203932,"ORL",75,17,0.025,0.71,12,5,16,31.3,37.5,0,0.059,0,0,0.294,0.221,3
"1019","Aaron Gordon",1610612753,"ORL",203932,"ORL",75,27,0.039,0.52,14,7,24,29.2,29.2,0,0.111,0,0,0.259,0.091,4
"1020","Aaron Gordon",1610612753,"ORL",203932,"ORL",75,50,0.073,0.64,32,7,17,41.2,44.1,0.3,0.38,0.06,0.02,0.38,0.717,5
"1021","Aaron Gordon",1610612753,"ORL",203932,"ORL",75,27,0.039,0.74,20,7,18,38.9,38.9,0.185,0.185,0.148,0.037,0.407,0.311,7
"1022","Aaron Gordon",1610612753,"ORL",203932,"ORL",75,100,0.146,1.26,126,56,87,64.4,64.4,0.11,0.04,0.11,0.02,0.65,0.854,8
"1023","Aaron Gordon",1610612753,"ORL",203932,"ORL",75,48,0.07,0.98,47,16,41,39,48.8,0.167,0.021,0.167,0.042,0.438,0.463,9
"1024","Aaron Gordon",1610612753,"ORL",203932,"ORL",75,174,0.254,0.86,149,52,154,33.8,42.2,0.08,0.057,0.075,0.023,0.356,0.334,10
"1025","Aaron Gordon",1610612753,"ORL",203932,"ORL",75,115,0.168,1.1,126,45,78,57.7,59.6,0.235,0.139,0.2,0.052,0.548,0.478,11
"1026","Eric Gordon",1610612740,"NOP",201569,"NOP",45,179,0.264,0.95,170,59,128,46.1,53.5,0.106,0.196,0.101,0.022,0.413,0.896,1
"1027","Eric Gordon",1610612740,"NOP",201569,"NOP",45,10,0.015,1.4,14,6,9,66.7,66.7,0.1,0,0.1,0,0.7,0.795,2
"1028","Eric Gordon",1610612740,"NOP",201569,"NOP",45,45,0.066,0.87,39,15,37,40.5,47.3,0.044,0.133,0.044,0,0.378,0.531,3
"1029","Eric Gordon",1610612740,"NOP",201569,"NOP",45,47,0.069,0.77,36,11,33,33.3,33.3,0.17,0.149,0.128,0.021,0.383,0.418,4
"1030","Eric Gordon",1610612740,"NOP",201569,"NOP",45,19,0.028,0.84,16,1,3,33.3,50,0.421,0.421,0,0,0.474,0.919,5
"1031","Eric Gordon",1610612740,"NOP",201569,"NOP",45,75,0.111,0.95,71,26,67,38.8,47.8,0.067,0.053,0.067,0.013,0.4,0.518,6
"1032","Eric Gordon",1610612740,"NOP",201569,"NOP",45,187,0.276,1.06,198,67,177,37.9,52.8,0.037,0.032,0.021,0.016,0.38,0.761,10
"1033","Eric Gordon",1610612740,"NOP",201569,"NOP",45,110,0.162,1.2,132,44,92,47.8,59.2,0.136,0.064,0.109,0.036,0.5,0.712,11
"1034","Marcin Gortat",1610612764,"WAS",101162,"WAS",70,287,0.313,1.12,322,137,242,56.6,56.6,0.122,0.049,0.111,0.014,0.578,0.342,2
"1035","Marcin Gortat",1610612764,"WAS",101162,"WAS",70,77,0.084,0.32,25,6,8,75,75,0.143,0.753,0,0,0.182,0.216,5
"1036","Marcin Gortat",1610612764,"WAS",101162,"WAS",70,137,0.149,0.89,122,51,112,45.5,45.5,0.109,0.088,0.088,0.015,0.453,0.658,7
"1037","Marcin Gortat",1610612764,"WAS",101162,"WAS",70,101,0.11,0.97,98,45,87,51.7,51.7,0.079,0.069,0.069,0.01,0.495,0.342,8
"1038","Marcin Gortat",1610612764,"WAS",101162,"WAS",70,214,0.233,1.2,257,112,184,60.9,60.9,0.131,0.056,0.126,0.047,0.593,0.86,9
"1039","Marcin Gortat",1610612764,"WAS",101162,"WAS",70,16,0.017,0.94,15,7,16,43.8,43.8,0.063,0,0.063,0.063,0.438,0.501,10
"1040","Marcin Gortat",1610612764,"WAS",101162,"WAS",70,70,0.076,1.2,84,35,55,63.6,63.6,0.129,0.086,0.129,0,0.629,0.712,11
"1041","Andrew Goudelock",1610612745,"HOU",202726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1042","Jerami Grant",1610612755,"PHI",203924,"PHI",71,21,0.027,0.71,15,4,11,36.4,36.4,0.238,0.286,0.238,0.048,0.381,0.375,1
"1043","Jerami Grant",1610612755,"PHI",203924,"PHI",72,98,0.124,1.07,105,38,74,51.4,51.4,0.245,0.031,0.214,0.031,0.582,0.257,2
"1044","Jerami Grant",1610612755,"PHI",203924,"PHI",71,22,0.029,1,22,8,18,44.4,44.4,0.182,0.045,0.136,0.045,0.5,0.772,3
"1045","Jerami Grant",1610612755,"PHI",203924,"PHI",71,90,0.118,0.83,75,21,56,37.5,37.5,0.222,0.178,0.2,0.022,0.433,0.542,4
"1046","Jerami Grant",1610612755,"PHI",203924,"PHI",72,37,0.047,0.35,13,3,12,25,25,0.162,0.514,0.027,0,0.189,0.271,5
"1047","Jerami Grant",1610612755,"PHI",203924,"PHI",72,18,0.023,0.72,13,4,13,30.8,34.6,0.167,0.111,0.111,0,0.333,0.171,6
"1048","Jerami Grant",1610612755,"PHI",203924,"PHI",71,43,0.056,0.91,39,8,22,36.4,36.4,0.395,0.116,0.256,0.023,0.512,0.712,7
"1049","Jerami Grant",1610612755,"PHI",203924,"PHI",72,48,0.061,0.9,43,15,36,41.7,41.7,0.25,0.042,0.208,0.042,0.479,0.214,8
"1050","Jerami Grant",1610612755,"PHI",203924,"PHI",71,83,0.108,0.64,53,15,49,30.6,32.7,0.229,0.217,0.217,0.036,0.361,0.051,9
"1051","Jerami Grant",1610612755,"PHI",203924,"PHI",72,193,0.244,0.8,154,54,163,33.1,41.4,0.078,0.078,0.067,0.005,0.342,0.231,10
"1052","Jerami Grant",1610612755,"PHI",203924,"PHI",71,126,0.165,1.13,143,56,90,62.2,62.2,0.222,0.119,0.198,0.056,0.579,0.563,11
"1053","Jerian Grant",1610612752,"NYK",1626170,"NYK",70,152,0.333,0.67,102,33,96,34.4,34.9,0.138,0.237,0.132,0.013,0.336,0.3,1
"1054","Jerian Grant",1610612752,"NYK",1626170,"NYK",70,19,0.042,1.58,30,13,17,76.5,76.5,0.211,0.053,0.211,0.158,0.737,0.942,2
"1055","Jerian Grant",1610612752,"NYK",1626170,"NYK",70,24,0.053,0.88,21,7,16,43.8,46.9,0.167,0.167,0.125,0,0.458,0.544,3
"1056","Jerian Grant",1610612752,"NYK",1626170,"NYK",70,46,0.101,0.78,36,14,41,34.1,36.6,0.087,0.043,0.087,0.022,0.37,0.455,4
"1057","Jerian Grant",1610612752,"NYK",1626170,"NYK",70,27,0.059,0.15,4,1,6,16.7,16.7,0.074,0.704,0.037,0,0.074,0.058,5
"1058","Jerian Grant",1610612752,"NYK",1626170,"NYK",70,21,0.046,0.38,8,4,20,20,20,0,0.048,0,0,0.19,0.013,6
"1059","Jerian Grant",1610612752,"NYK",1626170,"NYK",70,88,0.193,0.8,70,26,79,32.9,39.9,0.045,0.057,0.034,0,0.341,0.226,10
"1060","Jerian Grant",1610612752,"NYK",1626170,"NYK",70,75,0.164,1.05,79,28,58,48.3,50,0.2,0.067,0.2,0.04,0.533,0.37,11
"1061","Danny Green",1610612759,"SAS",201980,"SAS",73,28,0.046,0.57,16,6,19,31.6,31.6,0.071,0.25,0.071,0,0.286,0.143,1
"1062","Danny Green",1610612759,"SAS",201980,"SAS",73,31,0.05,1.29,40,18,26,69.2,69.2,0.065,0.097,0.065,0,0.645,0.655,2
"1063","Danny Green",1610612759,"SAS",201980,"SAS",73,32,0.052,0.5,16,6,26,23.1,26.9,0.031,0.156,0.031,0,0.219,0.062,3
"1064","Danny Green",1610612759,"SAS",201980,"SAS",73,11,0.018,0.36,4,1,8,12.5,12.5,0.091,0.182,0,0,0.182,0.036,4
"1065","Danny Green",1610612759,"SAS",201980,"SAS",73,38,0.062,0.37,14,2,11,18.2,27.3,0.158,0.553,0.026,0,0.184,0.29,5
"1066","Danny Green",1610612759,"SAS",201980,"SAS",73,64,0.104,0.81,52,21,61,34.4,42.6,0,0.047,0,0,0.328,0.327,6
"1067","Danny Green",1610612759,"SAS",201980,"SAS",73,19,0.031,1.16,22,11,18,61.1,61.1,0,0.053,0,0,0.579,0.693,8
"1068","Danny Green",1610612759,"SAS",201980,"SAS",73,263,0.428,0.97,256,88,245,35.9,50.6,0.019,0.053,0.019,0.004,0.35,0.579,10
"1069","Danny Green",1610612759,"SAS",201980,"SAS",73,126,0.205,0.94,118,45,106,42.5,52.8,0.032,0.127,0.032,0,0.381,0.185,11
"1070","Draymond Green",1610612744,"GSW",203110,"GSW",75,49,0.044,0.84,41,14,29,48.3,50,0.184,0.265,0.163,0.041,0.408,0.671,1
"1071","Draymond Green",1610612744,"GSW",203110,"GSW",75,113,0.101,1.35,152,63,87,72.4,72.4,0.15,0.115,0.15,0.035,0.673,0.734,2
"1072","Draymond Green",1610612744,"GSW",203110,"GSW",75,15,0.013,1.13,17,7,12,58.3,70.8,0.067,0.2,0.067,0.067,0.467,0.889,3
"1073","Draymond Green",1610612744,"GSW",203110,"GSW",75,58,0.052,0.86,50,19,45,42.2,44.4,0.172,0.103,0.155,0.052,0.431,0.629,4
"1074","Draymond Green",1610612744,"GSW",203110,"GSW",75,116,0.103,0.45,52,10,13,76.9,80.8,0.19,0.698,0.026,0,0.233,0.426,5
"1075","Draymond Green",1610612744,"GSW",203110,"GSW",75,25,0.022,1.24,31,11,20,55,72.5,0.04,0.16,0.04,0,0.48,0.934,6
"1076","Draymond Green",1610612744,"GSW",203110,"GSW",75,95,0.085,0.62,59,16,52,30.8,30.8,0.242,0.253,0.2,0.042,0.347,0.151,7
"1077","Draymond Green",1610612744,"GSW",203110,"GSW",75,76,0.068,0.95,72,32,70,45.7,45.7,0.118,0,0.118,0.039,0.487,0.307,8
"1078","Draymond Green",1610612744,"GSW",203110,"GSW",75,143,0.127,1,143,49,103,47.6,53.9,0.189,0.133,0.189,0.049,0.476,0.505,9
"1079","Draymond Green",1610612744,"GSW",203110,"GSW",75,228,0.203,1.02,232,75,196,38.3,52.8,0.075,0.075,0.07,0.009,0.395,0.671,10
"1080","Draymond Green",1610612744,"GSW",203110,"GSW",75,206,0.183,0.87,179,67,123,54.5,57.7,0.15,0.277,0.136,0.024,0.442,0.125,11
"1081","Erick Green",0,"",203475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1082","Gerald Green",1610612748,"MIA",101123,"MIA",63,47,0.074,0.83,39,16,38,42.1,46.1,0.043,0.149,0.043,0,0.383,0.65,1
"1083","Gerald Green",1610612748,"MIA",101123,"MIA",63,21,0.033,0.86,18,8,18,44.4,44.4,0.048,0.095,0.048,0,0.429,0.038,2
"1084","Gerald Green",1610612748,"MIA",101123,"MIA",63,76,0.12,0.76,58,25,68,36.8,41.9,0.026,0.092,0.026,0.013,0.342,0.336,3
"1085","Gerald Green",1610612748,"MIA",101123,"MIA",63,21,0.033,0.71,15,7,21,33.3,35.7,0,0,0,0,0.333,0.304,4
"1086","Gerald Green",1610612748,"MIA",101123,"MIA",63,31,0.049,0.55,17,3,17,17.6,23.5,0.161,0.29,0.032,0,0.258,0.587,5
"1087","Gerald Green",1610612748,"MIA",101123,"MIA",63,73,0.116,0.68,50,22,65,33.8,36.9,0.027,0.082,0.014,0,0.329,0.145,6
"1088","Gerald Green",1610612748,"MIA",101123,"MIA",63,17,0.027,1.82,31,14,16,87.5,87.5,0.118,0,0.118,0.059,0.882,1,7
"1089","Gerald Green",1610612748,"MIA",101123,"MIA",63,18,0.028,1.11,20,9,16,56.3,56.3,0.111,0.056,0.111,0.056,0.556,0.631,8
"1090","Gerald Green",1610612748,"MIA",101123,"MIA",63,220,0.348,1.01,223,76,198,38.4,49.5,0.077,0.045,0.073,0.023,0.4,0.659,10
"1091","Gerald Green",1610612748,"MIA",101123,"MIA",63,107,0.169,0.99,106,35,91,38.5,48.4,0.112,0.065,0.103,0.028,0.411,0.26,11
"1092","JaMychal Green",1610612763,"MEM",203210,"MEM",71,88,0.155,1.17,103,43,70,61.4,61.4,0.136,0.102,0.136,0.034,0.591,0.433,2
"1093","JaMychal Green",1610612763,"MEM",203210,"MEM",71,18,0.032,0.78,14,6,14,42.9,42.9,0.111,0.167,0.111,0.056,0.389,0.451,4
"1094","JaMychal Green",1610612763,"MEM",203210,"MEM",71,39,0.069,0.44,17,3,8,37.5,37.5,0.205,0.615,0.051,0.026,0.256,0.399,5
"1095","JaMychal Green",1610612763,"MEM",203210,"MEM",71,81,0.143,0.81,66,21,55,38.2,38.2,0.198,0.148,0.136,0.025,0.432,0.443,7
"1096","JaMychal Green",1610612763,"MEM",203210,"MEM",71,98,0.173,1.02,100,45,89,50.6,50.6,0.102,0.01,0.082,0.02,0.52,0.438,8
"1097","JaMychal Green",1610612763,"MEM",203210,"MEM",71,90,0.158,0.93,84,37,76,48.7,48.7,0.067,0.1,0.056,0.011,0.467,0.352,9
"1098","JaMychal Green",1610612763,"MEM",203210,"MEM",71,102,0.18,0.79,81,32,89,36,44.4,0.02,0.108,0.01,0,0.324,0.219,10
"1099","JaMychal Green",1610612763,"MEM",203210,"MEM",71,49,0.086,1.22,60,23,39,59,59,0.204,0.082,0.184,0.082,0.592,0.767,11
"1100","Jeff Green",1610612746,"LAC",201145,"MEM",53,128,0.186,0.88,112,42,101,41.6,44.1,0.141,0.094,0.141,0.023,0.445,0.753,1
"1101","Jeff Green",1610612746,"LAC",201145,"LAC",20,10,0.044,0.9,9,4,8,50,50,0.3,0.1,0.3,0.2,0.5,0.806,1
"1102","Jeff Green",1610612746,"LAC",201145,"MEM",53,53,0.077,1.3,69,28,44,63.6,63.6,0.151,0.038,0.151,0.019,0.66,0.675,2
"1103","Jeff Green",1610612746,"LAC",201145,"LAC",20,11,0.048,1.45,16,8,10,80,80,0.091,0,0.091,0,0.727,0.871,2
"1104","Jeff Green",1610612746,"LAC",201145,"MEM",53,28,0.041,0.79,22,6,21,28.6,31,0.179,0.071,0.107,0,0.393,0.381,3
"1105","Jeff Green",1610612746,"LAC",201145,"MEM",53,66,0.096,1.03,68,26,55,47.3,50,0.152,0.076,0.152,0.061,0.485,0.927,4
"1106","Jeff Green",1610612746,"LAC",201145,"LAC",20,26,0.114,0.69,18,9,23,39.1,39.1,0.038,0.077,0.038,0,0.346,0.277,4
"1107","Jeff Green",1610612746,"LAC",201145,"MEM",53,38,0.055,0.53,20,2,9,22.2,27.8,0.211,0.553,0.026,0,0.263,0.539,5
"1108","Jeff Green",1610612746,"LAC",201145,"MEM",53,40,0.058,0.93,37,15,37,40.5,45.9,0.05,0.05,0.025,0.025,0.4,0.496,6
"1109","Jeff Green",1610612746,"LAC",201145,"MEM",53,58,0.084,0.84,49,19,51,37.3,37.3,0.121,0.017,0.086,0.017,0.431,0.521,7
"1110","Jeff Green",1610612746,"LAC",201145,"LAC",20,29,0.127,0.59,17,5,20,25,25,0.138,0.172,0.138,0,0.31,0.128,7
"1111","Jeff Green",1610612746,"LAC",201145,"MEM",53,35,0.051,1.06,37,16,29,55.2,55.2,0.086,0.086,0.086,0,0.543,0.502,8
"1112","Jeff Green",1610612746,"LAC",201145,"LAC",20,18,0.079,1.17,21,7,15,46.7,53.3,0.167,0,0.167,0,0.556,0.835,9
"1113","Jeff Green",1610612746,"LAC",201145,"MEM",53,23,0.033,0.78,18,8,19,42.1,42.1,0.087,0.087,0.087,0,0.391,0.112,9
"1114","Jeff Green",1610612746,"LAC",201145,"MEM",53,123,0.179,0.76,94,33,112,29.5,38.8,0.049,0.049,0.049,0.008,0.301,0.185,10
"1115","Jeff Green",1610612746,"LAC",201145,"LAC",20,72,0.316,0.81,58,20,64,31.3,42.2,0.042,0.069,0.042,0,0.319,0.25,10
"1116","Jeff Green",1610612746,"LAC",201145,"MEM",53,97,0.141,1.19,115,43,72,59.7,64.6,0.165,0.144,0.144,0.052,0.557,0.673,11
"1117","Jeff Green",1610612746,"LAC",201145,"LAC",20,39,0.171,1.18,46,18,34,52.9,55.9,0.179,0.026,0.154,0.077,0.538,0.658,11
"1118","Blake Griffin",1610612746,"LAC",201933,"LAC",30,42,0.059,1.19,50,19,31,61.3,61.3,0.167,0.143,0.167,0.048,0.571,0.989,1
"1119","Blake Griffin",1610612746,"LAC",201933,"LAC",30,35,0.05,1.63,57,24,26,92.3,92.3,0.257,0.057,0.257,0.057,0.886,0.968,2
"1120","Blake Griffin",1610612746,"LAC",201933,"LAC",30,67,0.095,1.09,73,28,56,50,51.8,0.164,0.015,0.134,0.015,0.552,0.96,4
"1121","Blake Griffin",1610612746,"LAC",201933,"LAC",30,43,0.061,0.58,25,4,9,44.4,44.4,0.279,0.535,0.023,0.023,0.326,0.623,5
"1122","Blake Griffin",1610612746,"LAC",201933,"LAC",30,17,0.024,1,17,8,15,53.3,56.7,0,0.118,0,0,0.471,0.665,6
"1123","Blake Griffin",1610612746,"LAC",201933,"LAC",30,155,0.219,0.86,133,51,118,43.2,43.2,0.161,0.103,0.129,0.026,0.465,0.575,7
