"","game_id","player_id","team_id","team_name","period","shot_distance","loc_x","loc_y"
"871","0041400315","2772","1610612745","Houston Rockets","3",2,1,7.25
"872","0041400315","2772","1610612745","Houston Rockets","3",0,0,5.35
"873","0041400315","2772","1610612745","Houston Rockets","3",26,-20.4,21.75
"874","0041400315","2772","1610612745","Houston Rockets","3",15,-0.8,20.95
"875","0041400315","2772","1610612745","Houston Rockets","4",26,18.5,23.95
"876","0041400315","2772","1610612745","Houston Rockets","4",0,-0.8,5.55
"877","0041400311","201147","1610612745","Houston Rockets","1",1,0.4,6.65
"878","0041400311","201147","1610612745","Houston Rockets","2",7,0.1,13.05
"879","0041400311","201147","1610612745","Houston Rockets","2",1,0.9,6.65
"880","0041400311","201147","1610612745","Houston Rockets","3",16,-15.8,10.55
"881","0041400311","201147","1610612745","Houston Rockets","3",3,2.8,7.55
"882","0041400311","201147","1610612745","Houston Rockets","4",26,-21.2,20.35
"883","0041400311","201147","1610612745","Houston Rockets","4",2,-1.3,7.25
"884","0041400312","201147","1610612745","Houston Rockets","1",4,-3.7,7.85
"885","0041400312","201147","1610612745","Houston Rockets","1",0,0,5.35
"886","0041400312","201147","1610612745","Houston Rockets","2",24,8.4,28.25
"887","0041400312","201147","1610612745","Houston Rockets","2",3,2.6,7.75
"888","0041400312","201147","1610612745","Houston Rockets","3",16,8.8,18.95
"889","0041400313","201147","1610612745","Houston Rockets","1",21,15.7,19.85
"890","0041400313","201147","1610612745","Houston Rockets","1",13,4.3,18.35
"891","0041400313","201147","1610612745","Houston Rockets","2",3,2.3,7.85
"892","0041400313","201147","1610612745","Houston Rockets","2",2,2.3,5.95
"893","0041400313","201147","1610612745","Houston Rockets","2",23,23.3,5.25
"894","0041400313","201147","1610612745","Houston Rockets","3",5,0.4,10.75
"895","0041400313","201147","1610612745","Houston Rockets","3",0,0,5.35
"896","0041400313","201147","1610612745","Houston Rockets","3",0,-0.7,5.65
"897","0041400313","201147","1610612745","Houston Rockets","3",24,-8.2,28.75
"898","0041400313","201147","1610612745","Houston Rockets","4",0,0,5.35
"899","0041400313","201147","1610612745","Houston Rockets","4",1,1.1,6.05
"900","0041400313","201147","1610612745","Houston Rockets","4",23,23.4,6.35
"901","0041400313","201147","1610612745","Houston Rockets","4",2,2.8,5.25
"902","0041400313","201147","1610612745","Houston Rockets","4",23,-23.5,9.65
"903","0041400313","201147","1610612745","Houston Rockets","4",7,5.1,10.25
"904","0041400314","201147","1610612745","Houston Rockets","1",0,-0.4,4.75
"905","0041400314","201147","1610612745","Houston Rockets","1",4,-0.7,9.75
"906","0041400314","201147","1610612745","Houston Rockets","2",0,0.1,5.65
"907","0041400314","201147","1610612745","Houston Rockets","4",27,-15.2,27.75
"908","0041400315","201147","1610612745","Houston Rockets","1",5,0.1,10.75
"909","0041400315","201147","1610612745","Houston Rockets","1",23,23.4,5.05
"910","0041400315","201147","1610612745","Houston Rockets","4",2,0.1,7.85
"911","0041400315","201147","1610612745","Houston Rockets","4",6,4.2,9.65
"912","0041400315","201147","1610612745","Houston Rockets","4",1,1.2,5.25
"913","0041400315","201147","1610612745","Houston Rockets","4",9,-7.3,10.85
"914","0041400315","201147","1610612745","Houston Rockets","4",2,0,7.75
"915","0041400315","201147","1610612745","Houston Rockets","4",1,-0.5,6.95
"916","0041400315","201147","1610612745","Houston Rockets","4",0,0,5.35
"917","0041400315","201147","1610612745","Houston Rockets","4",19,-19.3,5.65
"918","0041400311","203991","1610612745","Houston Rockets","1",2,-0.2,7.25
"919","0041400311","203991","1610612745","Houston Rockets","1",0,0,5.35
"920","0041400311","203991","1610612745","Houston Rockets","2",0,0,5.35
"921","0041400311","203991","1610612745","Houston Rockets","4",0,-0.4,5.85
"922","0041400314","203991","1610612745","Houston Rockets","3",0,0,5.35
"923","0041400311","201935","1610612745","Houston Rockets","1",7,-6.7,8.85
"924","0041400311","201935","1610612745","Houston Rockets","1",16,10.5,18.35
"925","0041400311","201935","1610612745","Houston Rockets","2",6,3.9,10.45
"926","0041400311","201935","1610612745","Houston Rockets","2",19,8.6,22.25
"927","0041400311","201935","1610612745","Houston Rockets","2",11,0.1,16.25
"928","0041400311","201935","1610612745","Houston Rockets","2",11,2.4,16.05
"929","0041400311","201935","1610612745","Houston Rockets","2",24,-12,26.95
"930","0041400311","201935","1610612745","Houston Rockets","3",1,-1.6,5.95
"931","0041400311","201935","1610612745","Houston Rockets","3",23,-23.2,6.15
"932","0041400311","201935","1610612745","Houston Rockets","3",20,-6.2,24.75
"933","0041400311","201935","1610612745","Houston Rockets","3",1,0.1,6.45
"934","0041400311","201935","1610612745","Houston Rockets","3",2,-1.9,7.55
"935","0041400311","201935","1610612745","Houston Rockets","4",17,11.8,18.65
"936","0041400311","201935","1610612745","Houston Rockets","4",0,0,4.95
"937","0041400311","201935","1610612745","Houston Rockets","4",16,-10.9,17.35
"938","0041400311","201935","1610612745","Houston Rockets","4",9,6.4,11.95
"939","0041400311","201935","1610612745","Houston Rockets","4",15,-0.7,21.15
"940","0041400311","201935","1610612745","Houston Rockets","4",4,-2.6,8.55
"941","0041400311","201935","1610612745","Houston Rockets","4",17,-1,23.05
"942","0041400311","201935","1610612745","Houston Rockets","4",27,-16.1,27.25
"943","0041400312","201935","1610612745","Houston Rockets","1",13,11.4,12.75
"944","0041400312","201935","1610612745","Houston Rockets","1",24,1,29.65
"945","0041400312","201935","1610612745","Houston Rockets","1",2,-2.1,6.95
"946","0041400312","201935","1610612745","Houston Rockets","1",18,-9.8,21.15
"947","0041400312","201935","1610612745","Houston Rockets","2",13,-6.2,16.75
"948","0041400312","201935","1610612745","Houston Rockets","2",26,0.4,32.15
"949","0041400312","201935","1610612745","Houston Rockets","2",12,0,17.35
"950","0041400312","201935","1610612745","Houston Rockets","2",1,-1.1,6.45
"951","0041400312","201935","1610612745","Houston Rockets","2",16,-12.2,16.45
"952","0041400312","201935","1610612745","Houston Rockets","2",25,-12.8,27.25
"953","0041400312","201935","1610612745","Houston Rockets","3",24,-0.8,30.15
"954","0041400312","201935","1610612745","Houston Rockets","3",16,14.6,12.45
"955","0041400312","201935","1610612745","Houston Rockets","3",16,-0.7,21.95
"956","0041400312","201935","1610612745","Houston Rockets","3",1,-1.1,6.45
"957","0041400312","201935","1610612745","Houston Rockets","3",15,-5.2,20.15
"958","0041400312","201935","1610612745","Houston Rockets","3",26,-10.1,29.35
"959","0041400312","201935","1610612745","Houston Rockets","4",2,-2.4,6.65
"960","0041400312","201935","1610612745","Houston Rockets","4",5,0.1,10.85
"961","0041400312","201935","1610612745","Houston Rockets","4",5,1.5,10.45
"962","0041400312","201935","1610612745","Houston Rockets","4",26,-5.2,30.95
"963","0041400312","201935","1610612745","Houston Rockets","4",0,0,5.35
"964","0041400313","201935","1610612745","Houston Rockets","1",22,-7.3,26.15
"965","0041400313","201935","1610612745","Houston Rockets","1",20,0.1,26.05
"966","0041400313","201935","1610612745","Houston Rockets","1",3,-2.7,6.75
"967","0041400313","201935","1610612745","Houston Rockets","1",25,6.9,29.35
"968","0041400313","201935","1610612745","Houston Rockets","2",25,11.1,28.25
"969","0041400313","201935","1610612745","Houston Rockets","2",10,-5.9,14.05
"970","0041400313","201935","1610612745","Houston Rockets","2",18,15.2,15.75
"971","0041400313","201935","1610612745","Houston Rockets","2",25,1,30.65
"972","0041400313","201935","1610612745","Houston Rockets","3",3,-2.9,7.15
"973","0041400313","201935","1610612745","Houston Rockets","3",25,11.3,28.05
"974","0041400313","201935","1610612745","Houston Rockets","3",3,-3.5,6.65
"975","0041400313","201935","1610612745","Houston Rockets","3",11,3.1,16.25
"976","0041400313","201935","1610612745","Houston Rockets","3",3,-2.4,7.25
"977","0041400313","201935","1610612745","Houston Rockets","3",14,5.3,18.35
"978","0041400313","201935","1610612745","Houston Rockets","3",3,-3,7.55
"979","0041400313","201935","1610612745","Houston Rockets","3",25,17.4,23.55
"980","0041400314","201935","1610612745","Houston Rockets","1",0,0.1,4.75
"981","0041400314","201935","1610612745","Houston Rockets","1",12,11.1,11.05
"982","0041400314","201935","1610612745","Houston Rockets","1",25,12.4,27.25
"983","0041400314","201935","1610612745","Houston Rockets","1",24,-13.9,24.95
"984","0041400314","201935","1610612745","Houston Rockets","1",19,0.2,24.45
"985","0041400314","201935","1610612745","Houston Rockets","2",1,-1,3.95
"986","0041400314","201935","1610612745","Houston Rockets","2",25,-10.3,28.25
"987","0041400314","201935","1610612745","Houston Rockets","3",2,2.3,5.05
"988","0041400314","201935","1610612745","Houston Rockets","3",0,0,5.35
"989","0041400314","201935","1610612745","Houston Rockets","3",25,-18.2,22.85
"990","0041400314","201935","1610612745","Houston Rockets","3",24,-4.1,29.65
"991","0041400314","201935","1610612745","Houston Rockets","3",25,-8.6,28.75
"992","0041400314","201935","1610612745","Houston Rockets","3",15,-10.1,16.75
"993","0041400314","201935","1610612745","Houston Rockets","3",24,-12.5,26.35
"994","0041400314","201935","1610612745","Houston Rockets","3",1,-0.8,4.65
"995","0041400314","201935","1610612745","Houston Rockets","3",25,-0.7,30.95
"996","0041400314","201935","1610612745","Houston Rockets","4",16,-0.8,21.65
"997","0041400314","201935","1610612745","Houston Rockets","4",6,2.9,10.85
"998","0041400314","201935","1610612745","Houston Rockets","4",25,9.7,29.35
"999","0041400314","201935","1610612745","Houston Rockets","4",1,1,4.75
"1000","0041400314","201935","1610612745","Houston Rockets","4",24,-7.1,29.15
"1001","0041400314","201935","1610612745","Houston Rockets","4",25,-19.4,21.25
"1002","0041400315","201935","1610612745","Houston Rockets","1",6,-2.3,11.55
"1003","0041400315","201935","1610612745","Houston Rockets","1",8,-7.3,10.05
"1004","0041400315","201935","1610612745","Houston Rockets","1",1,-1.5,6.35
"1005","0041400315","201935","1610612745","Houston Rockets","2",26,10.2,29.65
"1006","0041400315","201935","1610612745","Houston Rockets","2",0,0,5.35
"1007","0041400315","201935","1610612745","Houston Rockets","2",19,10.3,21.45
"1008","0041400315","201935","1610612745","Houston Rockets","3",7,-5.9,9.35
"1009","0041400315","201935","1610612745","Houston Rockets","3",2,-1.1,7.15
"1010","0041400315","201935","1610612745","Houston Rockets","4",25,-17.9,23.65
"1011","0041400315","201935","1610612745","Houston Rockets","4",0,-0.7,5.65
"1012","0041400315","201935","1610612745","Houston Rockets","4",28,7.3,32.95
"1013","0041400311","2730","1610612745","Houston Rockets","1",0,0,5.35
"1014","0041400311","2730","1610612745","Houston Rockets","1",0,0,5.35
"1015","0041400311","2730","1610612745","Houston Rockets","2",5,4.2,9.45
"1016","0041400311","2730","1610612745","Houston Rockets","2",9,0.4,14.95
"1017","0041400311","2730","1610612745","Houston Rockets","2",1,0.6,6.75
"1018","0041400311","2730","1610612745","Houston Rockets","3",10,-3.5,15.45
"1019","0041400311","2730","1610612745","Houston Rockets","3",1,-1.3,5.95
"1020","0041400312","2730","1610612745","Houston Rockets","1",3,-2.1,8.65
"1021","0041400312","2730","1610612745","Houston Rockets","1",0,0.1,5.95
"1022","0041400312","2730","1610612745","Houston Rockets","1",2,1.5,7.75
"1023","0041400312","2730","1610612745","Houston Rockets","1",2,2.3,6.35
"1024","0041400312","2730","1610612745","Houston Rockets","2",0,0,5.35
"1025","0041400312","2730","1610612745","Houston Rockets","2",3,-1,8.65
"1026","0041400312","2730","1610612745","Houston Rockets","2",0,0,5.35
"1027","0041400312","2730","1610612745","Houston Rockets","4",1,-1.1,6.15
"1028","0041400312","2730","1610612745","Houston Rockets","4",6,0,11.25
"1029","0041400312","2730","1610612745","Houston Rockets","4",0,0,5.35
"1030","0041400312","2730","1610612745","Houston Rockets","4",1,-1.6,5.65
"1031","0041400313","2730","1610612745","Houston Rockets","1",1,-0.8,6.65
"1032","0041400313","2730","1610612745","Houston Rockets","1",0,0,5.35
"1033","0041400313","2730","1610612745","Houston Rockets","1",0,0,5.35
"1034","0041400313","2730","1610612745","Houston Rockets","2",6,-6.7,5.35
"1035","0041400313","2730","1610612745","Houston Rockets","2",5,-2.1,10.55
"1036","0041400313","2730","1610612745","Houston Rockets","2",4,-0.5,9.45
"1037","0041400313","2730","1610612745","Houston Rockets","2",5,0.4,11.05
"1038","0041400313","2730","1610612745","Houston Rockets","2",2,2.6,4.75
"1039","0041400313","2730","1610612745","Houston Rockets","3",6,6.1,7.75
"1040","0041400313","2730","1610612745","Houston Rockets","3",5,0.7,10.85
"1041","0041400314","2730","1610612745","Houston Rockets","1",0,-0.2,4.75
"1042","0041400314","2730","1610612745","Houston Rockets","1",0,0,5.35
"1043","0041400314","2730","1610612745","Houston Rockets","2",6,6.1,6.35
"1044","0041400314","2730","1610612745","Houston Rockets","2",0,-0.5,5.95
"1045","0041400314","2730","1610612745","Houston Rockets","2",0,-0.8,5.55
"1046","0041400314","2730","1610612745","Houston Rockets","2",7,-7.3,5.35
"1047","0041400314","2730","1610612745","Houston Rockets","2",4,-4,4.45
"1048","0041400314","2730","1610612745","Houston Rockets","3",6,2,11.25
"1049","0041400314","2730","1610612745","Houston Rockets","3",8,8.3,7.25
"1050","0041400314","2730","1610612745","Houston Rockets","4",0,0,5.35
"1051","0041400315","2730","1610612745","Houston Rockets","1",0,0,5.35
"1052","0041400315","2730","1610612745","Houston Rockets","1",3,-0.4,8.65
"1053","0041400315","2730","1610612745","Houston Rockets","1",1,0.4,6.45
"1054","0041400315","2730","1610612745","Houston Rockets","1",6,-0.2,11.65
"1055","0041400315","2730","1610612745","Houston Rockets","1",0,0,5.35
"1056","0041400315","2730","1610612745","Houston Rockets","2",8,-2.1,13.25
"1057","0041400315","2730","1610612745","Houston Rockets","2",3,-1.5,8.95
"1058","0041400315","2730","1610612745","Houston Rockets","2",6,0.4,11.85
"1059","0041400315","2730","1610612745","Houston Rockets","2",0,0.1,5.25
"1060","0041400315","2730","1610612745","Houston Rockets","2",4,-3.5,8.05
"1061","0041400315","2730","1610612745","Houston Rockets","3",5,-2.4,10.25
"1062","0041400315","2730","1610612745","Houston Rockets","4",6,4,10.05
"1063","0041400315","2730","1610612745","Houston Rockets","4",0,0,5.35
"1064","0041400311","203093","1610612745","Houston Rockets","1",2,1.5,6.75
"1065","0041400311","203093","1610612745","Houston Rockets","1",8,1.7,14.05
"1066","0041400311","203093","1610612745","Houston Rockets","2",5,0.2,10.55
"1067","0041400311","203093","1610612745","Houston Rockets","2",28,10.5,32.15
"1068","0041400311","203093","1610612745","Houston Rockets","3",1,0.2,6.45
"1069","0041400311","203093","1610612745","Houston Rockets","3",1,1.2,5.25
"1070","0041400311","203093","1610612745","Houston Rockets","3",4,-2.7,9.15
"1071","0041400311","203093","1610612745","Houston Rockets","3",3,2.4,7.15
"1072","0041400311","203093","1610612745","Houston Rockets","4",25,-21.5,18.75
"1073","0041400311","203093","1610612745","Houston Rockets","4",4,2.1,8.95
"1074","0041400312","203093","1610612745","Houston Rockets","1",8,-6.5,10.55
"1075","0041400312","203093","1610612745","Houston Rockets","1",4,0,9.35
"1076","0041400312","203093","1610612745","Houston Rockets","1",0,0,5.35
"1077","0041400312","203093","1610612745","Houston Rockets","1",26,-12.2,28.35
"1078","0041400312","203093","1610612745","Houston Rockets","2",5,-3.7,8.95
"1079","0041400312","203093","1610612745","Houston Rockets","2",3,1.2,8.05
"1080","0041400312","203093","1610612745","Houston Rockets","2",4,-2.4,8.85
"1081","0041400312","203093","1610612745","Houston Rockets","3",7,-0.8,12.75
"1082","0041400312","203093","1610612745","Houston Rockets","3",1,-1.1,5.85
"1083","0041400312","203093","1610612745","Houston Rockets","3",2,-2.1,6.75
"1084","0041400312","203093","1610612745","Houston Rockets","3",2,1.7,6.75
"1085","0041400312","203093","1610612745","Houston Rockets","4",3,-2.5,7.25
"1086","0041400313","203093","1610612745","Houston Rockets","1",12,1,17.55
"1087","0041400313","203093","1610612745","Houston Rockets","1",5,-2.6,10.45
"1088","0041400313","203093","1610612745","Houston Rockets","4",18,12.1,19.85
"1089","0041400313","203093","1610612745","Houston Rockets","4",2,1.9,6.35
"1090","0041400313","203093","1610612745","Houston Rockets","4",18,9.9,21.45
"1091","0041400313","203093","1610612745","Houston Rockets","4",4,-1.3,9.65
"1092","0041400314","203093","1610612745","Houston Rockets","1",1,1.2,5.55
"1093","0041400314","203093","1610612745","Houston Rockets","1",4,-3.8,6.95
"1094","0041400314","203093","1610612745","Houston Rockets","2",17,17,10.25
"1095","0041400314","203093","1610612745","Houston Rockets","3",24,-11.9,26.65
"1096","0041400314","203093","1610612745","Houston Rockets","3",9,4,13.75
"1097","0041400314","203093","1610612745","Houston Rockets","3",25,14.3,26.15
"1098","0041400314","203093","1610612745","Houston Rockets","3",0,0,5.35
"1099","0041400314","203093","1610612745","Houston Rockets","4",0,-0.8,4.75
"1100","0041400314","203093","1610612745","Houston Rockets","4",6,-6.7,7.15
"1101","0041400314","203093","1610612745","Houston Rockets","4",7,1.2,12.35
"1102","0041400314","203093","1610612745","Houston Rockets","4",1,-1.3,4.95
"1103","0041400315","203093","1610612745","Houston Rockets","1",11,11,7.55
"1104","0041400315","203093","1610612745","Houston Rockets","1",3,2.6,7.25
"1105","0041400315","203093","1610612745","Houston Rockets","3",25,-2.4,30.75
"1106","0041400311","203143","1610612745","Houston Rockets","1",2,-1.8,6.35
"1107","0041400311","203143","1610612745","Houston Rockets","1",26,4.3,31.75
"1108","0041400311","203143","1610612745","Houston Rockets","2",1,1.3,6.35
"1109","0041400312","203143","1610612745","Houston Rockets","1",41,8.1,45.75
"1110","0041400312","203143","1610612745","Houston Rockets","2",26,-0.2,32.15
"1111","0041400313","203143","1610612745","Houston Rockets","1",2,-2.3,5.35
"1112","0041400313","203143","1610612745","Houston Rockets","1",26,15.9,26.85
"1113","0041400314","203143","1610612745","Houston Rockets","1",25,-10.3,29.05
"1114","0041400315","203143","1610612745","Houston Rockets","2",25,-14.2,26.35
"1115","0041400311","2746","1610612745","Houston Rockets","1",16,16,7.75
"1116","0041400311","2746","1610612745","Houston Rockets","1",9,9.1,7.25
"1117","0041400311","2746","1610612745","Houston Rockets","1",0,0.7,5.65
"1118","0041400311","2746","1610612745","Houston Rockets","1",26,-2.9,31.85
"1119","0041400311","2746","1610612745","Houston Rockets","1",16,-10.8,18.15
"1120","0041400311","2746","1610612745","Houston Rockets","1",4,-1.5,9.65
"1121","0041400311","2746","1610612745","Houston Rockets","2",24,1.8,29.95
"1122","0041400311","2746","1610612745","Houston Rockets","2",0,0,5.35
"1123","0041400311","2746","1610612745","Houston Rockets","3",23,-23.1,8.95
"1124","0041400311","2746","1610612745","Houston Rockets","3",9,-9.5,8.05
"1125","0041400311","2746","1610612745","Houston Rockets","3",24,-1.5,29.65
"1126","0041400311","2746","1610612745","Houston Rockets","3",3,-2.6,7.85
"1127","0041400311","2746","1610612745","Houston Rockets","4",7,0.4,13.05
"1128","0041400311","2746","1610612745","Houston Rockets","4",24,24.4,10.55
"1129","0041400311","2746","1610612745","Houston Rockets","4",25,-6,29.65
"1130","0041400311","2746","1610612745","Houston Rockets","4",2,-1.6,6.95
"1131","0041400312","2746","1610612745","Houston Rockets","1",6,-5.1,9.45
"1132","0041400312","2746","1610612745","Houston Rockets","1",1,1,6.95
"1133","0041400312","2746","1610612745","Houston Rockets","1",6,5.3,8.65
"1134","0041400312","2746","1610612745","Houston Rockets","1",5,-2.9,9.35
"1135","0041400312","2746","1610612745","Houston Rockets","1",9,-7.1,11.25
"1136","0041400312","2746","1610612745","Houston Rockets","1",9,0.2,15.15
"1137","0041400312","2746","1610612745","Houston Rockets","1",2,-0.7,8.05
"1138","0041400312","2746","1610612745","Houston Rockets","1",9,-3.5,14.55
"1139","0041400312","2746","1610612745","Houston Rockets","2",26,-1.8,31.35
"1140","0041400312","2746","1610612745","Houston Rockets","2",3,-2.1,8.55
"1141","0041400312","2746","1610612745","Houston Rockets","2",0,-0.2,5.95
"1142","0041400312","2746","1610612745","Houston Rockets","3",8,1.3,13.25
"1143","0041400312","2746","1610612745","Houston Rockets","3",26,-21.3,21.25
"1144","0041400312","2746","1610612745","Houston Rockets","3",10,-5.4,13.75
"1145","0041400312","2746","1610612745","Houston Rockets","4",7,5.6,9.45
"1146","0041400312","2746","1610612745","Houston Rockets","4",1,1,5.35
"1147","0041400312","2746","1610612745","Houston Rockets","4",26,-4.5,31.75
"1148","0041400313","2746","1610612745","Houston Rockets","1",2,2.4,4.75
"1149","0041400313","2746","1610612745","Houston Rockets","2",23,-23.4,4.65
"1150","0041400313","2746","1610612745","Houston Rockets","2",6,-5.1,8.95
"1151","0041400313","2746","1610612745","Houston Rockets","2",6,-1,11.55
"1152","0041400313","2746","1610612745","Houston Rockets","3",25,-9.8,28.55
"1153","0041400313","2746","1610612745","Houston Rockets","3",24,18.2,21.95
"1154","0041400313","2746","1610612745","Houston Rockets","3",1,-1.1,6.15
"1155","0041400313","2746","1610612745","Houston Rockets","3",25,-3.7,30.65
"1156","0041400313","2746","1610612745","Houston Rockets","3",18,-18.5,7.75
"1157","0041400313","2746","1610612745","Houston Rockets","3",2,2.3,6.15
"1158","0041400313","2746","1610612745","Houston Rockets","3",6,0,11.35
"1159","0041400313","2746","1610612745","Houston Rockets","4",25,5.3,29.95
"1160","0041400313","2746","1610612745","Houston Rockets","4",2,2.1,5.55
"1161","0041400313","2746","1610612745","Houston Rockets","4",1,-0.8,5.95
"1162","0041400314","2746","1610612745","Houston Rockets","1",25,1.8,30.25
"1163","0041400314","2746","1610612745","Houston Rockets","1",7,-7,7.45
"1164","0041400314","2746","1610612745","Houston Rockets","1",24,3.1,29.65
"1165","0041400314","2746","1610612745","Houston Rockets","1",24,17.7,22.85
"1166","0041400314","2746","1610612745","Houston Rockets","1",9,-9.3,5.65
"1167","0041400314","2746","1610612745","Houston Rockets","2",19,1.2,24.65
"1168","0041400314","2746","1610612745","Houston Rockets","3",5,2.6,9.75
"1169","0041400314","2746","1610612745","Houston Rockets","4",24,1.3,29.95
"1170","0041400315","2746","1610612745","Houston Rockets","1",25,0.2,31.05
"1171","0041400315","2746","1610612745","Houston Rockets","1",26,4.7,31.35
"1172","0041400315","2746","1610612745","Houston Rockets","1",3,2.6,8.05
"1173","0041400315","2746","1610612745","Houston Rockets","1",9,-3.5,14.55
"1174","0041400315","2746","1610612745","Houston Rockets","2",3,-0.8,8.85
"1175","0041400315","2746","1610612745","Houston Rockets","2",2,-2.2,6.95
"1176","0041400315","2746","1610612745","Houston Rockets","2",25,14.9,26.15
"1177","0041400315","2746","1610612745","Houston Rockets","2",25,14.6,26.15
"1178","0041400315","2746","1610612745","Houston Rockets","2",5,-5.4,7.75
"1179","0041400315","2746","1610612745","Houston Rockets","2",23,23.1,8.65
"1180","0041400315","2746","1610612745","Houston Rockets","2",5,4.2,8.85
"1181","0041400315","2746","1610612745","Houston Rockets","3",25,0.7,31.05
"1182","0041400315","2746","1610612745","Houston Rockets","3",1,-1.1,6.65
"1183","0041400315","2746","1610612745","Houston Rockets","3",26,-20.2,22.05
"1184","0041400311","1891","1610612745","Houston Rockets","1",10,4,14.65
"1185","0041400311","1891","1610612745","Houston Rockets","2",22,-22.9,5.25
"1186","0041400311","1891","1610612745","Houston Rockets","2",23,-23.2,5.25
"1187","0041400311","1891","1610612745","Houston Rockets","3",24,-23.9,10.45
"1188","0041400311","1891","1610612745","Houston Rockets","3",8,0,14.15
"1189","0041400311","1891","1610612745","Houston Rockets","3",25,11.6,27.45
"1190","0041400311","1891","1610612745","Houston Rockets","3",13,-7,16.75
"1191","0041400311","1891","1610612745","Houston Rockets","3",10,0.2,15.95
"1192","0041400311","1891","1610612745","Houston Rockets","4",16,12.3,16.25
"1193","0041400312","1891","1610612745","Houston Rockets","1",25,17,24.15
"1194","0041400312","1891","1610612745","Houston Rockets","1",11,-7,14.15
"1195","0041400312","1891","1610612745","Houston Rockets","2",26,-9.7,29.85
"1196","0041400312","1891","1610612745","Houston Rockets","3",27,-5.1,32.15
"1197","0041400312","1891","1610612745","Houston Rockets","3",8,-1,13.75
"1198","0041400312","1891","1610612745","Houston Rockets","3",26,11.9,29.45
"1199","0041400312","1891","1610612745","Houston Rockets","3",27,-13.4,29.05
"1200","0041400313","1891","1610612745","Houston Rockets","1",26,21.5,20.05
"1201","0041400313","1891","1610612745","Houston Rockets","1",0,0.6,5.25
"1202","0041400313","1891","1610612745","Houston Rockets","1",5,0.2,10.45
"1203","0041400313","1891","1610612745","Houston Rockets","1",24,23.3,12.95
"1204","0041400313","1891","1610612745","Houston Rockets","1",10,7.2,12.35
"1205","0041400313","1891","1610612745","Houston Rockets","2",25,-22.3,17.15
"1206","0041400313","1891","1610612745","Houston Rockets","2",25,-19.6,20.85
"1207","0041400314","1891","1610612745","Houston Rockets","1",0,0.1,5.35
"1208","0041400314","1891","1610612745","Houston Rockets","1",24,-17.1,22.25
"1209","0041400314","1891","1610612745","Houston Rockets","2",1,1.2,4.75
"1210","0041400314","1891","1610612745","Houston Rockets","2",1,1.3,5.05
"1211","0041400314","1891","1610612745","Houston Rockets","2",23,23.1,7.55
"1212","0041400314","1891","1610612745","Houston Rockets","2",23,-23.2,7.25
"1213","0041400314","1891","1610612745","Houston Rockets","3",24,-18,21.95
"1214","0041400314","1891","1610612745","Houston Rockets","4",25,-10.8,28.25
"1215","0041400314","1891","1610612745","Houston Rockets","4",24,22.5,15.15
"1216","0041400315","1891","1610612745","Houston Rockets","1",25,-14.7,25.75
"1217","0041400315","1891","1610612745","Houston Rockets","2",23,-23.4,7.75
"1218","0041400315","1891","1610612745","Houston Rockets","2",11,10.6,8.55
"1219","0041400315","1891","1610612745","Houston Rockets","3",25,7.5,29.35
"1220","0041400315","1891","1610612745","Houston Rockets","3",23,22.8,12.45
"1221","0041400315","1891","1610612745","Houston Rockets","3",3,-1.8,8.55
"1222","0041400315","1891","1610612745","Houston Rockets","3",25,-21,19.25
"1223","0041400315","1891","1610612745","Houston Rockets","4",26,-18,24.75
"1224","0041400315","1891","1610612745","Houston Rockets","4",11,11.6,7.75
"1225","0041400315","1891","1610612745","Houston Rockets","4",13,12.5,9.15
"1226","0041400315","1891","1610612745","Houston Rockets","4",24,24.1,8.95
"1227","0041400315","1891","1610612745","Houston Rockets","4",26,21.2,20.55
"1228","0041400315","1891","1610612745","Houston Rockets","4",15,-13.6,12.95
"1229","0041400141","2571","1610612744","Golden State Warriors","3",5,-3.7,8.85
"1230","0041400141","2571","1610612744","Golden State Warriors","3",1,-0.8,6.45
"1231","0041400141","2571","1610612744","Golden State Warriors","3",2,0,7.45
"1232","0041400142","2571","1610612744","Golden State Warriors","1",9,-8.9,7.55
"1233","0041400142","2571","1610612744","Golden State Warriors","1",0,0.2,5.85
"1234","0041400142","2571","1610612744","Golden State Warriors","2",2,1.8,7.15
"1235","0041400142","2571","1610612744","Golden State Warriors","2",4,0,9.45
"1236","0041400142","2571","1610612744","Golden State Warriors","2",2,0.9,7.45
"1237","0041400142","2571","1610612744","Golden State Warriors","2",2,1.2,6.95
"1238","0041400142","2571","1610612744","Golden State Warriors","3",9,-8.9,7.45
"1239","0041400142","2571","1610612744","Golden State Warriors","3",27,-1.9,32.45
"1240","0041400143","2571","1610612744","Golden State Warriors","1",26,17.1,25.35
"1241","0041400143","2571","1610612744","Golden State Warriors","1",24,-19.9,19.55
"1242","0041400143","2571","1610612744","Golden State Warriors","3",3,0.7,8.25
"1243","0041400143","2571","1610612744","Golden State Warriors","4",2,-1.9,5.95
"1244","0041400143","2571","1610612744","Golden State Warriors","4",20,-20.9,5.25
"1245","0041400143","2571","1610612744","Golden State Warriors","4",6,-6.4,7.15
"1246","0041400144","2571","1610612744","Golden State Warriors","2",2,-2.3,5.85
"1247","0041400144","2571","1610612744","Golden State Warriors","2",1,1.5,5.65
"1248","0041400144","2571","1610612744","Golden State Warriors","2",1,-1.5,5.25
