"","grid_type","game_id","game_event_id","player_id","player_name","team_id","team_name","period","minutes_remaining","seconds_remaining","event_type","action_type","shot_type","shot_zone_basic","shot_zone_area","shot_zone_range","shot_distance","loc_x","loc_y","shot_attempted_flag","shot_made_flag","shot_made_numeric","shot_value"
"382","Shot Chart Detail",21400348,510,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,1,34,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",8,-8.9,5.95,1,"missed",0,2
"383","Shot Chart Detail",21400348,550,201939,"Stephen Curry",1610612744,"Golden State Warriors",5,4,35,"Made Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,4.7,8.85,1,"made",1,2
"384","Shot Chart Detail",21400348,570,201939,"Stephen Curry",1610612744,"Golden State Warriors",5,3,27,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,8.8,29.45,1,"made",1,3
"385","Shot Chart Detail",21400348,591,201939,"Stephen Curry",1610612744,"Golden State Warriors",5,2,37,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-16.3,25.85,1,"made",1,3
"386","Shot Chart Detail",21400348,611,201939,"Stephen Curry",1610612744,"Golden State Warriors",5,0,33,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-2.4,6.15,1,"missed",0,2
"387","Shot Chart Detail",21400365,27,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,8,26,"Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",20,-15,19.05,1,"made",1,2
"388","Shot Chart Detail",21400365,30,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,8,1,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",29,7.7,33.75,1,"missed",0,3
"389","Shot Chart Detail",21400365,38,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,6,38,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.1,6.45,1,"made",1,2
"390","Shot Chart Detail",21400365,41,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,6,16,"Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",17,15.1,14.35,1,"missed",0,2
"391","Shot Chart Detail",21400365,57,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,4,40,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.9,5.55,1,"made",1,2
"392","Shot Chart Detail",21400365,66,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,3,10,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,11.3,28.55,1,"missed",0,3
"393","Shot Chart Detail",21400365,158,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,6,20,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.2,4.95,1,"made",1,2
"394","Shot Chart Detail",21400365,197,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,2,43,"Made Shot","Driving Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.9,5.55,1,"made",1,2
"395","Shot Chart Detail",21400365,199,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,2,9,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,22,17.65,1,"missed",0,3
"396","Shot Chart Detail",21400365,215,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,1,22,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-18.3,21.15,1,"missed",0,3
"397","Shot Chart Detail",21400365,278,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,8,16,"Made Shot","Running Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",11,2.6,16.05,1,"made",1,2
"398","Shot Chart Detail",21400365,282,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,7,33,"Missed Shot","Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.2,6.15,1,"missed",0,2
"399","Shot Chart Detail",21400365,289,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,7,6,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,-7.8,29.85,1,"missed",0,3
"400","Shot Chart Detail",21400365,302,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,5,48,"Missed Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",20,20.3,9.35,1,"missed",0,2
"401","Shot Chart Detail",21400365,342,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,2,34,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.1,5.65,1,"missed",0,2
"402","Shot Chart Detail",21400365,345,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,2,15,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-8.9,29.45,1,"made",1,3
"403","Shot Chart Detail",21400365,359,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,1,30,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,6.4,29.85,1,"missed",0,3
"404","Shot Chart Detail",21400365,361,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,1,20,"Missed Shot","Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1.2,5.95,1,"missed",0,2
"405","Shot Chart Detail",21400365,432,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,7,10,"Made Shot","Jump Bank Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",14,-12.2,12.75,1,"made",1,2
"406","Shot Chart Detail",21400365,445,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,5,55,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,21.8,19.05,1,"missed",0,3
"407","Shot Chart Detail",21400365,468,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,3,15,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",20,-20.7,3.85,1,"missed",0,2
"408","Shot Chart Detail",21400365,493,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,1,6,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.1,4.95,1,"missed",0,2
"409","Shot Chart Detail",21400365,499,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,0,38,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.7,5.65,1,"made",1,2
"410","Shot Chart Detail",21400365,519,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,0,10,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-11.9,27.95,1,"missed",0,3
"411","Shot Chart Detail",21400365,521,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,0,6,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-12.8,26.95,1,"missed",0,3
"412","Shot Chart Detail",21400382,26,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,9,44,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",24,6.4,29.05,1,"made",1,3
"413","Shot Chart Detail",21400382,46,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,7,7,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,-7,29.65,1,"missed",0,3
"414","Shot Chart Detail",21400382,51,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,6,19,"Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",12,0,17.85,1,"missed",0,2
"415","Shot Chart Detail",21400382,79,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,3,14,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",27,-17.2,26.55,1,"made",1,3
"416","Shot Chart Detail",21400382,129,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,11,3,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,17.4,24.75,1,"missed",0,3
"417","Shot Chart Detail",21400382,146,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,8,57,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.6,5.95,1,"made",1,2
"418","Shot Chart Detail",21400382,157,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,7,37,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",27,20.4,23.35,1,"made",1,3
"419","Shot Chart Detail",21400382,169,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,6,22,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",29,-4.1,34.05,1,"missed",0,3
"420","Shot Chart Detail",21400382,197,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,4,28,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",27,-20.5,24.15,1,"made",1,3
"421","Shot Chart Detail",21400382,200,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,3,57,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1.3,6.75,1,"made",1,2
"422","Shot Chart Detail",21400382,202,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,3,31,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",28,-4,33.15,1,"missed",0,3
"423","Shot Chart Detail",21400382,241,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,0,47,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,2.3,5.65,1,"made",1,2
"424","Shot Chart Detail",21400382,274,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,10,29,"Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",7,6.2,9.35,1,"missed",0,2
"425","Shot Chart Detail",21400382,286,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,9,26,"Made Shot","Putback Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-0.2,6.75,1,"made",1,2
"426","Shot Chart Detail",21400382,307,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,6,37,"Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Center(C)","8-16 ft.",14,-0.7,20.15,1,"made",1,2
"427","Shot Chart Detail",21400382,413,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,9,14,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",18,-13.3,18.65,1,"missed",0,2
"428","Shot Chart Detail",21400382,426,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,8,8,"Made Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,16.3,24.95,1,"made",1,3
"429","Shot Chart Detail",21400382,438,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,6,42,"Made Shot","Driving Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.3,5.65,1,"made",1,2
"430","Shot Chart Detail",21400382,452,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,5,30,"Missed Shot","Turnaround Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-8.9,29.85,1,"missed",0,3
"431","Shot Chart Detail",21400382,458,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,4,39,"Missed Shot","Pullup Jump shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",22,-22.8,7.75,1,"missed",0,3
"432","Shot Chart Detail",21400382,472,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,2,41,"Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Center(C)","8-16 ft.",15,4.3,20.55,1,"made",1,2
"433","Shot Chart Detail",21400382,483,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,1,39,"Made Shot","Running Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",10,-8.9,11.05,1,"made",1,2
"434","Shot Chart Detail",21400382,488,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,1,18,"Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,1.5,7.85,1,"made",1,2
"435","Shot Chart Detail",21400382,491,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,0,50,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",28,19.5,25.35,1,"missed",0,3
"436","Shot Chart Detail",21400415,18,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,10,8,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",29,-16.8,29.45,1,"missed",0,3
"437","Shot Chart Detail",21400415,46,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,7,11,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",10,9.5,10.45,1,"missed",0,2
"438","Shot Chart Detail",21400415,53,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,6,34,"Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,1.3,7.25,1,"made",1,2
"439","Shot Chart Detail",21400415,94,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,2,34,"Made Shot","Running Bank shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",7,-6,9.75,1,"made",1,2
"440","Shot Chart Detail",21400415,103,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,2,20,"Made Shot","Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0.9,6.15,1,"made",1,2
"441","Shot Chart Detail",21400415,106,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,1,55,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",28,-12.7,30.75,1,"made",1,3
"442","Shot Chart Detail",21400415,122,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,0,25,"Missed Shot","Driving Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-0.7,6.95,1,"missed",0,2
"443","Shot Chart Detail",21400415,199,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,5,25,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",28,-12.3,30.75,1,"missed",0,3
"444","Shot Chart Detail",21400415,257,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,0,32,"Made Shot","Floating Jump shot","2PT Field Goal","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",12,-7,15.75,1,"made",1,2
"445","Shot Chart Detail",21400415,268,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,11,2,"Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",18,-12.3,19.55,1,"missed",0,2
"446","Shot Chart Detail",21400415,315,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,7,38,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,21.2,20.65,1,"missed",0,3
"447","Shot Chart Detail",21400415,333,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,6,42,"Missed Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",23,-23.1,5.65,1,"missed",0,3
"448","Shot Chart Detail",21400426,17,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,9,37,"Made Shot","Running Hook Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",4,4.3,5.65,1,"made",1,2
"449","Shot Chart Detail",21400426,55,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,5,32,"Made Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-11.7,27.65,1,"made",1,3
"450","Shot Chart Detail",21400426,57,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,4,58,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,11.1,28.35,1,"missed",0,3
"451","Shot Chart Detail",21400426,75,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,3,29,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.2,5.35,1,"made",1,2
"452","Shot Chart Detail",21400426,180,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,6,54,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1,5.35,1,"made",1,2
"453","Shot Chart Detail",21400426,211,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,3,32,"Made Shot","Running Bank shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,-3,6.95,1,"made",1,2
"454","Shot Chart Detail",21400426,215,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,2,30,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,10.3,28.75,1,"missed",0,3
"455","Shot Chart Detail",21400426,237,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,0,51,"Made Shot","Floating Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",10,0.1,15.95,1,"made",1,2
"456","Shot Chart Detail",21400426,239,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,0,35,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",12,-10.1,12.45,1,"missed",0,2
"457","Shot Chart Detail",21400426,279,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,8,52,"Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",18,-8.1,22.25,1,"made",1,2
"458","Shot Chart Detail",21400426,281,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,8,30,"Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",16,9.9,18.65,1,"made",1,2
"459","Shot Chart Detail",21400426,283,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,8,2,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,-0.4,30.95,1,"made",1,3
"460","Shot Chart Detail",21400426,286,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,7,36,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",28,-13.6,29.85,1,"missed",0,3
"461","Shot Chart Detail",21400426,290,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,7,10,"Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",16,8.3,19.05,1,"made",1,2
"462","Shot Chart Detail",21400431,8,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,10,52,"Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",16,0.1,21.75,1,"made",1,2
"463","Shot Chart Detail",21400431,11,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,10,38,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,15.2,27.45,1,"made",1,3
"464","Shot Chart Detail",21400431,16,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,10,10,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,14.1,26.55,1,"missed",0,3
"465","Shot Chart Detail",21400431,214,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,4,37,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-17.5,23.35,1,"missed",0,3
"466","Shot Chart Detail",21400431,238,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,2,42,"Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",21,-17.4,17.15,1,"made",1,2
"467","Shot Chart Detail",21400431,311,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,8,30,"Made Shot","Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-2.3,4.95,1,"made",1,2
"468","Shot Chart Detail",21400431,391,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,2,19,"Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",20,-10.3,22.55,1,"made",1,2
"469","Shot Chart Detail",21400431,426,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,11,21,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-12.2,28.05,1,"missed",0,3
"470","Shot Chart Detail",21400431,433,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,10,18,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.7,5.65,1,"missed",0,2
"471","Shot Chart Detail",21400431,436,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,9,47,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Center(C)","8-16 ft.",15,-1.6,20.65,1,"missed",0,2
"472","Shot Chart Detail",21400431,462,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,7,47,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,16.3,25.35,1,"missed",0,3
"473","Shot Chart Detail",21400431,527,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,3,21,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",22,-15.5,21.45,1,"missed",0,2
"474","Shot Chart Detail",21400452,22,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,8,39,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,-0.4,31.25,1,"missed",0,3
"475","Shot Chart Detail",21400452,27,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,7,51,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",16,2.4,21.15,1,"missed",0,2
"476","Shot Chart Detail",21400452,35,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,6,45,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,21.8,18.15,1,"made",1,3
"477","Shot Chart Detail",21400452,79,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,3,57,"Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.5,5.55,1,"made",1,2
"478","Shot Chart Detail",21400452,92,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,3,13,"Made Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",17,-12.3,18.15,1,"made",1,2
"479","Shot Chart Detail",21400452,120,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,0,46,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-19.1,23.65,1,"made",1,3
"480","Shot Chart Detail",21400452,126,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,0,0,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Back Court(BC)","Back Court Shot",45,19.1,47.05,1,"missed",0,3
"481","Shot Chart Detail",21400452,212,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,4,3,"Missed Shot","Driving Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0.7,6.15,1,"missed",0,2
"482","Shot Chart Detail",21400452,239,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,2,24,"Made Shot","Driving Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.8,5.85,1,"made",1,2
"483","Shot Chart Detail",21400452,253,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,1,11,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,7.7,30.45,1,"missed",0,3
"484","Shot Chart Detail",21400452,261,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,0,50,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,20.7,21.75,1,"missed",0,3
"485","Shot Chart Detail",21400452,280,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,0,7,"Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",18,11.1,19.85,1,"missed",0,2
"486","Shot Chart Detail",21400452,304,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,9,52,"Made Shot","Pullup Jump shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",23,23,3.85,1,"made",1,3
"487","Shot Chart Detail",21400452,321,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,8,23,"Made Shot","Driving Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-1,7.25,1,"made",1,2
"488","Shot Chart Detail",21400452,342,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,6,36,"Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",21,-11.7,23.85,1,"made",1,2
"489","Shot Chart Detail",21400452,344,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,6,0,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-11.2,28.85,1,"missed",0,3
"490","Shot Chart Detail",21400452,364,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,5,0,"Made Shot","Pullup Jump shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",24,23.6,10.55,1,"made",1,3
"491","Shot Chart Detail",21400452,408,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,0,38,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-1.9,6.75,1,"missed",0,2
"492","Shot Chart Detail",21400474,41,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,6,36,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",27,-20.1,24.25,1,"missed",0,3
"493","Shot Chart Detail",21400474,58,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,4,49,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-15.7,26.85,1,"made",1,3
"494","Shot Chart Detail",21400474,80,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,3,20,"Made Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",27,-20.1,24.25,1,"made",1,3
