"","grid_type","game_id","game_event_id","player_id","player_name","team_id","team_name","period","minutes_remaining","seconds_remaining","event_type","action_type","shot_type","shot_zone_basic","shot_zone_area","shot_zone_range","shot_distance","loc_x","loc_y","shot_attempted_flag","shot_made_flag","shot_made_numeric","shot_value"
"583","Shot Chart Detail",21400582,43,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,5,55,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,-1.8,31.05,1,"missed",0,3
"584","Shot Chart Detail",21400582,185,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,3,6,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",27,-12,30.25,1,"made",1,3
"585","Shot Chart Detail",21400582,192,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,2,24,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",28,13.3,29.95,1,"made",1,3
"586","Shot Chart Detail",21400582,196,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,1,52,"Missed Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-1.8,6.65,1,"missed",0,2
"587","Shot Chart Detail",21400582,231,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,11,37,"Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Center(C)","8-16 ft.",14,-0.2,20.15,1,"made",1,2
"588","Shot Chart Detail",21400582,249,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,10,1,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-18.8,23.85,1,"missed",0,3
"589","Shot Chart Detail",21400582,277,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,6,50,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-0.5,6.75,1,"made",1,2
"590","Shot Chart Detail",21400582,306,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,4,12,"Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",20,0.2,26.15,1,"missed",0,2
"591","Shot Chart Detail",21400582,312,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,3,32,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-10.1,29.05,1,"made",1,3
"592","Shot Chart Detail",21400582,318,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,2,32,"Missed Shot","Jump Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,-1,8.25,1,"missed",0,2
"593","Shot Chart Detail",21400582,322,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,2,18,"Made Shot","Pullup Jump shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",24,-24,4.75,1,"made",1,3
"594","Shot Chart Detail",21400582,333,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,1,3,"Missed Shot","Pullup Bank shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",16,11.3,16.85,1,"missed",0,2
"595","Shot Chart Detail",21400582,431,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,4,47,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-20.5,20.15,1,"missed",0,3
"596","Shot Chart Detail",21400582,458,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,3,6,"Made Shot","Running Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",8,-0.4,13.25,1,"made",1,2
"597","Shot Chart Detail",21400582,491,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,0,26,"Made Shot","Pullup Jump shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",23,-23.9,6.75,1,"made",1,3
"598","Shot Chart Detail",21400593,8,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,10,31,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",24,0.2,29.85,1,"missed",0,3
"599","Shot Chart Detail",21400593,27,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,8,19,"Made Shot","Floating Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",7,-5.1,10.45,1,"made",1,2
"600","Shot Chart Detail",21400593,33,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,7,28,"Made Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",19,7.3,23.55,1,"made",1,2
"601","Shot Chart Detail",21400593,158,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,7,54,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,0,7.55,1,"missed",0,2
"602","Shot Chart Detail",21400593,205,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,4,46,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,-7.5,29.15,1,"missed",0,3
"603","Shot Chart Detail",21400593,236,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,2,10,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",23,2.8,29.05,1,"missed",0,3
"604","Shot Chart Detail",21400593,254,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,0,52,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,7.7,28.35,1,"missed",0,3
"605","Shot Chart Detail",21400593,296,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,9,49,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-16.6,23.05,1,"made",1,3
"606","Shot Chart Detail",21400593,307,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,8,52,"Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",19,-4.3,23.95,1,"missed",0,2
"607","Shot Chart Detail",21400593,322,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,7,0,"Made Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",23,23,8.95,1,"made",1,3
"608","Shot Chart Detail",21400593,364,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,2,37,"Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1.3,5.35,1,"made",1,2
"609","Shot Chart Detail",21400593,477,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,4,34,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",22,-20.5,13.45,1,"missed",0,2
"610","Shot Chart Detail",21400593,511,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,2,36,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1,4.75,1,"made",1,2
"611","Shot Chart Detail",21400603,18,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,10,8,"Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",22,18.9,16.55,1,"missed",0,2
"612","Shot Chart Detail",21400603,20,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,10,4,"Made Shot","Running Bank shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",6,5.8,8.95,1,"made",1,2
"613","Shot Chart Detail",21400603,68,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,6,30,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,16.5,24.65,1,"missed",0,3
"614","Shot Chart Detail",21400603,104,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,3,52,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-14.4,26.55,1,"missed",0,3
"615","Shot Chart Detail",21400603,140,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,0,59,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",24,1.3,29.65,1,"missed",0,3
"616","Shot Chart Detail",21400603,249,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,4,2,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,21.1,18.15,1,"missed",0,3
"617","Shot Chart Detail",21400603,251,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,3,57,"Missed Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",23,23.1,4.15,1,"missed",0,3
"618","Shot Chart Detail",21400603,306,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,1,19,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-13.3,28.05,1,"made",1,3
"619","Shot Chart Detail",21400603,339,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,10,43,"Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-2.1,5.85,1,"made",1,2
"620","Shot Chart Detail",21400603,359,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,8,24,"Made Shot","Running Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,-3.5,6.15,1,"made",1,2
"621","Shot Chart Detail",21400603,364,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,8,5,"Missed Shot","Running Jump Shot","2PT Field Goal","Mid-Range","Center(C)","8-16 ft.",14,0.9,19.45,1,"missed",0,2
"622","Shot Chart Detail",21400603,382,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,6,53,"Made Shot","Running Bank shot","2PT Field Goal","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",11,-7.9,13.75,1,"made",1,2
"623","Shot Chart Detail",21400603,416,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,5,5,"Made Shot","Running Bank shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",9,-8.6,8.55,1,"made",1,2
"624","Shot Chart Detail",21400603,431,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,3,44,"Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,0.9,8.55,1,"made",1,2
"625","Shot Chart Detail",21400603,559,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,6,27,"Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",19,-3.8,24.15,1,"made",1,2
"626","Shot Chart Detail",21400603,562,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,6,7,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-20.1,20.05,1,"missed",0,3
"627","Shot Chart Detail",21400603,570,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,5,33,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-16.6,23.15,1,"made",1,3
"628","Shot Chart Detail",21400603,577,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,4,45,"Missed Shot","Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.6,5.25,1,"missed",0,2
"629","Shot Chart Detail",21400615,10,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,10,35,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,1.5,6.65,1,"missed",0,2
"630","Shot Chart Detail",21400615,28,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,8,28,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",28,-20.9,24.15,1,"made",1,3
"631","Shot Chart Detail",21400615,36,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,7,33,"Made Shot","Pullup Bank shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",13,-12.7,9.75,1,"made",1,2
"632","Shot Chart Detail",21400615,66,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,4,26,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,-3.5,30.95,1,"missed",0,3
"633","Shot Chart Detail",21400615,74,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,3,16,"Made Shot","Step Back Jump shot","2PT Field Goal","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",14,-7.3,17.85,1,"made",1,2
"634","Shot Chart Detail",21400615,92,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,2,10,"Made Shot","Driving Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,2.4,6.95,1,"made",1,2
"635","Shot Chart Detail",21400615,108,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,0,1,"Missed Shot","Turnaround Fadeaway shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",33,14.1,35.15,1,"missed",0,3
"636","Shot Chart Detail",21400615,192,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,3,22,"Made Shot","Running Bank shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",12,-11.6,9.35,1,"made",1,2
"637","Shot Chart Detail",21400615,226,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,0,3,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,1.5,7.75,1,"missed",0,2
"638","Shot Chart Detail",21400615,249,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,10,0,"Made Shot","Fadeaway Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",27,17.6,26.85,1,"made",1,3
"639","Shot Chart Detail",21400615,258,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,8,54,"Made Shot","Driving Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.5,5.65,1,"made",1,2
"640","Shot Chart Detail",21400615,271,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,7,23,"Missed Shot","Turnaround Bank shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",10,10.5,7.25,1,"missed",0,2
"641","Shot Chart Detail",21400615,298,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,5,40,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",27,18.9,25.35,1,"missed",0,3
"642","Shot Chart Detail",21400636,36,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,9,13,"Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",20,-7.8,24.15,1,"made",1,2
"643","Shot Chart Detail",21400636,40,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,8,44,"Made Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",23,-22.9,8.65,1,"made",1,3
"644","Shot Chart Detail",21400636,104,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,3,59,"Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.1,5.05,1,"made",1,2
"645","Shot Chart Detail",21400636,110,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,3,39,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1.3,6.35,1,"made",1,2
"646","Shot Chart Detail",21400636,113,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,3,6,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",27,12.9,29.45,1,"missed",0,3
"647","Shot Chart Detail",21400636,231,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,5,29,"Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",19,-4,24.45,1,"made",1,2
"648","Shot Chart Detail",21400636,238,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,5,2,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-0.2,6.95,1,"missed",0,2
"649","Shot Chart Detail",21400636,390,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,4,3,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",27,-8.2,31.25,1,"missed",0,3
"650","Shot Chart Detail",21400636,413,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,2,36,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,1.3,31.25,1,"made",1,3
"651","Shot Chart Detail",21400636,433,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,0,50,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",27,11.3,29.95,1,"made",1,3
"652","Shot Chart Detail",21400636,443,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,0,2,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",22,0,27.65,1,"missed",0,2
"653","Shot Chart Detail",21400636,564,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,2,2,"Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",10,2,15.45,1,"missed",0,2
"654","Shot Chart Detail",21400651,5,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,11,19,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.7,5.65,1,"made",1,2
"655","Shot Chart Detail",21400651,17,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,9,8,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,-5.6,30.25,1,"missed",0,3
"656","Shot Chart Detail",21400651,70,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,4,22,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,2.9,31.25,1,"missed",0,3
"657","Shot Chart Detail",21400651,110,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,0,50,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",27,-11.4,29.95,1,"made",1,3
"658","Shot Chart Detail",21400651,227,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,4,24,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-1.1,7.45,1,"missed",0,2
"659","Shot Chart Detail",21400651,230,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,4,4,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,-2.9,31.55,1,"made",1,3
"660","Shot Chart Detail",21400651,235,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,3,35,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,18.1,23.55,1,"missed",0,3
"661","Shot Chart Detail",21400651,266,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,0,42,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,0.4,31.05,1,"missed",0,3
"662","Shot Chart Detail",21400651,313,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,8,42,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,11.4,29.15,1,"missed",0,3
"663","Shot Chart Detail",21400651,318,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,7,51,"Missed Shot","Jump Bank Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",12,-10,11.95,1,"missed",0,2
"664","Shot Chart Detail",21400651,330,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,6,43,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",16,-16.4,5.25,1,"missed",0,2
"665","Shot Chart Detail",21400665,34,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,7,59,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",29,16.2,29.85,1,"missed",0,3
"666","Shot Chart Detail",21400665,50,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,6,12,"Made Shot","Fadeaway Bank shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",15,14.9,9.15,1,"made",1,2
"667","Shot Chart Detail",21400665,254,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,1,9,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,-1,30.25,1,"missed",0,3
"668","Shot Chart Detail",21400665,301,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,10,40,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,-5.2,31.55,1,"made",1,3
"669","Shot Chart Detail",21400665,307,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,10,3,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-2.1,5.85,1,"missed",0,2
"670","Shot Chart Detail",21400665,319,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,8,53,"Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",16,-0.4,21.45,1,"made",1,2
"671","Shot Chart Detail",21400665,334,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,7,1,"Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",21,-20.9,9.95,1,"missed",0,2
"672","Shot Chart Detail",21400665,363,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,4,15,"Missed Shot","Pullup Jump shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",23,23.3,8.65,1,"missed",0,3
"673","Shot Chart Detail",21400665,378,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,2,28,"Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",18,1,23.55,1,"made",1,2
"674","Shot Chart Detail",21400665,385,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,1,54,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",19,-14.1,18.95,1,"missed",0,2
"675","Shot Chart Detail",21400665,393,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,1,38,"Made Shot","Driving Slam Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,5.35,1,"made",1,2
"676","Shot Chart Detail",21400665,483,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,4,45,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",27,14,28.55,1,"missed",0,3
"677","Shot Chart Detail",21400665,503,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,3,6,"Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",18,-15,15.65,1,"missed",0,2
"678","Shot Chart Detail",21400665,521,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,2,24,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1.5,5.35,1,"made",1,2
"679","Shot Chart Detail",21400665,527,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,1,45,"Missed Shot","Running Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",4,-2.9,8.25,1,"missed",0,2
"680","Shot Chart Detail",21400665,539,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,1,5,"Missed Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,0.1,7.25,1,"missed",0,2
"681","Shot Chart Detail",21400679,13,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,10,3,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",27,-14.7,28.85,1,"made",1,3
"682","Shot Chart Detail",21400679,15,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,9,35,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",27,-7.9,31.85,1,"missed",0,3
"683","Shot Chart Detail",21400679,81,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,3,29,"Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",9,9.1,8.35,1,"missed",0,2
"684","Shot Chart Detail",21400679,91,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,2,47,"Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,0,7.55,1,"made",1,2
"685","Shot Chart Detail",21400679,97,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,2,0,"Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",18,6.1,22.75,1,"made",1,2
"686","Shot Chart Detail",21400679,102,201939,"Stephen Curry",1610612744,"Golden State Warriors",1,1,25,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,7.5,30.95,1,"made",1,3
"687","Shot Chart Detail",21400679,185,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,5,40,"Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-18.3,24.95,1,"missed",0,3
"688","Shot Chart Detail",21400679,198,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,4,9,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",18,-13,17.95,1,"missed",0,2
"689","Shot Chart Detail",21400679,231,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,0,51,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-0.5,7.25,1,"missed",0,2
"690","Shot Chart Detail",21400679,243,201939,"Stephen Curry",1610612744,"Golden State Warriors",2,0,0,"Missed Shot","Pullup Jump shot","3PT Field Goal","Backcourt","Back Court(BC)","Back Court Shot",55,-13.4,58.65,1,"missed",0,3
"691","Shot Chart Detail",21400679,272,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,9,35,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0.9,6.95,1,"made",1,2
"692","Shot Chart Detail",21400679,284,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,8,27,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-13.4,26.15,1,"missed",0,3
"693","Shot Chart Detail",21400679,321,201939,"Stephen Curry",1610612744,"Golden State Warriors",3,4,11,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,20.1,20.55,1,"missed",0,3
"694","Shot Chart Detail",21400679,365,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,11,25,"Made Shot","Floating Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",10,-0.2,15.65,1,"made",1,2
"695","Shot Chart Detail",21400679,391,201939,"Stephen Curry",1610612744,"Golden State Warriors",4,9,49,"Missed Shot","Running Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",16,9.4,19.25,1,"missed",0,2
