"","player_id","player_name","team_id","team_name","period","minutes_remaining","seconds_remaining","shot_zone_basic","shot_zone_area","shot_zone_range","shot_distance","loc_x","loc_y","shot_made_numeric","shot_value","time","shot_type","shot_zone"
"390",201939,"Stephen Curry",1610612744,"Golden State Warriors",1,6,16,"Mid-Range","Right Side(R)","16-24 ft.",17,15.1,14.35,0,2,344,"Jump",3
"391",201939,"Stephen Curry",1610612744,"Golden State Warriors",1,4,40,"Restricted Area","Center(C)","Less Than 8 ft.",0,0.9,5.55,1,2,440,"Layup",1
"392",201939,"Stephen Curry",1610612744,"Golden State Warriors",1,3,10,"Above the Break 3","Right Side Center(RC)","24+ ft.",25,11.3,28.55,0,3,530,"Jump",4
"393",201939,"Stephen Curry",1610612744,"Golden State Warriors",2,6,20,"Restricted Area","Center(C)","Less Than 8 ft.",0,-0.2,4.95,1,2,1060,"Layup",1
"394",201939,"Stephen Curry",1610612744,"Golden State Warriors",2,2,43,"Restricted Area","Center(C)","Less Than 8 ft.",0,0.9,5.55,1,2,1277,"Layup",1
"395",201939,"Stephen Curry",1610612744,"Golden State Warriors",2,2,9,"Above the Break 3","Right Side Center(RC)","24+ ft.",25,22,17.65,0,3,1311,"Jump",4
"396",201939,"Stephen Curry",1610612744,"Golden State Warriors",2,1,22,"Above the Break 3","Left Side Center(LC)","24+ ft.",24,-18.3,21.15,0,3,1358,"Jump",4
"397",201939,"Stephen Curry",1610612744,"Golden State Warriors",3,8,16,"In The Paint (Non-RA)","Center(C)","8-16 ft.",11,2.6,16.05,1,2,1664,"Jump",2
"398",201939,"Stephen Curry",1610612744,"Golden State Warriors",3,7,33,"Restricted Area","Center(C)","Less Than 8 ft.",0,-0.2,6.15,0,2,1707,"Layup",1
"399",201939,"Stephen Curry",1610612744,"Golden State Warriors",3,7,6,"Above the Break 3","Center(C)","24+ ft.",25,-7.8,29.85,0,3,1734,"Jump",4
"400",201939,"Stephen Curry",1610612744,"Golden State Warriors",3,5,48,"Mid-Range","Right Side(R)","16-24 ft.",20,20.3,9.35,0,2,1812,"Jump",3
"401",201939,"Stephen Curry",1610612744,"Golden State Warriors",3,2,34,"Restricted Area","Center(C)","Less Than 8 ft.",1,-1.1,5.65,0,2,2006,"Layup",1
"402",201939,"Stephen Curry",1610612744,"Golden State Warriors",3,2,15,"Above the Break 3","Left Side Center(LC)","24+ ft.",25,-8.9,29.45,1,3,2025,"Jump",4
"403",201939,"Stephen Curry",1610612744,"Golden State Warriors",3,1,30,"Above the Break 3","Center(C)","24+ ft.",25,6.4,29.85,0,3,2070,"Jump",4
"404",201939,"Stephen Curry",1610612744,"Golden State Warriors",3,1,20,"Restricted Area","Center(C)","Less Than 8 ft.",1,1.2,5.95,0,2,2080,"Layup",1
"405",201939,"Stephen Curry",1610612744,"Golden State Warriors",4,7,10,"Mid-Range","Left Side(L)","8-16 ft.",14,-12.2,12.75,1,2,2450,"Jump",2
"406",201939,"Stephen Curry",1610612744,"Golden State Warriors",4,5,55,"Above the Break 3","Right Side Center(RC)","24+ ft.",25,21.8,19.05,0,3,2525,"Jump",4
"407",201939,"Stephen Curry",1610612744,"Golden State Warriors",4,3,15,"Mid-Range","Left Side(L)","16-24 ft.",20,-20.7,3.85,0,2,2685,"Jump",3
"408",201939,"Stephen Curry",1610612744,"Golden State Warriors",4,1,6,"Restricted Area","Center(C)","Less Than 8 ft.",1,-1.1,4.95,0,2,2814,"Layup",1
"409",201939,"Stephen Curry",1610612744,"Golden State Warriors",4,0,38,"Restricted Area","Center(C)","Less Than 8 ft.",0,0.7,5.65,1,2,2842,"Layup",1
"410",201939,"Stephen Curry",1610612744,"Golden State Warriors",4,0,10,"Above the Break 3","Left Side Center(LC)","24+ ft.",25,-11.9,27.95,0,3,2870,"Jump",4
"411",201939,"Stephen Curry",1610612744,"Golden State Warriors",4,0,6,"Above the Break 3","Left Side Center(LC)","24+ ft.",25,-12.8,26.95,0,3,2874,"Jump",4
"412",201939,"Stephen Curry",1610612744,"Golden State Warriors",1,9,44,"Above the Break 3","Center(C)","24+ ft.",24,6.4,29.05,1,3,136,"Jump",4
"413",201939,"Stephen Curry",1610612744,"Golden State Warriors",1,7,7,"Above the Break 3","Center(C)","24+ ft.",25,-7,29.65,0,3,293,"Jump",4
"414",201939,"Stephen Curry",1610612744,"Golden State Warriors",1,6,19,"In The Paint (Non-RA)","Center(C)","8-16 ft.",12,0,17.85,0,2,341,"Jump",2
"415",201939,"Stephen Curry",1610612744,"Golden State Warriors",1,3,14,"Above the Break 3","Left Side Center(LC)","24+ ft.",27,-17.2,26.55,1,3,526,"Jump",4
"416",201939,"Stephen Curry",1610612744,"Golden State Warriors",2,11,3,"Above the Break 3","Right Side Center(RC)","24+ ft.",26,17.4,24.75,0,3,777,"Jump",4
"417",201939,"Stephen Curry",1610612744,"Golden State Warriors",2,8,57,"Restricted Area","Center(C)","Less Than 8 ft.",0,0.6,5.95,1,2,903,"Layup",1
"418",201939,"Stephen Curry",1610612744,"Golden State Warriors",2,7,37,"Above the Break 3","Right Side Center(RC)","24+ ft.",27,20.4,23.35,1,3,983,"Jump",4
"419",201939,"Stephen Curry",1610612744,"Golden State Warriors",2,6,22,"Above the Break 3","Center(C)","24+ ft.",29,-4.1,34.05,0,3,1058,"Jump",4
"420",201939,"Stephen Curry",1610612744,"Golden State Warriors",2,4,28,"Above the Break 3","Left Side Center(LC)","24+ ft.",27,-20.5,24.15,1,3,1172,"Jump",4
"421",201939,"Stephen Curry",1610612744,"Golden State Warriors",2,3,57,"Restricted Area","Center(C)","Less Than 8 ft.",1,1.3,6.75,1,2,1203,"Layup",1
"422",201939,"Stephen Curry",1610612744,"Golden State Warriors",2,3,31,"Above the Break 3","Center(C)","24+ ft.",28,-4,33.15,0,3,1229,"Jump",4
"423",201939,"Stephen Curry",1610612744,"Golden State Warriors",2,0,47,"Restricted Area","Center(C)","Less Than 8 ft.",2,2.3,5.65,1,2,1393,"Layup",1
"424",201939,"Stephen Curry",1610612744,"Golden State Warriors",3,10,29,"In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",7,6.2,9.35,0,2,1531,"Jump",1
"425",201939,"Stephen Curry",1610612744,"Golden State Warriors",3,9,26,"Restricted Area","Center(C)","Less Than 8 ft.",1,-0.2,6.75,1,2,1594,"Layup",1
"426",201939,"Stephen Curry",1610612744,"Golden State Warriors",3,6,37,"Mid-Range","Center(C)","8-16 ft.",14,-0.7,20.15,1,2,1763,"Jump",2
"427",201939,"Stephen Curry",1610612744,"Golden State Warriors",4,9,14,"Mid-Range","Left Side Center(LC)","16-24 ft.",18,-13.3,18.65,0,2,2326,"Jump",3
"428",201939,"Stephen Curry",1610612744,"Golden State Warriors",4,8,8,"Above the Break 3","Right Side Center(RC)","24+ ft.",25,16.3,24.95,1,3,2392,"Jump",4
"429",201939,"Stephen Curry",1610612744,"Golden State Warriors",4,6,42,"Restricted Area","Center(C)","Less Than 8 ft.",1,-1.3,5.65,1,2,2478,"Layup",1
"430",201939,"Stephen Curry",1610612744,"Golden State Warriors",4,5,30,"Above the Break 3","Left Side Center(LC)","24+ ft.",26,-8.9,29.85,0,3,2550,"Jump",4
