player_name,shot_zone_range,shot_type
Donatas Motiejunas,Less Than 8 ft.,Bank
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,16-24 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,8-16 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,8-16 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Bank
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,8-16 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,8-16 ft.,Jump
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,8-16 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,8-16 ft.,Jump
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,8-16 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Bank
Donatas Motiejunas,8-16 ft.,Jump
Donatas Motiejunas,8-16 ft.,Others
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,8-16 ft.,Jump
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,8-16 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,8-16 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,8-16 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,8-16 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,8-16 ft.,Jump
Donatas Motiejunas,8-16 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,8-16 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,8-16 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,8-16 ft.,Jump
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,8-16 ft.,Others
Donatas Motiejunas,8-16 ft.,Jump
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,8-16 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,8-16 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,8-16 ft.,Jump
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,8-16 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,8-16 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,16-24 ft.,Jump
Donatas Motiejunas,8-16 ft.,Jump
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,Less Than 8 ft.,Bank
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Bank
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,8-16 ft.,Jump
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,8-16 ft.,Jump
Donatas Motiejunas,8-16 ft.,Others
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,16-24 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,8-16 ft.,Jump
Donatas Motiejunas,8-16 ft.,Others
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,8-16 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,8-16 ft.,Others
Donatas Motiejunas,8-16 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,8-16 ft.,Jump
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,8-16 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,8-16 ft.,Jump
Donatas Motiejunas,8-16 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,8-16 ft.,Others
Donatas Motiejunas,8-16 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,16-24 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Bank
Donatas Motiejunas,8-16 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,8-16 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,8-16 ft.,Jump
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,8-16 ft.,Jump
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,8-16 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,Less Than 8 ft.,Layup
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,24+ ft.,Jump
Donatas Motiejunas,Less Than 8 ft.,Others
Donatas Motiejunas,Less Than 8 ft.,Others
Dwyane Wade,24+ ft.,Jump
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,24+ ft.,Jump
Dwyane Wade,24+ ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Others
Dwyane Wade,24+ ft.,Jump
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Bank
Dwyane Wade,8-16 ft.,Others
Dwyane Wade,8-16 ft.,Others
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Others
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,24+ ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Others
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,24+ ft.,Jump
Dwyane Wade,24+ ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Others
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,24+ ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,24+ ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Others
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Others
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,8-16 ft.,Bank
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,8-16 ft.,Others
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,24+ ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,16-24 ft.,Others
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Bank
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,24+ ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Others
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,24+ ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Others
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,8-16 ft.,Others
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,24+ ft.,Jump
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,24+ ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Others
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,16-24 ft.,Bank
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Others
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Others
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Bank
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Others
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Bank
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,24+ ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,8-16 ft.,Others
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Others
Dwyane Wade,8-16 ft.,Bank
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,24+ ft.,Jump
Dwyane Wade,24+ ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,24+ ft.,Jump
Dwyane Wade,8-16 ft.,Bank
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,8-16 ft.,Others
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,24+ ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,8-16 ft.,Others
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,16-24 ft.,Others
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Others
Dwyane Wade,24+ ft.,Jump
Dwyane Wade,8-16 ft.,Others
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,24+ ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Others
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,24+ ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,24+ ft.,Jump
Dwyane Wade,24+ ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,24+ ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,24+ ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,Less Than 8 ft.,Layup
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,Less Than 8 ft.,Jump
Dwyane Wade,24+ ft.,Jump
Dwyane Wade,24+ ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,16-24 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
Dwyane Wade,8-16 ft.,Jump
