"","person_id","display_last_comma_first","display_first_last","rosterstatus","from_year","to_year","playercode","team_id","team_city","team_name","team_abbreviation","team_code","games_played_flag","name"
"99",203496,"Covington, Robert","Robert Covington",TRUE,2013,2015,"robert_covington",1610612755,"Philadelphia","76ers","PHI","sixers","Y","Robert Covington"
"100",203459,"Crabbe, Allen","Allen Crabbe",TRUE,2013,2015,"allen_crabbe",1610612757,"Portland","Trail Blazers","POR","blazers","Y","Allen Crabbe"
"101",2037,"Crawford, Jamal","Jamal Crawford",TRUE,2000,2015,"jamal_crawford",1610612746,"Los Angeles","Clippers","LAC","clippers","Y","Jamal Crawford"
"102",203109,"Crowder, Jae","Jae Crowder",TRUE,2012,2015,"jae_crowder",1610612738,"Boston","Celtics","BOS","celtics","Y","Jae Crowder"
"103",201967,"Cunningham, Dante","Dante Cunningham",TRUE,2009,2015,"dante_cunningham",1610612740,"New Orleans","Pelicans","NOP","pelicans","Y","Dante Cunningham"
"104",203099,"Cunningham, Jared","Jared Cunningham",TRUE,2012,2015,"jared_cunningham",1610612749,"Milwaukee","Bucks","MIL","bucks","Y","Jared Cunningham"
"105",203552,"Curry, Seth","Seth Curry",TRUE,2013,2015,"seth_curry",1610612758,"Sacramento","Kings","SAC","kings","Y","Seth Curry"
"106",201939,"Curry, Stephen","Stephen Curry",TRUE,2009,2015,"stephen_curry",1610612744,"Golden State","Warriors","GSW","warriors","Y","Stephen Curry"
"107",203584,"Daniels, Troy","Troy Daniels",TRUE,2013,2015,"troy_daniels",1610612766,"Charlotte","Hornets","CHA","hornets","Y","Troy Daniels"
"108",203076,"Davis, Anthony","Anthony Davis",TRUE,2012,2015,"anthony_davis",1610612740,"New Orleans","Pelicans","NOP","pelicans","Y","Anthony Davis"
"109",202334,"Davis, Ed","Ed Davis",TRUE,2010,2015,"ed_davis",1610612757,"Portland","Trail Blazers","POR","blazers","Y","Ed Davis"
"110",1626183,"Dawson, Branden","Branden Dawson",TRUE,2015,2015,"branden_dawson",1610612746,"Los Angeles","Clippers","LAC","clippers","Y","Branden Dawson"
"111",201942,"DeRozan, DeMar","DeMar DeRozan",TRUE,2009,2015,"demar_derozan",1610612761,"Toronto","Raptors","TOR","raptors","Y","DeMar DeRozan"
"112",203473,"Dedmon, Dewayne","Dewayne Dedmon",TRUE,2013,2015,"dewayne_dedmon",1610612753,"Orlando","Magic","ORL","magic","Y","Dewayne Dedmon"
"113",1626214,"Dejean-Jones, Bryce","Bryce Dejean-Jones",TRUE,2015,2015,"bryce_dejean-jones",1610612740,"New Orleans","Pelicans","NOP","pelicans","Y","Bryce Dejean-Jones"
"114",1626155,"Dekker, Sam","Sam Dekker",TRUE,2015,2015,"sam_dekker",1610612745,"Houston","Rockets","HOU","rockets","Y","Sam Dekker"
"115",203521,"Dellavedova, Matthew","Matthew Dellavedova",TRUE,2013,2015,"matthew_dellavedova",1610612739,"Cleveland","Cavaliers","CLE","cavaliers","Y","Matthew Dellavedova"
"116",2736,"Deng, Luol","Luol Deng",TRUE,2004,2015,"luol_deng",1610612748,"Miami","Heat","MIA","heat","Y","Luol Deng"
"117",2564,"Diaw, Boris","Boris Diaw",TRUE,2003,2015,"boris_diaw",1610612759,"San Antonio","Spurs","SAS","spurs","Y","Boris Diaw"
"118",203476,"Dieng, Gorgui","Gorgui Dieng",TRUE,2013,2015,"gorgui_dieng",1610612750,"Minnesota","Timberwolves","MIN","timberwolves","Y","Gorgui Dieng"
"119",203915,"Dinwiddie, Spencer","Spencer Dinwiddie",TRUE,2014,2015,"spencer_dinwiddie",1610612765,"Detroit","Pistons","DET","pistons","Y","Spencer Dinwiddie"
"120",201962,"Douglas, Toney","Toney Douglas",TRUE,2009,2015,"toney_douglas",1610612740,"New Orleans","Pelicans","NOP","pelicans","Y","Toney Douglas"
"121",201609,"Dragic, Goran","Goran Dragic",TRUE,2008,2015,"goran_dragic",1610612748,"Miami","Heat","MIA","heat","Y","Goran Dragic"
"122",203083,"Drummond, Andre","Andre Drummond",TRUE,2012,2015,"andre_drummond",1610612765,"Detroit","Pistons","DET","pistons","Y","Andre Drummond"
"123",201162,"Dudley, Jared","Jared Dudley",TRUE,2007,2015,"jared_dudley",1610612764,"Washington","Wizards","WAS","wizards","Y","Jared Dudley"
"124",1626251,"Dukan, Duje","Duje Dukan",TRUE,2015,2015,"duje_dukan",1610612758,"Sacramento","Kings","SAC","kings","Y","Duje Dukan"
"125",1495,"Duncan, Tim","Tim Duncan",TRUE,1997,2015,"tim_duncan",1610612759,"San Antonio","Spurs","SAS","spurs","Y","Tim Duncan"
"126",2399,"Dunleavy, Mike","Mike Dunleavy",TRUE,2002,2015,"mike_dunleavy",1610612741,"Chicago","Bulls","CHI","bulls","Y","Mike Dunleavy"
"127",201142,"Durant, Kevin","Kevin Durant",TRUE,2007,2015,"kevin_durant",1610612760,"Oklahoma City","Thunder","OKC","thunder","Y","Kevin Durant"
"128",203921,"Early, Cleanthony","Cleanthony Early",TRUE,2014,2015,"cleanthony_early",1610612752,"New York","Knicks","NYK","knicks","Y","Cleanthony Early"
"129",204067,"Eddie, Jarell","Jarell Eddie",TRUE,2015,2015,"jarell_eddie",1610612764,"Washington","Wizards","WAS","wizards","Y","Jarell Eddie"
"130",201961,"Ellington, Wayne","Wayne Ellington",TRUE,2009,2015,"wayne_ellington",1610612751,"Brooklyn","Nets","BKN","nets","Y","Wayne Ellington"
"131",101145,"Ellis, Monta","Monta Ellis",TRUE,2005,2015,"monta_ellis",1610612754,"Indiana","Pacers","IND","pacers","Y","Monta Ellis"
"132",203954,"Embiid, Joel","Joel Embiid",TRUE,2014,2015,"joel_embiid",1610612755,"Philadelphia","76ers","PHI","sixers","N","Joel Embiid"
"133",203516,"Ennis, James","James Ennis",TRUE,2014,2015,"james_ennis",1610612740,"New Orleans","Pelicans","NOP","pelicans","Y","James Ennis"
"134",203898,"Ennis, Tyler","Tyler Ennis",TRUE,2014,2015,"tyler_ennis",1610612749,"Milwaukee","Bucks","MIL","bucks","Y","Tyler Ennis"
"135",202379,"Evans, Jeremy","Jeremy Evans",TRUE,2010,2015,"jeremy_evans",1610612742,"Dallas","Mavericks","DAL","mavericks","Y","Jeremy Evans"
"136",201936,"Evans, Tyreke","Tyreke Evans",TRUE,2009,2015,"tyreke_evans",1610612740,"New Orleans","Pelicans","NOP","pelicans","Y","Tyreke Evans"
"137",203957,"Exum, Dante","Dante Exum",TRUE,2014,2015,"dante_exum",1610612762,"Utah","Jazz","UTA","jazz","Y","Dante Exum"
"138",203105,"Ezeli, Festus","Festus Ezeli",TRUE,2012,2015,"festus_ezeli",1610612744,"Golden State","Warriors","GSW","warriors","Y","Festus Ezeli"
"139",202702,"Faried, Kenneth","Kenneth Faried",TRUE,2011,2015,"kenneth_faried",1610612743,"Denver","Nuggets","DEN","nuggets","Y","Kenneth Faried"
"140",200770,"Farmar, Jordan","Jordan Farmar",TRUE,2006,2015,"jordan_farmar",1610612763,"Memphis","Grizzlies","MEM","grizzlies","Y","Jordan Farmar"
"141",202324,"Favors, Derrick","Derrick Favors",TRUE,2010,2015,"derrick_favors",1610612762,"Utah","Jazz","UTA","jazz","Y","Derrick Favors"
"142",1626245,"Felicio, Cristiano","Cristiano Felicio",TRUE,2015,2015,"cristiano_felicio",1610612741,"Chicago","Bulls","CHI","bulls","Y","Cristiano Felicio"
"143",101109,"Felton, Raymond","Raymond Felton",TRUE,2005,2015,"raymond_felton",1610612742,"Dallas","Mavericks","DAL","mavericks","Y","Raymond Felton"
"144",203095,"Fournier, Evan","Evan Fournier",TRUE,2012,2015,"evan_fournier",1610612753,"Orlando","Magic","ORL","magic","Y","Evan Fournier"
"145",200751,"Foye, Randy","Randy Foye",TRUE,2006,2015,"randy_foye",1610612760,"Oklahoma City","Thunder","OKC","thunder","Y","Randy Foye"
"146",204025,"Frazier, Tim","Tim Frazier",TRUE,2014,2015,"tim_frazier",1610612740,"New Orleans","Pelicans","NOP","pelicans","Y","Tim Frazier"
"147",202690,"Fredette, Jimmer","Jimmer Fredette",FALSE,2011,2015,"jimmer_fredette",0,"","","","","Y","Jimmer Fredette"
"148",101112,"Frye, Channing","Channing Frye",TRUE,2005,2015,"channing_frye",1610612739,"Cleveland","Cavaliers","CLE","cavaliers","Y","Channing Frye"
"149",201568,"Gallinari, Danilo","Danilo Gallinari",TRUE,2008,2015,"danilo_gallinari",1610612743,"Denver","Nuggets","DEN","nuggets","Y","Danilo Gallinari"
"150",204038,"Galloway, Langston","Langston Galloway",TRUE,2014,2015,"langston_galloway",1610612752,"New York","Knicks","NYK","knicks","Y","Langston Galloway"
"151",708,"Garnett, Kevin","Kevin Garnett",TRUE,1995,2015,"kevin_garnett",1610612750,"Minnesota","Timberwolves","MIN","timberwolves","Y","Kevin Garnett"
"152",201188,"Gasol, Marc","Marc Gasol",TRUE,2008,2015,"marc_gasol",1610612763,"Memphis","Grizzlies","MEM","grizzlies","Y","Marc Gasol"
"153",2200,"Gasol, Pau","Pau Gasol",TRUE,2001,2015,"pau_gasol",1610612741,"Chicago","Bulls","CHI","bulls","Y","Pau Gasol"
"154",200752,"Gay, Rudy","Rudy Gay",TRUE,2006,2015,"rudy_gay",1610612758,"Sacramento","Kings","SAC","kings","Y","Rudy Gay"
"155",202087,"Gee, Alonzo","Alonzo Gee",TRUE,2009,2015,"alonzo_gee",1610612740,"New Orleans","Pelicans","NOP","pelicans","Y","Alonzo Gee"
"156",202331,"George, Paul","Paul George",TRUE,2010,2015,"paul_george",1610612754,"Indiana","Pacers","IND","pacers","Y","Paul George"
"157",201959,"Gibson, Taj","Taj Gibson",TRUE,2009,2015,"taj_gibson",1610612741,"Chicago","Bulls","CHI","bulls","Y","Taj Gibson"
"158",1938,"Ginobili, Manu","Manu Ginobili",TRUE,2002,2015,"emanuel_ginobili",1610612759,"San Antonio","Spurs","SAS","spurs","Y","Manu Ginobili"
"159",203497,"Gobert, Rudy","Rudy Gobert",TRUE,2013,2015,"rudy_gobert",1610612762,"Utah","Jazz","UTA","jazz","Y","Rudy Gobert"
"160",2400,"Gooden, Drew","Drew Gooden",TRUE,2002,2015,"drew_gooden",1610612764,"Washington","Wizards","WAS","wizards","Y","Drew Gooden"
"161",203462,"Goodwin, Archie","Archie Goodwin",TRUE,2013,2015,"archie_goodwin",1610612756,"Phoenix","Suns","PHX","suns","Y","Archie Goodwin"
"162",203932,"Gordon, Aaron","Aaron Gordon",TRUE,2014,2015,"aaron_gordon",1610612753,"Orlando","Magic","ORL","magic","Y","Aaron Gordon"
"163",201569,"Gordon, Eric","Eric Gordon",TRUE,2008,2015,"eric_gordon",1610612740,"New Orleans","Pelicans","NOP","pelicans","Y","Eric Gordon"
"164",101162,"Gortat, Marcin","Marcin Gortat",TRUE,2007,2015,"marcin_gortat",1610612764,"Washington","Wizards","WAS","wizards","Y","Marcin Gortat"
"165",202726,"Goudelock, Andrew","Andrew Goudelock",TRUE,2011,2015,"andrew_goudelock",1610612745,"Houston","Rockets","HOU","rockets","Y","Andrew Goudelock"
"166",203924,"Grant, Jerami","Jerami Grant",TRUE,2014,2015,"jerami_grant",1610612755,"Philadelphia","76ers","PHI","sixers","Y","Jerami Grant"
"167",1626170,"Grant, Jerian","Jerian Grant",TRUE,2015,2015,"jerian_grant",1610612752,"New York","Knicks","NYK","knicks","Y","Jerian Grant"
