"","group_set","player1","player2","player3","player4","player5","group_name","team_id","team_abbreviation","gp","w","l","w_pct","min","off_rating","def_rating","net_rating","ast_pct","ast_to","ast_ratio","oreb_pct","dreb_pct","reb_pct","tm_tov_pct","efg_pct","ts_pct","pace","pie","group_quantity"
"1","Lineups","201599 "," 101108",NA,NA,NA,"Jordan,DeAndre - Paul,Chris","1610612746","LAC","82","56","26","0.683","2554","116.7","102.4","14.3","0.646","2.33","20.2","0.262","0.763","0.523","0.121","0.563","0.59","96.83","0.585",2
"2","Lineups","2772 "," 201935",NA,NA,NA,"Ariza,Trevor - Harden,James","1610612745","HOU","81","56","25","0.691","2282","106.7","101.5","5.2","0.594","1.32","16.5","0.278","0.733","0.504","0.168","0.518","0.56","98.32","0.51",2
"3","Lineups","101162 "," 202322",NA,NA,NA,"Gortat,Marcin - Wall,John","1610612764","WAS","79","45","34","0.57","2279","103.8","97.3","6.5","0.643","1.78","19.2","0.235","0.783","0.515","0.147","0.512","0.543","97.34","0.55",2
"4","Lineups","201933 "," 101108",NA,NA,NA,"Griffin,Blake - Paul,Chris","1610612746","LAC","67","47","20","0.701","2166","116.7","103.7","13","0.649","2.29","20.1","0.256","0.757","0.515","0.121","0.558","0.592","97.12","0.58",2
"5","Lineups","202339 "," 202693",NA,NA,NA,"Bledsoe,Eric - Morris,Markieff","1610612756","PHX","81","39","42","0.481","2160","104.5","101.1","3.4","0.526","1.35","16.1","0.242","0.744","0.499","0.158","0.516","0.552","98.82","0.524",2
"6","Lineups","101108 "," 200755",NA,NA,NA,"Paul,Chris - Redick,JJ","1610612746","LAC","78","55","23","0.705","2158","115.8","101.9","13.9","0.664","2.24","20.4","0.251","0.765","0.521","0.126","0.563","0.593","97.65","0.587",2
"7","Lineups","201587 "," 203081",NA,NA,NA,"Batum,Nicolas - Lillard,Damian","1610612757","POR","71","43","28","0.606","2154","107.3","103.2","4.1","0.565","1.68","17","0.254","0.752","0.508","0.135","0.509","0.547","97.05","0.525",2
"8","Lineups","200746 "," 203081",NA,NA,NA,"Aldridge,LaMarcus - Lillard,Damian","1610612757","POR","71","48","23","0.676","2139","108.1","103.2","4.9","0.549","1.68","16.6","0.258","0.756","0.51","0.132","0.507","0.548","96.51","0.529",2
"9","Lineups","201939 "," 203110",NA,NA,NA,"Curry,Stephen - Green,Draymond","1610612744","GSW","77","64","13","0.831","2124","114.2","96.2","18","0.666","2.08","20.7","0.235","0.756","0.506","0.138","0.565","0.594","102.39","0.6",2
"10","Lineups","201599 "," 200755",NA,NA,NA,"Jordan,DeAndre - Redick,JJ","1610612746","LAC","78","55","23","0.705","2119","115.7","101.1","14.7","0.669","2.31","20.6","0.263","0.769","0.526","0.125","0.56","0.587","96.85","0.589",2
"11","Lineups","2440 "," 101108",NA,NA,NA,"Barnes,Matt - Paul,Chris","1610612746","LAC","76","51","25","0.671","2055","115.8","102.3","13.5","0.648","2.26","20.2","0.265","0.754","0.52","0.125","0.56","0.587","97.72","0.582",2
"12","Lineups","202681 "," 201567",NA,NA,NA,"Irving,Kyrie - Love,Kevin","1610612739","CLE","69","49","20","0.71","2004","110.7","102.1","8.5","0.598","1.69","18","0.267","0.744","0.511","0.145","0.532","0.571","95.22","0.542",2
"13","Lineups","2199 "," 101145",NA,NA,NA,"Chandler,Tyson - Ellis,Monta","1610612742","DAL","74","47","27","0.635","2003","107.8","102.2","5.5","0.58","1.72","17.8","0.238","0.73","0.487","0.139","0.524","0.557","97.88","0.534",2
"14","Lineups","201939 "," 202691",NA,NA,NA,"Curry,Stephen - Thompson,Klay","1610612744","GSW","76","64","12","0.842","2000","115.4","97.1","18.3","0.662","2.12","20.8","0.236","0.753","0.506","0.136","0.57","0.598","102.36","0.598",2
"15","Lineups","2440 "," 201599",NA,NA,NA,"Barnes,Matt - Jordan,DeAndre","1610612746","LAC","76","51","25","0.671","1996","115.9","102.2","13.7","0.653","2.29","20.4","0.273","0.755","0.523","0.125","0.56","0.585","97.16","0.582",2
"16","Lineups","203110 "," 202691",NA,NA,NA,"Green,Draymond - Thompson,Klay","1610612744","GSW","74","61","13","0.824","1969","114.6","95.7","18.8","0.663","2.1","20.7","0.234","0.75","0.505","0.136","0.566","0.595","101.44","0.604",2
"17","Lineups","201933 "," 201599",NA,NA,NA,"Griffin,Blake - Jordan,DeAndre","1610612746","LAC","67","47","20","0.701","1957","118.1","102.8","15.4","0.657","2.37","20.6","0.268","0.761","0.525","0.121","0.566","0.597","96.44","0.592",2
"18","Lineups","201163 "," 201951",NA,NA,NA,"Chandler,Wilson - Lawson,Ty","1610612743","DEN","71","27","44","0.38","1939","105.1","108.2","-3.1","0.582","1.63","16.9","0.271","0.769","0.509","0.14","0.496","0.535","99.48","0.472",2
"19","Lineups","201188 "," 201584",NA,NA,NA,"Gasol,Marc - Lee,Courtney","1610612763","MEM","76","51","25","0.671","1939","105.2","102.4","2.7","0.585","1.64","17.6","0.232","0.756","0.498","0.143","0.505","0.551","94.5","0.534",2
"20","Lineups","101145 "," 202718",NA,NA,NA,"Ellis,Monta - Parsons,Chandler","1610612742","DAL","65","41","24","0.631","1932","109","103.4","5.6","0.581","1.78","18","0.239","0.712","0.476","0.136","0.531","0.563","98.19","0.532",2
"21","Lineups","201144 "," 201188",NA,NA,NA,"Conley,Mike - Gasol,Marc","1610612763","MEM","70","47","23","0.671","1925","105.9","101.1","4.8","0.577","1.64","17.2","0.241","0.759","0.502","0.14","0.501","0.55","93.95","0.54",2
"22","Lineups","202710 "," 2200",NA,NA,NA,"Butler,Jimmy - Gasol,Pau","1610612741","CHI","61","38","23","0.623","1914","105.6","103","2.6","0.601","1.64","17.1","0.266","0.734","0.51","0.14","0.491","0.54","96.1","0.539",2
"23","Lineups","203076 "," 201936",NA,NA,NA,"Davis,Anthony - Evans,Tyreke","1610612740","NOP","65","37","28","0.569","1914","108.3","104","4.3","0.58","1.81","17.7","0.281","0.761","0.519","0.134","0.511","0.545","94.51","0.526",2
"24","Lineups","203506 "," 202696",NA,NA,NA,"Oladipo,Victor - Vucevic,Nikola","1610612753","ORL","64","18","46","0.281","1898","101.6","106.9","-5.4","0.568","1.55","17.1","0.237","0.773","0.494","0.148","0.498","0.529","96.25","0.461",2
"25","Lineups","200746 "," 201587",NA,NA,NA,"Aldridge,LaMarcus - Batum,Nicolas","1610612757","POR","63","41","22","0.651","1887","108.1","102.8","5.3","0.563","1.75","17.1","0.256","0.756","0.512","0.132","0.511","0.549","96.44","0.533",2
"26","Lineups","201188 "," 2216",NA,NA,NA,"Gasol,Marc - Randolph,Zach","1610612763","MEM","71","51","20","0.718","1875","106.4","101.5","5","0.569","1.65","17.2","0.254","0.764","0.512","0.14","0.502","0.549","93.32","0.545",2
"27","Lineups","201143 "," 2594",NA,NA,NA,"Horford,Al - Korver,Kyle","1610612737","ATL","73","56","17","0.767","1873","110.7","100.8","9.9","0.727","2.17","22.2","0.204","0.728","0.48","0.142","0.557","0.588","95.92","0.567",2
"28","Lineups","200794 "," 201952",NA,NA,NA,"Millsap,Paul - Teague,Jeff","1610612737","ATL","68","50","18","0.735","1867","109","101.1","7.9","0.663","1.85","19.6","0.214","0.733","0.479","0.144","0.537","0.576","97.66","0.553",2
"29","Lineups","202339 "," 200782",NA,NA,NA,"Bledsoe,Eric - Tucker,PJ","1610612756","PHX","77","36","41","0.468","1854","103.7","101.7","2","0.512","1.33","15.3","0.255","0.736","0.496","0.152","0.501","0.538","98.16","0.506",2
"30","Lineups","203484 "," 203083",NA,NA,NA,"Caldwell-Pope,Kentavious - Drummond,Andre","1610612765","DET","82","32","50","0.39","1832","105.3","104.8","0.5","0.587","1.64","17.3","0.307","0.755","0.524","0.147","0.504","0.527","95.56","0.488",2
"31","Lineups","1718 "," 202322",NA,NA,NA,"Pierce,Paul - Wall,John","1610612764","WAS","71","39","32","0.549","1826","103.6","98.2","5.4","0.644","1.68","18.9","0.23","0.787","0.509","0.153","0.512","0.547","97.91","0.541",2
"32","Lineups","202324 "," 202330",NA,NA,NA,"Favors,Derrick - Hayward,Gordon","1610612762","UTA","70","32","38","0.457","1816","106.2","103.7","2.5","0.58","1.54","17.2","0.28","0.772","0.527","0.151","0.51","0.546","92.93","0.521",2
"33","Lineups","202681 "," 2544",NA,NA,NA,"Irving,Kyrie - James,LeBron","1610612739","CLE","65","49","16","0.754","1811","113.4","103.1","10.4","0.588","1.66","18.1","0.263","0.749","0.514","0.148","0.552","0.59","95.51","0.553",2
"34","Lineups","2544 "," 201567",NA,NA,NA,"James,LeBron - Love,Kevin","1610612739","CLE","64","47","17","0.734","1790","112.6","102","10.6","0.61","1.74","18.5","0.268","0.748","0.517","0.145","0.545","0.583","94.69","0.56",2
"35","Lineups","201960 "," 200794",NA,NA,NA,"Carroll,DeMarre - Millsap,Paul","1610612737","ATL","66","50","16","0.758","1788","108.9","101.4","7.5","0.671","1.83","19.7","0.215","0.727","0.477","0.146","0.537","0.577","97.23","0.551",2
"36","Lineups","203901 "," 202696",NA,NA,NA,"Payton,Elfrid - Vucevic,Nikola","1610612753","ORL","74","21","53","0.284","1778","102.5","106.8","-4.3","0.572","1.58","17.3","0.249","0.754","0.494","0.147","0.499","0.53","96.64","0.468",2
"37","Lineups","200752 "," 203463",NA,NA,NA,"Gay,Rudy - McLemore,Ben","1610612758","SAC","68","25","43","0.368","1769","105","104.8","0.1","0.532","1.27","15.6","0.263","0.768","0.523","0.16","0.504","0.555","98.48","0.502",2
"38","Lineups","201933 "," 200755",NA,NA,NA,"Griffin,Blake - Redick,JJ","1610612746","LAC","64","46","18","0.719","1750","116.3","103","13.3","0.672","2.27","20.6","0.253","0.767","0.519","0.126","0.561","0.595","97.51","0.583",2
"39","Lineups","203078 "," 202322",NA,NA,NA,"Beal,Bradley - Wall,John","1610612764","WAS","61","36","25","0.59","1721","105.2","97.3","7.8","0.636","1.77","19.2","0.234","0.783","0.515","0.148","0.521","0.552","96.81","0.554",2
"40","Lineups","203084 "," 201939",NA,NA,NA,"Barnes,Harrison - Curry,Stephen","1610612744","GSW","80","67","13","0.838","1720","113.6","95.7","17.9","0.656","1.99","20.3","0.237","0.759","0.508","0.141","0.563","0.591","102.22","0.594",2
"41","Lineups","202699 "," 203506",NA,NA,NA,"Harris,Tobias - Oladipo,Victor","1610612753","ORL","58","17","41","0.293","1704","100.9","108.2","-7.4","0.558","1.52","16.6","0.23","0.76","0.488","0.144","0.492","0.525","95.27","0.453",2
"42","Lineups","202699 "," 202696",NA,NA,NA,"Harris,Tobias - Vucevic,Nikola","1610612753","ORL","60","16","44","0.267","1702","99.5","106.8","-7.3","0.573","1.5","16.9","0.232","0.77","0.492","0.15","0.489","0.52","95.8","0.455",2
"43","Lineups","201960 "," 201952",NA,NA,NA,"Carroll,DeMarre - Teague,Jeff","1610612737","ATL","66","49","17","0.742","1697","108.2","100.7","7.5","0.674","1.84","19.7","0.213","0.725","0.476","0.146","0.532","0.573","97.71","0.552",2
"44","Lineups","203476 "," 203952",NA,NA,NA,"Dieng,Gorgui - Wiggins,Andrew","1610612750","MIN","73","16","57","0.219","1690","100.6","110.4","-9.7","0.598","1.46","16.8","0.278","0.698","0.481","0.154","0.47","0.52","96.42","0.456",2
"45","Lineups","2594 "," 200794",NA,NA,NA,"Korver,Kyle - Millsap,Paul","1610612737","ATL","69","53","16","0.768","1689","111.3","101.7","9.5","0.687","1.95","20.9","0.209","0.736","0.484","0.147","0.56","0.594","96.96","0.564",2
"46","Lineups","201584 "," 2216",NA,NA,NA,"Lee,Courtney - Randolph,Zach","1610612763","MEM","66","47","19","0.712","1684","105.2","101.7","3.4","0.575","1.65","17.3","0.245","0.75","0.5","0.14","0.499","0.545","93.96","0.539",2
"47","Lineups","203506 "," 203901",NA,NA,NA,"Oladipo,Victor - Payton,Elfrid","1610612753","ORL","71","22","49","0.31","1680","102.7","106.4","-3.7","0.567","1.64","17.1","0.248","0.758","0.494","0.141","0.496","0.527","96.74","0.472",2
"48","Lineups","2199 "," 202718",NA,NA,NA,"Chandler,Tyson - Parsons,Chandler","1610612742","DAL","63","39","24","0.619","1670","109","102.7","6.3","0.581","1.78","18","0.25","0.735","0.49","0.137","0.527","0.559","97","0.536",2
"49","Lineups","2440 "," 201933",NA,NA,NA,"Barnes,Matt - Griffin,Blake","1610612746","LAC","63","43","20","0.683","1666","117.1","102.1","14.9","0.655","2.36","20.5","0.266","0.753","0.519","0.121","0.562","0.591","97.55","0.59",2
"50","Lineups","201600 "," 201936",NA,NA,NA,"Asik,Omer - Evans,Tyreke","1610612740","NOP","74","41","33","0.554","1665","105.2","103.3","1.9","0.605","1.67","18","0.285","0.783","0.531","0.149","0.506","0.536","93.27","0.509",2
"51","Lineups","2207 "," 101114",NA,NA,NA,"Johnson,Joe - Williams,Deron","1610612751","BKN","65","34","31","0.523","1665","105.9","104.4","1.5","0.566","1.8","17.2","0.235","0.753","0.49","0.128","0.504","0.54","94.84","0.5",2
"52","Lineups","203084 "," 202691",NA,NA,NA,"Barnes,Harrison - Thompson,Klay","1610612744","GSW","77","64","13","0.831","1661","112.8","97.4","15.4","0.652","2.01","20.4","0.228","0.758","0.504","0.14","0.562","0.589","101.57","0.582",2
"53","Lineups","202702 "," 201951",NA,NA,NA,"Faried,Kenneth - Lawson,Ty","1610612743","DEN","69","29","40","0.42","1656","107.1","107.1","0","0.583","1.7","17.1","0.279","0.776","0.516","0.137","0.502","0.541","99.17","0.491",2
"54","Lineups","202693 "," 200782",NA,NA,NA,"Morris,Markieff - Tucker,PJ","1610612756","PHX","78","36","42","0.462","1656","103.7","101.8","1.9","0.509","1.3","15.3","0.258","0.745","0.503","0.155","0.503","0.541","98.4","0.509",2
"55","Lineups","2772 "," 202700",NA,NA,NA,"Ariza,Trevor - Motiejunas,Donatas","1610612745","HOU","71","48","23","0.676","1648","104.5","100.2","4.3","0.612","1.37","17.2","0.277","0.739","0.506","0.169","0.513","0.549","97.91","0.51",2
"56","Lineups","2440 "," 200755",NA,NA,NA,"Barnes,Matt - Redick,JJ","1610612746","LAC","72","50","22","0.694","1633","116.2","100.4","15.9","0.676","2.36","21","0.263","0.767","0.527","0.124","0.564","0.591","98.04","0.597",2
"57","Lineups","2207 "," 201572",NA,NA,NA,"Johnson,Joe - Lopez,Brook","1610612751","BKN","71","33","38","0.465","1631","102.7","106.5","-3.8","0.542","1.66","16.2","0.229","0.757","0.487","0.129","0.485","0.526","94.64","0.472",2
"58","Lineups","101162 "," 1718",NA,NA,NA,"Gortat,Marcin - Pierce,Paul","1610612764","WAS","73","40","33","0.548","1629","103","98.3","4.8","0.65","1.71","19.3","0.227","0.788","0.509","0.153","0.513","0.545","97.27","0.535",2
"59","Lineups","201935 "," 202700",NA,NA,NA,"Harden,James - Motiejunas,Donatas","1610612745","HOU","70","48","22","0.686","1618","105.9","101","4.9","0.592","1.34","16.7","0.274","0.733","0.501","0.168","0.518","0.557","98.17","0.508",2
"60","Lineups","2594 "," 201952",NA,NA,NA,"Korver,Kyle - Teague,Jeff","1610612737","ATL","68","51","17","0.75","1612","112.9","99.3","13.5","0.685","2.08","21.1","0.219","0.734","0.488","0.14","0.562","0.595","97.14","0.585",2
"61","Lineups","201163 "," 202702",NA,NA,NA,"Chandler,Wilson - Faried,Kenneth","1610612743","DEN","72","28","44","0.389","1593","106.6","108.3","-1.7","0.582","1.68","17.1","0.281","0.78","0.52","0.139","0.502","0.538","98.57","0.48",2
"62","Lineups","1495 "," 201980",NA,NA,NA,"Duncan,Tim - Green,Danny","1610612759","SAS","77","53","24","0.688","1583","107.7","97.5","10.2","0.621","1.83","19.1","0.222","0.779","0.511","0.141","0.531","0.564","96.07","0.563",2
"63","Lineups","201144 "," 201584",NA,NA,NA,"Conley,Mike - Lee,Courtney","1610612763","MEM","65","43","22","0.662","1580","105.6","102.7","2.9","0.587","1.69","17.6","0.233","0.741","0.488","0.139","0.502","0.549","94.39","0.532",2
"64","Lineups","1495 "," 2225",NA,NA,NA,"Duncan,Tim - Parker,Tony","1610612759","SAS","67","48","19","0.716","1580","107.2","100.7","6.4","0.63","1.93","19.3","0.212","0.775","0.501","0.135","0.524","0.562","96.03","0.543",2
"65","Lineups","202335 "," 101150",NA,NA,NA,"Patterson,Patrick - Williams,Lou","1610612761","TOR","79","48","31","0.608","1575","112.2","105.5","6.6","0.533","1.77","15.8","0.268","0.733","0.494","0.118","0.512","0.561","95.7","0.521",2
"66","Lineups","201144 "," 2216",NA,NA,NA,"Conley,Mike - Randolph,Zach","1610612763","MEM","60","43","17","0.717","1564","106.5","99.1","7.4","0.56","1.67","16.9","0.246","0.765","0.507","0.135","0.498","0.548","93.72","0.554",2
"67","Lineups","201936 "," 201569",NA,NA,NA,"Evans,Tyreke - Gordon,Eric","1610612740","NOP","59","34","25","0.576","1564","106.8","105.4","1.4","0.599","1.73","17.8","0.276","0.746","0.508","0.14","0.507","0.542","93.21","0.507",2
"68","Lineups","202326 "," 203463",NA,NA,NA,"Cousins,DeMarcus - McLemore,Ben","1610612758","SAC","59","23","36","0.39","1558","104","101.7","2.3","0.566","1.27","16.3","0.251","0.756","0.522","0.169","0.507","0.559","98.35","0.532",2
"69","Lineups","203081 "," 202083",NA,NA,NA,"Lillard,Damian - Matthews,Wesley","1610612757","POR","60","41","19","0.683","1558","108.6","98.6","9.9","0.563","1.68","16.7","0.259","0.763","0.516","0.134","0.51","0.552","97.62","0.556",2
"70","Lineups","203504 "," 202330",NA,NA,NA,"Burke,Trey - Hayward,Gordon","1610612762","UTA","72","34","38","0.472","1546","105.4","106.6","-1.2","0.559","1.51","16.2","0.283","0.76","0.516","0.144","0.495","0.536","94.71","0.496",2
"71","Lineups","200768 "," 202685",NA,NA,NA,"Lowry,Kyle - Valanciunas,Jonas","1610612761","TOR","68","41","27","0.603","1529","105.3","104.8","0.5","0.532","1.51","16.3","0.25","0.743","0.503","0.143","0.508","0.545","95.38","0.498",2
"72","Lineups","203084 "," 203110",NA,NA,NA,"Barnes,Harrison - Green,Draymond","1610612744","GSW","79","64","15","0.81","1521","113.7","94.8","18.9","0.659","2.02","20.6","0.225","0.761","0.506","0.141","0.569","0.595","101.92","0.601",2
"73","Lineups","203484 "," 202328",NA,NA,NA,"Caldwell-Pope,Kentavious - Monroe,Greg","1610612765","DET","69","25","44","0.362","1520","103.3","104.7","-1.4","0.556","1.53","15.9","0.3","0.754","0.515","0.141","0.482","0.514","95.53","0.477",2
"74","Lineups","201167 "," 201951",NA,NA,NA,"Afflalo,Arron - Lawson,Ty","1610612743","DEN","51","20","31","0.392","1514","103.5","105.9","-2.4","0.583","1.55","16.8","0.28","0.76","0.515","0.147","0.49","0.528","98.36","0.478",2
"75","Lineups","201976 "," 201935",NA,NA,NA,"Beverley,Patrick - Harden,James","1610612745","HOU","55","35","20","0.636","1509","106","103","3","0.59","1.33","16.6","0.27","0.741","0.501","0.167","0.518","0.557","98.74","0.493",2
"76","Lineups","203078 "," 101162",NA,NA,NA,"Beal,Bradley - Gortat,Marcin","1610612764","WAS","63","37","26","0.587","1506","104.7","96.9","7.9","0.653","1.83","19.9","0.235","0.791","0.52","0.149","0.524","0.55","96.52","0.553",2
"77","Lineups","101161 "," 200768",NA,NA,NA,"Johnson,Amir - Lowry,Kyle","1610612761","TOR","65","39","26","0.6","1506","107.2","104","3.2","0.56","1.6","16.9","0.269","0.733","0.508","0.142","0.513","0.55","96.07","0.512",2
"78","Lineups","2399 "," 2200",NA,NA,NA,"Dunleavy,Mike - Gasol,Pau","1610612741","CHI","59","39","20","0.661","1501","105.2","101.1","4.1","0.625","1.82","17.9","0.251","0.748","0.51","0.133","0.492","0.537","94.79","0.544",2
"79","Lineups","203463 "," 201574",NA,NA,NA,"McLemore,Ben - Thompson,Jason","1610612758","SAC","81","29","52","0.358","1495","101.4","103.4","-2","0.547","1.36","16","0.238","0.767","0.508","0.154","0.494","0.536","97.19","0.494",2
"80","Lineups","2403 "," 202322",NA,NA,NA,"Hilario,Nene - Wall,John","1610612764","WAS","66","37","29","0.561","1489","103.7","96.8","6.9","0.649","1.63","19","0.233","0.792","0.518","0.159","0.514","0.55","96.81","0.556",2
"81","Lineups","201579 "," 203524",NA,NA,NA,"Hibbert,Roy - Hill,Solomon","1610612754","IND","76","34","42","0.447","1485","98.3","103.1","-4.8","0.593","1.51","16.8","0.239","0.782","0.513","0.148","0.473","0.512","93.6","0.483",2
"82","Lineups","101145 "," 1717",NA,NA,NA,"Ellis,Monta - Nowitzki,Dirk","1610612742","DAL","76","47","29","0.618","1483","110","104.6","5.4","0.573","1.82","17.9","0.227","0.733","0.479","0.132","0.532","0.568","97.09","0.533",2
"83","Lineups","1495 "," 202695",NA,NA,NA,"Duncan,Tim - Leonard,Kawhi","1610612759","SAS","61","45","16","0.738","1478","108.9","97.5","11.3","0.618","1.97","19.1","0.221","0.774","0.506","0.132","0.526","0.565","96.1","0.568",2
"84","Lineups","202699 "," 203901",NA,NA,NA,"Harris,Tobias - Payton,Elfrid","1610612753","ORL","68","20","48","0.294","1476","101.3","107.1","-5.8","0.562","1.57","16.8","0.244","0.748","0.492","0.143","0.493","0.523","95.94","0.467",2
"85","Lineups","203081 "," 201577",NA,NA,NA,"Lillard,Damian - Lopez,Robin","1610612757","POR","59","38","21","0.644","1476","106.3","103.7","2.5","0.555","1.63","16.7","0.243","0.759","0.513","0.137","0.507","0.546","95.78","0.521",2
"86","Lineups","201143 "," 201952",NA,NA,NA,"Horford,Al - Teague,Jeff","1610612737","ATL","70","50","20","0.714","1475","109","100.2","8.8","0.701","1.96","21","0.213","0.733","0.485","0.148","0.545","0.579","96.94","0.56",2
"87","Lineups","202695 "," 2225",NA,NA,NA,"Leonard,Kawhi - Parker,Tony","1610612759","SAS","59","43","16","0.729","1475","109.1","98.6","10.5","0.613","1.92","19.1","0.221","0.781","0.512","0.134","0.53","0.569","95.95","0.564",2
"88","Lineups","101127 "," 2207",NA,NA,NA,"Jack,Jarrett - Johnson,Joe","1610612751","BKN","78","36","42","0.462","1468","99.6","108.4","-8.8","0.557","1.45","16","0.209","0.736","0.473","0.144","0.484","0.525","94.27","0.45",2
"89","Lineups","203504 "," 202324",NA,NA,NA,"Burke,Trey - Favors,Derrick","1610612762","UTA","70","32","38","0.457","1467","104.8","104.4","0.4","0.577","1.54","16.9","0.273","0.765","0.518","0.148","0.502","0.538","93.73","0.509",2
"90","Lineups","203507 "," 203114",NA,NA,NA,"Antetokounmpo,Giannis - Middleton,Khris","1610612749","MIL","75","39","36","0.52","1442","102.7","96.7","6","0.612","1.47","17.7","0.269","0.741","0.508","0.164","0.499","0.539","95.48","0.543",2
"91","Lineups","202340 "," 202323",NA,NA,NA,"Bradley,Avery - Turner,Evan","1610612738","BOS","75","36","39","0.48","1435","98.9","103.6","-4.7","0.608","1.75","17.7","0.234","0.754","0.49","0.136","0.475","0.509","98.58","0.472",2
"92","Lineups","2736 "," 2548",NA,NA,NA,"Deng,Luol - Wade,Dwyane","1610612748","MIA","57","27","30","0.474","1422","106.1","105.6","0.4","0.554","1.54","16.8","0.254","0.735","0.501","0.145","0.514","0.552","93.93","0.515",2
"93","Lineups","200746 "," 202083",NA,NA,NA,"Aldridge,LaMarcus - Matthews,Wesley","1610612757","POR","53","38","15","0.717","1420","108","99.4","8.6","0.556","1.69","16.5","0.258","0.757","0.514","0.131","0.505","0.548","97.42","0.554",2
"94","Lineups","201960 "," 201143",NA,NA,NA,"Carroll,DeMarre - Horford,Al","1610612737","ATL","67","50","17","0.746","1420","107.4","101.7","5.8","0.708","1.89","21","0.215","0.729","0.484","0.154","0.54","0.574","97.12","0.547",2
"95","Lineups","2772 "," 201976",NA,NA,NA,"Ariza,Trevor - Beverley,Patrick","1610612745","HOU","56","35","21","0.625","1416","105.3","102.7","2.6","0.604","1.38","17","0.272","0.737","0.499","0.166","0.516","0.552","98.34","0.492",2
"96","Lineups","201586 "," 201566",NA,NA,NA,"Ibaka,Serge - Westbrook,Russell","1610612760","OKC","49","30","19","0.612","1412","108.1","102.2","5.9","0.542","1.44","16.3","0.297","0.755","0.54","0.152","0.511","0.556","99.52","0.535",2
"97","Lineups","203524 "," 2561",NA,NA,NA,"Hill,Solomon - West,David","1610612754","IND","66","32","34","0.485","1401","99.9","104.1","-4.1","0.621","1.67","17.6","0.232","0.784","0.506","0.142","0.477","0.518","94.83","0.486",2
"98","Lineups","101106 "," 201939",NA,NA,NA,"Bogut,Andrew - Curry,Stephen","1610612744","GSW","66","58","8","0.879","1399","113.9","95.5","18.4","0.672","2.01","21.1","0.231","0.777","0.517","0.146","0.574","0.599","100.65","0.597",2
"99","Lineups","201942 "," 200768",NA,NA,NA,"DeRozan,DeMar - Lowry,Kyle","1610612761","TOR","48","31","17","0.646","1395","106.6","102.8","3.8","0.525","1.53","15.7","0.242","0.733","0.489","0.135","0.504","0.55","95.85","0.512",2
"100","Lineups","201960 "," 2594",NA,NA,NA,"Carroll,DeMarre - Korver,Kyle","1610612737","ATL","66","51","15","0.773","1393","110.5","100","10.5","0.704","2.02","21.4","0.204","0.727","0.477","0.146","0.557","0.59","97.26","0.57",2
"101","Lineups","203497 "," 202330",NA,NA,NA,"Gobert,Rudy - Hayward,Gordon","1610612762","UTA","76","35","41","0.461","1391","102.2","96.6","5.6","0.571","1.21","15.6","0.297","0.786","0.547","0.173","0.49","0.532","92.96","0.539",2
"102","Lineups","203897 "," 203952",NA,NA,NA,"LaVine,Zach - Wiggins,Andrew","1610612750","MIN","74","14","60","0.189","1376","98.5","114.1","-15.6","0.563","1.29","15.8","0.261","0.682","0.468","0.162","0.47","0.518","95.64","0.423",2
"103","Lineups","203076 "," 201569",NA,NA,NA,"Davis,Anthony - Gordon,Eric","1610612740","NOP","48","29","19","0.604","1375","109.1","104.2","4.9","0.62","1.95","18.8","0.267","0.737","0.503","0.133","0.517","0.553","94.06","0.529",2
"104","Lineups","201941 "," 202325",NA,NA,NA,"Hill,Jordan - Johnson,Wesley","1610612747","LAL","63","18","45","0.286","1374","99.6","108.8","-9.2","0.581","1.57","16.7","0.253","0.76","0.498","0.143","0.472","0.511","97.22","0.447",2
"105","Lineups","201601 "," 203457",NA,NA,NA,"Mbah a Moute,Luc - Noel,Nerlens","1610612755","PHI","64","16","48","0.25","1373","92.3","99","-6.7","0.632","1.26","16.4","0.227","0.731","0.473","0.174","0.465","0.494","96.61","0.452",2
"106","Lineups","202339 "," 202694",NA,NA,NA,"Bledsoe,Eric - Morris,Marcus","1610612756","PHX","80","39","41","0.488","1368","104.6","104","0.6","0.538","1.43","16.3","0.235","0.741","0.492","0.15","0.513","0.549","98.48","0.506",2
"107","Lineups","201596 "," 2736",NA,NA,NA,"Chalmers,Mario - Deng,Luol","1610612748","MIA","72","33","39","0.458","1366","103.7","103.8","-0.1","0.609","1.41","17.4","0.243","0.742","0.499","0.165","0.514","0.555","94.69","0.514",2
"108","Lineups","201143 "," 200794",NA,NA,NA,"Horford,Al - Millsap,Paul","1610612737","ATL","69","51","18","0.739","1364","110.3","103.2","7.1","0.71","2.01","21.5","0.207","0.729","0.478","0.147","0.555","0.589","97.03","0.551",2
"109","Lineups","202326 "," 200752",NA,NA,NA,"Cousins,DeMarcus - Gay,Rudy","1610612758","SAC","50","21","29","0.42","1361","106.7","104.4","2.3","0.548","1.3","15.8","0.275","0.765","0.529","0.161","0.503","0.561","98.62","0.52",2
"110","Lineups","101138 "," 202323",NA,NA,NA,"Bass,Brandon - Turner,Evan","1610612738","BOS","81","40","41","0.494","1360","101.2","102.6","-1.4","0.618","1.71","17.7","0.238","0.758","0.497","0.14","0.48","0.522","98.1","0.492",2
