"","group_set","player1","player2","player3","player4","player5","group_name","team_id","team_abbreviation","gp","w","l","w_pct","min","off_rating","def_rating","net_rating","ast_pct","ast_to","ast_ratio","oreb_pct","dreb_pct","reb_pct","tm_tov_pct","efg_pct","ts_pct","pace","pie","group_quantity"
"378","Lineups","203504 "," 202330 "," 202683",NA,NA,"Burke,Trey - Hayward,Gordon - Kanter,Enes","1610612762","UTA","48","17","31","0.354","769","104.4","111","-6.6","0.568","1.69","16.9","0.267","0.751","0.5","0.135","0.494","0.529","94.22","0.465",3
"379","Lineups","201939 "," 203110 "," 2738",NA,NA,"Curry,Stephen - Green,Draymond - Iguodala,Andre","1610612744","GSW","73","61","12","0.836","769","113.5","96.8","16.8","0.648","2.04","19.4","0.246","0.751","0.504","0.13","0.545","0.582","103.4","0.604",3
"380","Lineups","203095 "," 202699 "," 202696",NA,NA,"Fournier,Evan - Harris,Tobias - Vucevic,Nikola","1610612753","ORL","43","13","30","0.302","766","99.4","106.7","-7.3","0.556","1.32","16.4","0.21","0.774","0.487","0.162","0.502","0.535","96.71","0.451",3
"381","Lineups","203476 "," 203897 "," 203952",NA,NA,"Dieng,Gorgui - LaVine,Zach - Wiggins,Andrew","1610612750","MIN","60","13","47","0.217","764","97.5","112.7","-15.1","0.591","1.33","16.5","0.264","0.679","0.472","0.166","0.469","0.515","94.95","0.43",3
"382","Lineups","202710 "," 201149 "," 201565",NA,NA,"Butler,Jimmy - Noah,Joakim - Rose,Derrick","1610612741","CHI","33","20","13","0.606","762","106","102.4","3.6","0.61","1.68","17.6","0.271","0.752","0.518","0.143","0.496","0.542","97.67","0.542",3
"383","Lineups","202324 "," 202330 "," 202683",NA,NA,"Favors,Derrick - Hayward,Gordon - Kanter,Enes","1610612762","UTA","44","16","28","0.364","761","107.8","109.9","-2.1","0.562","1.75","17.7","0.278","0.756","0.514","0.138","0.518","0.547","91.91","0.498",3
"384","Lineups","202326 "," 203463 "," 201574",NA,NA,"Cousins,DeMarcus - McLemore,Ben - Thompson,Jason","1610612758","SAC","55","21","34","0.382","759","102.8","96.2","6.6","0.533","1.34","15.8","0.254","0.789","0.531","0.155","0.498","0.54","97.41","0.551",3
"385","Lineups","201167 "," 201951 "," 202389",NA,NA,"Afflalo,Arron - Lawson,Ty - Mozgov,Timofey","1610612743","DEN","34","15","19","0.441","756","106.1","106","0.2","0.558","1.51","16.4","0.317","0.765","0.536","0.149","0.497","0.533","96.15","0.49",3
"386","Lineups","203957 "," 203497 "," 202330",NA,NA,"Exum,Dante - Gobert,Rudy - Hayward,Gordon","1610612762","UTA","76","35","41","0.461","755","100.6","93.4","7.3","0.61","1.22","16.4","0.304","0.792","0.556","0.183","0.489","0.527","91.6","0.556",3
"387","Lineups","2754 "," 201188 "," 201584",NA,NA,"Allen,Tony - Gasol,Marc - Lee,Courtney","1610612763","MEM","57","41","16","0.719","753","107.5","100","7.5","0.58","1.46","17.7","0.239","0.75","0.507","0.161","0.529","0.576","96.53","0.55",3
"388","Lineups","201945 "," 2744 "," 202689",NA,NA,"Henderson,Gerald - Jefferson,Al - Walker,Kemba","1610612766","CHA","42","13","29","0.31","749","96.2","101","-4.7","0.588","2.12","17.1","0.183","0.814","0.483","0.106","0.452","0.49","95.24","0.468",3
"389","Lineups","200746 "," 201577 "," 202083",NA,NA,"Aldridge,LaMarcus - Lopez,Robin - Matthews,Wesley","1610612757","POR","35","27","8","0.771","743","109.2","98.3","11","0.566","1.77","17.2","0.25","0.762","0.522","0.131","0.515","0.557","96.5","0.575",3
"390","Lineups","203078 "," 101162 "," 2403",NA,NA,"Beal,Bradley - Gortat,Marcin - Hilario,Nene","1610612764","WAS","48","27","21","0.563","743","106.4","96.5","9.9","0.663","1.88","20.5","0.224","0.814","0.527","0.15","0.536","0.562","96.53","0.56",3
"391","Lineups","201942 "," 203082 "," 202685",NA,NA,"DeRozan,DeMar - Ross,Terrence - Valanciunas,Jonas","1610612761","TOR","53","30","23","0.566","742","107","108.6","-1.6","0.551","1.6","17","0.234","0.773","0.509","0.141","0.522","0.559","93.91","0.487",3
"392","Lineups","202681 "," 201567 "," 202684",NA,NA,"Irving,Kyrie - Love,Kevin - Thompson,Tristan","1610612739","CLE","68","48","20","0.706","740","112.1","102.4","9.7","0.536","1.71","15.8","0.295","0.731","0.51","0.124","0.506","0.557","94.36","0.547",3
"393","Lineups","201945 "," 202689 "," 101107",NA,NA,"Henderson,Gerald - Walker,Kemba - Williams,Marvin","1610612766","CHA","56","20","36","0.357","736","96.8","100.7","-3.9","0.525","1.86","15.2","0.174","0.8","0.477","0.105","0.456","0.495","95.72","0.469",3
"394","Lineups","101127 "," 2207 "," 201572",NA,NA,"Jack,Jarrett - Johnson,Joe - Lopez,Brook","1610612751","BKN","67","29","38","0.433","725","96.6","111.2","-14.6","0.532","1.34","15","0.206","0.749","0.471","0.144","0.462","0.508","94.7","0.408",3
"395","Lineups","202710 "," 2399 "," 201149",NA,NA,"Butler,Jimmy - Dunleavy,Mike - Noah,Joakim","1610612741","CHI","38","25","13","0.658","724","102.7","102.1","0.6","0.67","1.89","18.8","0.255","0.747","0.501","0.137","0.482","0.523","94.49","0.523",3
"396","Lineups","203957 "," 202324 "," 202330",NA,NA,"Exum,Dante - Favors,Derrick - Hayward,Gordon","1610612762","UTA","66","31","35","0.47","724","104.9","98.7","6.2","0.597","1.46","17.3","0.294","0.776","0.541","0.162","0.509","0.542","90.26","0.544",3
"397","Lineups","203078 "," 2403 "," 1718",NA,NA,"Beal,Bradley - Hilario,Nene - Pierce,Paul","1610612764","WAS","44","22","22","0.5","722","108.1","98.8","9.3","0.651","1.86","20","0.221","0.823","0.523","0.147","0.539","0.571","96.98","0.558",3
"398","Lineups","203500 "," 201586 "," 201566",NA,NA,"Adams,Steven - Ibaka,Serge - Westbrook,Russell","1610612760","OKC","38","23","15","0.605","719","107.6","100.8","6.8","0.552","1.41","16.6","0.291","0.765","0.542","0.159","0.517","0.558","97.33","0.535",3
"399","Lineups","2772 "," 201935 "," 1891",NA,NA,"Ariza,Trevor - Harden,James - Terry,Jason","1610612745","HOU","70","49","21","0.7","719","105.7","100.1","5.6","0.589","1.25","15.9","0.281","0.739","0.511","0.17","0.507","0.554","99.02","0.52",3
"400","Lineups","203484 "," 203083 "," 201943",NA,NA,"Caldwell-Pope,Kentavious - Drummond,Andre - Jennings,Brandon","1610612765","DET","41","17","24","0.415","718","103.9","102.3","1.6","0.575","1.58","16.8","0.31","0.755","0.522","0.147","0.488","0.515","96.49","0.488",3
"401","Lineups","202711 "," 2207 "," 201572",NA,NA,"Bogdanovic,Bojan - Johnson,Joe - Lopez,Brook","1610612751","BKN","59","25","34","0.424","717","103.4","110.3","-7","0.548","1.66","16.3","0.227","0.724","0.469","0.129","0.486","0.53","94.37","0.463",3
"402","Lineups","202324 "," 203497 "," 202330",NA,NA,"Favors,Derrick - Gobert,Rudy - Hayward,Gordon","1610612762","UTA","51","25","26","0.49","713","101.8","95.3","6.5","0.591","1.28","16.5","0.29","0.8","0.55","0.174","0.496","0.531","92.24","0.548",3
"403","Lineups","101145 "," 1717 "," 200765",NA,NA,"Ellis,Monta - Nowitzki,Dirk - Rondo,Rajon","1610612742","DAL","44","26","18","0.591","706","105.7","105.1","0.6","0.568","1.65","17.9","0.212","0.745","0.473","0.144","0.528","0.556","96.8","0.499",3
"404","Lineups","101138 "," 203935 "," 202323",NA,NA,"Bass,Brandon - Smart,Marcus - Turner,Evan","1610612738","BOS","59","33","26","0.559","705","100.8","103.2","-2.3","0.621","1.88","18.2","0.235","0.772","0.5","0.131","0.479","0.516","97.92","0.488",3
"405","Lineups","201942 "," 200768 "," 203082",NA,NA,"DeRozan,DeMar - Lowry,Kyle - Ross,Terrence","1610612761","TOR","47","30","17","0.638","705","110.4","107.5","2.9","0.54","1.76","16.9","0.24","0.751","0.499","0.127","0.526","0.567","95.63","0.509",3
"406","Lineups","201567 "," 202389 "," 2747",NA,NA,"Love,Kevin - Mozgov,Timofey - Smith,J.R.","1610612739","CLE","40","31","9","0.775","702","113.7","99.6","14.2","0.617","1.73","19.3","0.27","0.748","0.521","0.154","0.565","0.592","96.49","0.569",3
"407","Lineups","201588 "," 101139 "," 2561",NA,NA,"Hill,George - Miles,CJ - West,David","1610612754","IND","36","23","13","0.639","699","106.4","97","9.4","0.632","1.98","18.5","0.21","0.791","0.511","0.125","0.508","0.549","96.06","0.566",3
"408","Lineups","101112 "," 203901 "," 202696",NA,NA,"Frye,Channing - Payton,Elfrid - Vucevic,Nikola","1610612753","ORL","54","15","39","0.278","698","102.3","111.6","-9.3","0.554","1.57","16.8","0.244","0.747","0.474","0.143","0.497","0.526","97.54","0.434",3
"409","Lineups","101145 "," 202718 "," 200765",NA,NA,"Ellis,Monta - Parsons,Chandler - Rondo,Rajon","1610612742","DAL","32","18","14","0.563","697","103.6","104.4","-0.8","0.59","1.52","17.9","0.23","0.721","0.473","0.158","0.52","0.548","98.3","0.491",3
"410","Lineups","2037 "," 201933 "," 101108",NA,NA,"Crawford,Jamal - Griffin,Blake - Paul,Chris","1610612746","LAC","54","37","17","0.685","696","115.8","107.8","8","0.577","2.03","17.3","0.237","0.746","0.49","0.113","0.534","0.587","97.16","0.545",3
"411","Lineups","201587 "," 201577 "," 202083",NA,NA,"Batum,Nicolas - Lopez,Robin - Matthews,Wesley","1610612757","POR","33","24","9","0.727","695","107","99.6","7.5","0.566","1.76","16.9","0.245","0.761","0.516","0.128","0.502","0.545","96.12","0.553",3
"412","Lineups","202681 "," 2544 "," 202684",NA,NA,"Irving,Kyrie - James,LeBron - Thompson,Tristan","1610612739","CLE","64","48","16","0.75","694","116.5","104.4","12.1","0.507","1.53","15.6","0.274","0.739","0.512","0.135","0.546","0.595","95.43","0.56",3
"413","Lineups","201942 "," 101161 "," 203082",NA,NA,"DeRozan,DeMar - Johnson,Amir - Ross,Terrence","1610612761","TOR","50","31","19","0.62","690","107.4","106.2","1.2","0.578","1.75","17.6","0.238","0.771","0.513","0.135","0.52","0.556","95.2","0.501",3
"414","Lineups","201188 "," 201145 "," 201584",NA,NA,"Gasol,Marc - Green,Jeff - Lee,Courtney","1610612763","MEM","42","27","15","0.643","690","102.8","105.9","-3.1","0.585","1.58","17.5","0.213","0.765","0.49","0.147","0.5","0.545","93.43","0.502",3
"415","Lineups","201945 "," 2744 "," 203469",NA,NA,"Henderson,Gerald - Jefferson,Al - Zeller,Cody","1610612766","CHA","50","20","30","0.4","689","100","100.2","-0.2","0.617","2.07","18.3","0.212","0.811","0.504","0.119","0.472","0.511","96.01","0.508",3
"416","Lineups","203484 "," 203083 "," 202713",NA,NA,"Caldwell-Pope,Kentavious - Drummond,Andre - Singler,Kyle","1610612765","DET","50","19","31","0.38","684","101.5","104.6","-3.1","0.618","1.57","17.6","0.297","0.755","0.519","0.156","0.486","0.512","96.47","0.472",3
"417","Lineups","101112 "," 202699 "," 203506",NA,NA,"Frye,Channing - Harris,Tobias - Oladipo,Victor","1610612753","ORL","50","15","35","0.3","683","100.8","110.2","-9.4","0.53","1.4","15.9","0.196","0.764","0.471","0.146","0.505","0.535","94.61","0.43",3
"418","Lineups","201579 "," 101139 "," 2561",NA,NA,"Hibbert,Roy - Miles,CJ - West,David","1610612754","IND","54","26","28","0.481","683","103.9","97.7","6.1","0.625","1.81","18.1","0.234","0.775","0.517","0.135","0.493","0.535","95.43","0.555",3
"419","Lineups","201579 "," 201588 "," 2561",NA,NA,"Hibbert,Roy - Hill,George - West,David","1610612754","IND","40","24","16","0.6","682","105","98.8","6.2","0.623","1.97","17.9","0.217","0.787","0.506","0.122","0.493","0.537","93.86","0.551",3
"420","Lineups","202710 "," 2200 "," 2550",NA,NA,"Butler,Jimmy - Gasol,Pau - Hinrich,Kirk","1610612741","CHI","46","25","21","0.543","681","103.8","102.7","1.2","0.571","1.43","15.7","0.277","0.713","0.508","0.147","0.475","0.533","96.63","0.527",3
"421","Lineups","2199 "," 202718 "," 200765",NA,NA,"Chandler,Tyson - Parsons,Chandler - Rondo,Rajon","1610612742","DAL","32","17","15","0.531","680","101.3","103.9","-2.6","0.586","1.48","17.7","0.229","0.733","0.476","0.161","0.51","0.536","97.13","0.475",3
"422","Lineups","201941 "," 202325 "," 202391",NA,NA,"Hill,Jordan - Johnson,Wesley - Lin,Jeremy","1610612747","LAL","49","14","35","0.286","679","100.7","113.3","-12.7","0.568","1.53","16.7","0.241","0.754","0.488","0.146","0.482","0.522","97.98","0.434",3
"423","Lineups","202710 "," 2200 "," 201959",NA,NA,"Butler,Jimmy - Gasol,Pau - Gibson,Taj","1610612741","CHI","50","30","20","0.6","677","107.1","104.5","2.6","0.552","1.52","16","0.293","0.735","0.527","0.141","0.492","0.544","94.67","0.543",3
"424","Lineups","201145 "," 201584 "," 2216",NA,NA,"Green,Jeff - Lee,Courtney - Randolph,Zach","1610612763","MEM","40","27","13","0.675","675","101.6","106.5","-4.8","0.578","1.55","17.1","0.218","0.763","0.489","0.145","0.491","0.535","92.68","0.497",3
"425","Lineups","202681 "," 201567 "," 202389",NA,NA,"Irving,Kyrie - Love,Kevin - Mozgov,Timofey","1610612739","CLE","37","31","6","0.838","675","112","98.3","13.7","0.602","1.63","18.7","0.265","0.749","0.521","0.157","0.559","0.586","96.86","0.569",3
"426","Lineups","201588 "," 203524 "," 2561",NA,NA,"Hill,George - Hill,Solomon - West,David","1610612754","IND","40","25","15","0.625","671","104.7","101.5","3.2","0.633","1.93","18.3","0.212","0.793","0.502","0.127","0.499","0.539","93.8","0.525",3
"427","Lineups","2754 "," 201144 "," 201584",NA,NA,"Allen,Tony - Conley,Mike - Lee,Courtney","1610612763","MEM","53","37","16","0.698","670","108.8","101.2","7.6","0.573","1.52","17.5","0.248","0.736","0.497","0.154","0.525","0.574","95.9","0.546",3
"428","Lineups","202681 "," 2544 "," 202389",NA,NA,"Irving,Kyrie - James,LeBron - Mozgov,Timofey","1610612739","CLE","38","32","6","0.842","670","114.3","100.1","14.3","0.603","1.7","19.1","0.272","0.747","0.525","0.155","0.571","0.596","96.71","0.574",3
"429","Lineups","2544 "," 201567 "," 2747",NA,NA,"James,LeBron - Love,Kevin - Smith,J.R.","1610612739","CLE","35","29","6","0.829","670","114.6","98.5","16.2","0.61","1.79","18.8","0.286","0.748","0.528","0.145","0.556","0.587","95.37","0.589",3
"430","Lineups","203524 "," 101139 "," 2561",NA,NA,"Hill,Solomon - Miles,CJ - West,David","1610612754","IND","58","27","31","0.466","668","103.3","98.9","4.4","0.654","1.88","18.6","0.23","0.809","0.525","0.135","0.491","0.533","96.35","0.541",3
"431","Lineups","203110 "," 2738 "," 202691",NA,NA,"Green,Draymond - Iguodala,Andre - Thompson,Klay","1610612744","GSW","70","58","12","0.829","667","116.2","94.4","21.9","0.631","2.01","19.3","0.251","0.733","0.506","0.132","0.557","0.596","101.65","0.632",3
"432","Lineups","203484 "," 201943 "," 202328",NA,NA,"Caldwell-Pope,Kentavious - Jennings,Brandon - Monroe,Greg","1610612765","DET","38","17","21","0.447","664","105.1","101.2","4","0.567","1.73","16.2","0.311","0.767","0.52","0.129","0.477","0.51","96.27","0.499",3
"433","Lineups","201163 "," 201951 "," 202389",NA,NA,"Chandler,Wilson - Lawson,Ty - Mozgov,Timofey","1610612743","DEN","34","15","19","0.441","664","104.3","108.7","-4.5","0.566","1.49","16.6","0.308","0.761","0.528","0.153","0.493","0.526","96.6","0.464",3
"434","Lineups","201936 "," 201569 "," 202347",NA,NA,"Evans,Tyreke - Gordon,Eric - Pondexter,Quincy","1610612740","NOP","43","26","17","0.605","664","107.1","104.6","2.6","0.619","1.63","18.2","0.275","0.753","0.516","0.152","0.521","0.553","93.47","0.516",3
"435","Lineups","2199 "," 1717 "," 200765",NA,NA,"Chandler,Tyson - Nowitzki,Dirk - Rondo,Rajon","1610612742","DAL","42","24","18","0.571","663","103.4","104","-0.5","0.578","1.63","17.9","0.214","0.756","0.474","0.146","0.517","0.544","96.83","0.488",3
"436","Lineups","203504 "," 202324 "," 202683",NA,NA,"Burke,Trey - Favors,Derrick - Kanter,Enes","1610612762","UTA","44","16","28","0.364","662","106.4","112.5","-6.1","0.576","1.82","17.8","0.258","0.747","0.498","0.133","0.511","0.542","92.83","0.475",3
"437","Lineups","202324 "," 202330 "," 204060",NA,NA,"Favors,Derrick - Hayward,Gordon - Ingles,Joe","1610612762","UTA","61","28","33","0.459","661","104.1","103.5","0.5","0.578","1.42","17","0.258","0.79","0.521","0.16","0.512","0.546","93.46","0.513",3
"438","Lineups","2754 "," 201584 "," 2216",NA,NA,"Allen,Tony - Lee,Courtney - Randolph,Zach","1610612763","MEM","50","37","13","0.74","660","107.5","101.1","6.4","0.576","1.54","17.4","0.246","0.741","0.504","0.151","0.515","0.566","95.45","0.545",3
"439","Lineups","2744 "," 202689 "," 101107",NA,NA,"Jefferson,Al - Walker,Kemba - Williams,Marvin","1610612766","CHA","43","14","29","0.326","659","97","105.4","-8.3","0.553","2.01","16.2","0.179","0.805","0.474","0.105","0.461","0.495","94.96","0.45",3
"440","Lineups","201167 "," 201163 "," 202389",NA,NA,"Afflalo,Arron - Chandler,Wilson - Mozgov,Timofey","1610612743","DEN","35","15","20","0.429","656","104.4","108.4","-4","0.561","1.5","16.4","0.313","0.767","0.533","0.15","0.491","0.525","96.04","0.465",3
"441","Lineups","203500 "," 203460 "," 201566",NA,NA,"Adams,Steven - Roberson,Andre - Westbrook,Russell","1610612760","OKC","49","31","18","0.633","655","110.2","99","11.2","0.542","1.46","16.4","0.328","0.789","0.564","0.153","0.517","0.557","98.27","0.552",3
"442","Lineups","202711 "," 2207 "," 101114",NA,NA,"Bogdanovic,Bojan - Johnson,Joe - Williams,Deron","1610612751","BKN","51","25","26","0.49","655","107.2","110.1","-2.9","0.572","1.93","17.6","0.242","0.71","0.472","0.123","0.506","0.542","93.98","0.482",3
"443","Lineups","203504 "," 203497 "," 202330",NA,NA,"Burke,Trey - Gobert,Rudy - Hayward,Gordon","1610612762","UTA","68","30","38","0.441","654","105","98.5","6.5","0.537","1.26","15","0.297","0.767","0.538","0.159","0.496","0.541","94.14","0.544",3
"444","Lineups","202326 "," 200752 "," 201574",NA,NA,"Cousins,DeMarcus - Gay,Rudy - Thompson,Jason","1610612758","SAC","45","18","27","0.4","649","104","96.5","7.5","0.538","1.5","16.2","0.25","0.79","0.527","0.142","0.498","0.539","97.63","0.55",3
"445","Lineups","2544 "," 202389 "," 2747",NA,NA,"James,LeBron - Mozgov,Timofey - Smith,J.R.","1610612739","CLE","40","32","8","0.8","649","114.5","101.1","13.4","0.625","1.75","19.8","0.272","0.744","0.525","0.157","0.577","0.6","96.74","0.567",3
"446","Lineups","203487 "," 201601 "," 203457",NA,NA,"Carter-Williams,Michael - Mbah a Moute,Luc - Noel,Nerlens","1610612755","PHI","34","10","24","0.294","647","90.3","98.4","-8.1","0.648","1.17","16.7","0.221","0.725","0.472","0.189","0.465","0.493","96.23","0.45",3
"447","Lineups","201579 "," 201155 "," 2561",NA,NA,"Hibbert,Roy - Stuckey,Rodney - West,David","1610612754","IND","55","26","29","0.473","646","97.4","102.9","-5.5","0.597","1.53","17.3","0.222","0.75","0.488","0.151","0.478","0.512","93.59","0.473",3
"448","Lineups","2544 "," 201567 "," 202684",NA,NA,"James,LeBron - Love,Kevin - Thompson,Tristan","1610612739","CLE","63","46","17","0.73","644","116.1","101","15.1","0.534","1.7","15.9","0.29","0.75","0.525","0.125","0.53","0.583","94","0.585",3
"449","Lineups","202711 "," 201572 "," 101114",NA,NA,"Bogdanovic,Bojan - Lopez,Brook - Williams,Deron","1610612751","BKN","51","26","25","0.51","640","103.7","105.9","-2.2","0.578","1.66","17.5","0.244","0.726","0.483","0.142","0.501","0.534","94.62","0.485",3
"450","Lineups","203524 "," 201155 "," 2561",NA,NA,"Hill,Solomon - Stuckey,Rodney - West,David","1610612754","IND","55","26","29","0.473","639","95.4","108.9","-13.5","0.594","1.5","16.8","0.23","0.756","0.484","0.15","0.462","0.497","93.48","0.424",3
"451","Lineups","201144 "," 201188 "," 201145",NA,NA,"Conley,Mike - Gasol,Marc - Green,Jeff","1610612763","MEM","33","21","12","0.636","638","102.9","100.5","2.4","0.568","1.56","16.6","0.214","0.762","0.492","0.139","0.483","0.539","93.23","0.526",3
"452","Lineups","101112 "," 203506 "," 203901",NA,NA,"Frye,Channing - Oladipo,Victor - Payton,Elfrid","1610612753","ORL","56","17","39","0.304","638","104.6","109.2","-4.6","0.53","1.56","16.4","0.247","0.761","0.492","0.14","0.508","0.538","97.45","0.462",3
"453","Lineups","203095 "," 202699 "," 203506",NA,NA,"Fournier,Evan - Harris,Tobias - Oladipo,Victor","1610612753","ORL","37","11","26","0.297","637","102","109.6","-7.6","0.527","1.42","15.9","0.203","0.78","0.482","0.145","0.508","0.54","95.3","0.439",3
"454","Lineups","2430 "," 202325 "," 202391",NA,NA,"Boozer,Carlos - Johnson,Wesley - Lin,Jeremy","1610612747","LAL","53","12","41","0.226","634","104.1","114.8","-10.7","0.614","1.64","18","0.277","0.749","0.504","0.15","0.491","0.534","97.87","0.443",3
"455","Lineups","201946 "," 202335 "," 101150",NA,NA,"Hansbrough,Tyler - Patterson,Patrick - Williams,Lou","1610612761","TOR","68","43","25","0.632","634","114.8","103.1","11.6","0.524","1.72","15.8","0.267","0.723","0.489","0.122","0.529","0.578","94.41","0.543",3
"456","Lineups","2744 "," 202362 "," 202689",NA,NA,"Jefferson,Al - Stephenson,Lance - Walker,Kemba","1610612766","CHA","33","8","25","0.242","631","96.8","106.6","-9.9","0.572","1.91","16.5","0.193","0.81","0.482","0.113","0.456","0.495","93.89","0.44",3
"457","Lineups","201945 "," 2744 "," 203077",NA,NA,"Henderson,Gerald - Jefferson,Al - Kidd-Gilchrist,Michael","1610612766","CHA","37","18","19","0.486","628","104.6","97.9","6.7","0.633","2.38","19.5","0.211","0.832","0.52","0.111","0.494","0.532","95.6","0.547",3
"458","Lineups","101141 "," 203114 "," 2585",NA,NA,"Ilyasova,Ersan - Middleton,Khris - Pachulia,Zaza","1610612749","MIL","45","20","25","0.444","627","108.5","95.4","13.1","0.652","1.65","19.5","0.32","0.788","0.551","0.167","0.524","0.56","97.21","0.577",3
"459","Lineups","203500 "," 201586 "," 203460",NA,NA,"Adams,Steven - Ibaka,Serge - Roberson,Andre","1610612760","OKC","43","25","18","0.581","624","106.7","96","10.7","0.584","1.48","17.2","0.304","0.786","0.56","0.159","0.511","0.551","97.75","0.56",3
"460","Lineups","202339 "," 202694 "," 200782",NA,NA,"Bledsoe,Eric - Morris,Marcus - Tucker,PJ","1610612756","PHX","64","27","37","0.422","623","103.5","103.6","-0.1","0.515","1.48","15.2","0.252","0.734","0.489","0.136","0.487","0.527","97.81","0.487",3
"461","Lineups","201939 "," 2738 "," 202691",NA,NA,"Curry,Stephen - Iguodala,Andre - Thompson,Klay","1610612744","GSW","72","61","11","0.847","622","118.4","96.3","22.1","0.636","2.06","19.6","0.253","0.741","0.508","0.131","0.567","0.606","103.6","0.631",3
"462","Lineups","101162 "," 2743 "," 202322",NA,NA,"Gortat,Marcin - Humphries,Kris - Wall,John","1610612764","WAS","59","35","24","0.593","622","103","96.9","6.1","0.65","1.84","19.3","0.233","0.788","0.515","0.143","0.506","0.537","97.29","0.549",3
"463","Lineups","201579 "," 203524 "," 101139",NA,NA,"Hibbert,Roy - Hill,Solomon - Miles,CJ","1610612754","IND","60","25","35","0.417","621","101.2","100.9","0.4","0.645","1.74","18.2","0.24","0.803","0.527","0.142","0.483","0.523","94.76","0.519",3
"464","Lineups","101112 "," 202699 "," 202696",NA,NA,"Frye,Channing - Harris,Tobias - Vucevic,Nikola","1610612753","ORL","45","13","32","0.289","620","96.6","110.2","-13.6","0.566","1.44","16.5","0.189","0.774","0.462","0.15","0.487","0.515","94.93","0.413",3
"465","Lineups","202340 "," 201145 "," 203096",NA,NA,"Bradley,Avery - Green,Jeff - Sullinger,Jared","1610612738","BOS","32","12","20","0.375","619","99.6","100.7","-1.1","0.632","1.72","18.8","0.221","0.78","0.502","0.147","0.499","0.525","100.73","0.498",3
"466","Lineups","101138 "," 202340 "," 203935",NA,NA,"Bass,Brandon - Bradley,Avery - Smart,Marcus","1610612738","BOS","56","29","27","0.518","617","97.3","104.9","-7.6","0.622","1.94","18.3","0.211","0.769","0.483","0.126","0.474","0.501","98.55","0.456",3
"467","Lineups","203487 "," 203496 "," 203457",NA,NA,"Carter-Williams,Michael - Covington,Robert - Noel,Nerlens","1610612755","PHI","35","11","24","0.314","616","91.7","96.3","-4.5","0.667","1.32","17","0.232","0.717","0.467","0.172","0.453","0.488","97.34","0.463",3
"468","Lineups","2399 "," 2200 "," 201565",NA,NA,"Dunleavy,Mike - Gasol,Pau - Rose,Derrick","1610612741","CHI","33","25","8","0.758","616","105.7","100.2","5.4","0.635","1.86","18.7","0.251","0.741","0.511","0.137","0.503","0.543","95.85","0.556",3
"469","Lineups","201142 "," 201586 "," 201566",NA,NA,"Durant,Kevin - Ibaka,Serge - Westbrook,Russell","1610612760","OKC","27","18","9","0.667","616","108.2","96.8","11.4","0.593","1.49","17.3","0.315","0.763","0.557","0.159","0.514","0.558","99.44","0.577",3
"470","Lineups","201579 "," 201588 "," 101139",NA,NA,"Hibbert,Roy - Hill,George - Miles,CJ","1610612754","IND","35","21","14","0.6","616","109.6","98.8","10.8","0.62","2.14","18.4","0.232","0.789","0.521","0.117","0.51","0.556","94.12","0.578",3
"471","Lineups","202334 "," 201941 "," 202325",NA,NA,"Davis,Ed - Hill,Jordan - Johnson,Wesley","1610612747","LAL","43","12","31","0.279","615","98.4","107.6","-9.2","0.598","1.61","17.5","0.24","0.747","0.489","0.146","0.483","0.511","95.86","0.457",3
"472","Lineups","203957 "," 203497 "," 204060",NA,NA,"Exum,Dante - Gobert,Rudy - Ingles,Joe","1610612762","UTA","78","36","42","0.462","614","98.5","97.3","1.2","0.574","1.05","15.5","0.314","0.794","0.551","0.2","0.488","0.521","91.61","0.502",3
"473","Lineups","201949 "," 202335 "," 101150",NA,NA,"Johnson,James - Patterson,Patrick - Williams,Lou","1610612761","TOR","59","32","27","0.542","614","112.5","106.2","6.3","0.544","1.74","16.2","0.283","0.739","0.505","0.125","0.519","0.565","94.07","0.52",3
"474","Lineups","201166 "," 2399 "," 2200",NA,NA,"Brooks,Aaron - Dunleavy,Mike - Gasol,Pau","1610612741","CHI","48","30","18","0.625","610","104.8","102.4","2.4","0.625","1.95","17.8","0.24","0.748","0.501","0.123","0.488","0.53","93.39","0.526",3
"475","Lineups","201600 "," 201936 "," 201950",NA,NA,"Asik,Omer - Evans,Tyreke - Holiday,Jrue","1610612740","NOP","35","17","18","0.486","609","106","103.8","2.1","0.597","1.78","18.4","0.268","0.806","0.534","0.142","0.513","0.541","95.52","0.508",3
"476","Lineups","2564 "," 202695 "," 2225",NA,NA,"Diaw,Boris - Leonard,Kawhi - Parker,Tony","1610612759","SAS","57","41","16","0.719","609","110.5","102","8.6","0.64","1.91","19.8","0.222","0.781","0.517","0.141","0.546","0.583","94.97","0.559",3
"477","Lineups","200768 "," 202335 "," 101150",NA,NA,"Lowry,Kyle - Patterson,Patrick - Williams,Lou","1610612761","TOR","66","42","24","0.636","609","110.7","104.9","5.7","0.505","1.73","14.9","0.282","0.746","0.504","0.114","0.497","0.547","98.44","0.528",3
"478","Lineups","201600 "," 203076 "," 201950",NA,NA,"Asik,Omer - Davis,Anthony - Holiday,Jrue","1610612740","NOP","35","18","17","0.514","605","102.4","100.5","1.9","0.623","1.66","18.5","0.261","0.794","0.529","0.153","0.5","0.531","95.35","0.513",3
