Player	Team	GP	Poss	Freq	PPP	PTS	FGM	FGA	FG%	eFG%	FT_Freq	TO_Freq	SF_Freq	And_One_Freq	Score_Freq	Percentile
Zach LaVine	MIN	76	22	2.0%	1.18	26	11	19	57.9	57.9	13.6%	4.5%	13.6%	4.5%	59.1%	45.2
Chase Budinger	IND	47	26	10.7%	1.00	26	12	21	57.1	57.1	7.7%	11.5%	7.7%	0.0%	53.8%	13.4
Reggie Jackson	DET	75	16	1.1%	1.56	25	10	13	76.9	76.9	18.8%	6.3%	12.5%	6.3%	75.0%	93.8
Tarik Black	LAL	31	19	16.8%	1.32	25	12	15	80.0	80.0	15.8%	5.3%	15.8%	0.0%	68.4%	68.4
James Johnson	TOR	54	20	6.5%	1.25	25	11	17	64.7	64.7	15.0%	5.0%	15.0%	5.0%	60.0%	59.6
Jarell Martin	MEM	19	21	16.9%	1.19	25	7	15	46.7	46.7	33.3%	0.0%	33.3%	4.8%	61.9%	46.2
Stanley Johnson	DET	69	16	2.2%	1.50	24	10	13	76.9	76.9	25.0%	0.0%	25.0%	6.3%	81.3%	91.4
Jeff Teague	ATL	74	18	1.4%	1.33	24	8	12	66.7	66.7	22.2%	11.1%	22.2%	0.0%	66.7%	72.1
Rodney Hood	UTA	73	19	1.7%	1.26	24	11	18	61.1	61.1	5.3%	0.0%	5.3%	0.0%	63.2%	61.8
Kris Humphries	ATL	16	21	17.8%	1.14	24	9	15	60.0	60.0	14.3%	14.3%	14.3%	0.0%	57.1%	38.8
Kyle Korver	ATL	75	22	3.2%	1.09	24	10	18	55.6	55.6	9.1%	9.1%	9.1%	0.0%	54.5%	30.3
JaKarr Sampson	DEN	20	24	20.5%	1.00	24	10	20	50.0	50.0	8.3%	8.3%	8.3%	0.0%	50.0%	13.4
Goran Dragic	MIA	65	27	2.7%	0.89	24	11	23	47.8	47.8	7.4%	7.4%	7.4%	0.0%	44.4%	4.4
Darren Collison	SAC	71	30	3.2%	0.80	24	10	27	37.0	37.0	10.0%	6.7%	10.0%	6.7%	36.7%	2.1
Kendrick Perkins	NOP	28	19	22.4%	1.21	23	11	16	68.8	68.8	5.3%	10.5%	0.0%	0.0%	63.2%	52.2
Tyler Johnson	MIA	35	12	3.8%	1.83	22	9	11	81.8	81.8	33.3%	0.0%	33.3%	25.0%	83.3%	100.0
Markieff Morris	WAS	23	15	5.3%	1.47	22	8	11	72.7	72.7	20.0%	6.7%	6.7%	0.0%	73.3%	88.6
Raymond Felton	DAL	74	15	1.9%	1.47	22	11	15	73.3	73.3	6.7%	0.0%	6.7%	6.7%	73.3%	88.6
Deron Williams	DAL	62	17	1.8%	1.29	22	10	15	66.7	66.7	5.9%	5.9%	5.9%	0.0%	64.7%	66.2
Andrew Nicholson	ORL	45	19	5.4%	1.16	22	9	17	52.9	52.9	21.1%	0.0%	21.1%	10.5%	52.6%	41.8
Tayshaun Prince	MIN	71	22	8.7%	1.00	22	9	19	47.4	47.4	18.2%	0.0%	18.2%	4.5%	50.0%	13.4
Elton Brand	PHI	14	23	30.3%	0.96	22	9	20	45.0	45.0	8.7%	4.3%	8.7%	0.0%	47.8%	10.8
Josh Smith	LAC	32	26	10.7%	0.85	22	11	24	45.8	45.8	0.0%	7.7%	0.0%	0.0%	42.3%	2.9
DeMarre Carroll	TOR	23	26	8.5%	0.85	22	10	23	43.5	43.5	7.7%	7.7%	7.7%	3.8%	42.3%	2.9
Channing Frye	ORL	44	12	5.4%	1.75	21	7	9	77.8	77.8	41.7%	0.0%	33.3%	16.7%	83.3%	99.7
Jose Calderon	NYK	72	16	2.9%	1.31	21	9	12	75.0	75.0	12.5%	18.8%	12.5%	6.3%	62.5%	68.1
Marcus Thornton	HOU	47	22	4.4%	0.95	21	7	18	38.9	38.9	18.2%	0.0%	18.2%	0.0%	50.0%	10.2
Wesley Matthews	DAL	72	26	2.9%	0.81	21	9	22	40.9	40.9	7.7%	7.7%	7.7%	0.0%	42.3%	2.6
Tobias Harris	DET	22	12	3.5%	1.67	20	8	9	88.9	88.9	16.7%	8.3%	16.7%	0.0%	83.3%	99.1
Brandan Wright	MEM	12	14	19.4%	1.43	20	6	9	66.7	66.7	50.0%	0.0%	35.7%	14.3%	78.6%	83.5
Charlie Villanueva	DAL	54	14	4.0%	1.43	20	9	12	75.0	75.0	7.1%	7.1%	7.1%	0.0%	71.4%	83.5
Mario Chalmers	MEM	55	14	2.3%	1.43	20	9	13	69.2	69.2	7.1%	0.0%	7.1%	0.0%	71.4%	83.5
Vince Carter	MEM	54	15	4.3%	1.33	20	10	15	66.7	66.7	0.0%	0.0%	0.0%	0.0%	66.7%	72.1
Louis Williams	LAL	67	15	1.5%	1.33	20	10	14	71.4	71.4	0.0%	6.7%	0.0%	0.0%	66.7%	72.1
Rodney Stuckey	IND	52	16	3.1%	1.25	20	7	10	70.0	70.0	18.8%	18.8%	18.8%	0.0%	62.5%	59.6
Kobe Bryant	LAL	59	20	1.7%	1.00	20	8	16	50.0	50.0	10.0%	10.0%	10.0%	0.0%	50.0%	13.4
Nicolas Batum	CHA	66	21	1.9%	0.95	20	7	14	50.0	50.0	19.0%	19.0%	19.0%	4.8%	47.6%	9.9
Garrett Temple	WAS	72	22	3.8%	0.91	20	9	19	47.4	47.4	9.1%	9.1%	9.1%	4.5%	45.5%	6.7
Kyle Lowry	TOR	73	11	0.7%	1.73	19	6	8	75.0	75.0	36.4%	0.0%	27.3%	9.1%	81.8%	99.4
Jason Thompson	TOR	11	12	24.5%	1.58	19	8	10	80.0	80.0	25.0%	8.3%	25.0%	16.7%	75.0%	94.7
Kyrie Irving	CLE	49	13	1.3%	1.46	19	8	9	88.9	88.9	23.1%	23.1%	23.1%	15.4%	69.2%	87.4
Josh McRoberts	MIA	37	11	6.4%	1.64	18	8	10	80.0	80.0	18.2%	0.0%	18.2%	9.1%	81.8%	97.6
Matthew Dellavedova	CLE	70	11	1.8%	1.64	18	9	11	81.8	81.8	0.0%	0.0%	0.0%	0.0%	81.8%	97.6
Lance Stephenson	MEM	21	12	3.8%	1.50	18	9	11	81.8	81.8	0.0%	8.3%	0.0%	0.0%	75.0%	91.4
Sean Kilpatrick	BKN	16	15	7.3%	1.20	18	6	11	54.5	54.5	20.0%	6.7%	20.0%	0.0%	60.0%	48.2
T.J. McConnell	PHI	76	15	2.6%	1.20	18	9	12	75.0	75.0	0.0%	20.0%	0.0%	0.0%	60.0%	48.2
Mirza Teletovic	PHX	71	17	2.1%	1.06	18	7	12	58.3	58.3	11.8%	17.6%	5.9%	0.0%	52.9%	23.5
Brandon Rush	GSW	63	20	6.8%	0.90	18	8	16	50.0	50.0	10.0%	10.0%	10.0%	0.0%	45.0%	5.9
Gerald Green	MIA	63	21	3.3%	0.86	18	8	18	44.4	44.4	4.8%	9.5%	4.8%	0.0%	42.9%	3.8
Michael Beasley	HOU	14	14	6.9%	1.21	17	6	11	54.5	54.5	21.4%	0.0%	14.3%	0.0%	64.3%	53.2
Anthony Tolliver	DET	65	10	2.9%	1.60	16	4	5	80.0	80.0	50.0%	0.0%	50.0%	0.0%	80.0%	95.3
Andre Miller	MIN	24	11	12.2%	1.45	16	8	9	88.9	88.9	0.0%	18.2%	0.0%	0.0%	72.7%	87.1
Jeff Green	LAC	20	11	4.8%	1.45	16	8	10	80.0	80.0	9.1%	0.0%	9.1%	0.0%	72.7%	87.1
Christapher Johnson	UTA	59	11	4.6%	1.45	16	5	8	62.5	62.5	36.4%	0.0%	36.4%	9.1%	72.7%	87.1
Markel Brown	BKN	55	13	3.8%	1.23	16	6	9	66.7	66.7	23.1%	15.4%	23.1%	7.7%	61.5%	55.7
Patrick Patterson	TOR	73	14	2.6%	1.14	16	6	11	54.5	54.5	14.3%	7.1%	14.3%	0.0%	57.1%	38.8
Nik Stauskas	PHI	69	14	2.2%	1.14	16	6	12	50.0	50.0	21.4%	0.0%	14.3%	7.1%	57.1%	38.8
Josh Smith	HOU	18	14	7.7%	1.14	16	7	13	53.8	53.8	14.3%	0.0%	14.3%	7.1%	57.1%	38.8
Mario Hezonja	ORL	70	14	2.9%	1.14	16	6	13	46.2	46.2	21.4%	0.0%	21.4%	14.3%	50.0%	38.8
Dennis Schroder	ATL	75	15	1.5%	1.07	16	8	14	57.1	57.1	0.0%	6.7%	0.0%	0.0%	53.3%	24.9
Alec Burks	UTA	28	16	3.7%	1.00	16	7	14	50.0	50.0	6.3%	6.3%	6.3%	0.0%	50.0%	13.4
Tony Snell	CHI	60	16	4.1%	1.00	16	8	15	53.3	53.3	0.0%	6.3%	0.0%	0.0%	50.0%	13.4
Jared Cunningham	CLE	24	17	13.0%	0.94	16	6	12	50.0	50.0	29.4%	0.0%	23.5%	0.0%	58.8%	9.1
Eric Bledsoe	PHX	32	11	1.6%	1.36	15	7	10	70.0	70.0	18.2%	0.0%	18.2%	9.1%	72.7%	76.0
Chris Andersen	MEM	14	13	20.3%	1.15	15	5	9	55.6	55.6	30.8%	0.0%	30.8%	0.0%	61.5%	40.9
Greg Smith	MIN	14	13	28.3%	1.15	15	7	12	58.3	58.3	7.7%	0.0%	15.4%	7.7%	53.8%	40.9
JJ Redick	LAC	70	15	1.5%	1.00	15	7	13	53.8	53.8	6.7%	13.3%	6.7%	6.7%	46.7%	13.4
John Wall	WAS	76	16	0.9%	0.94	15	5	12	41.7	41.7	18.8%	12.5%	18.8%	6.3%	43.8%	8.8
Isaiah Canaan	PHI	75	19	2.2%	0.79	15	5	13	38.5	38.5	21.1%	15.8%	21.1%	5.3%	42.1%	1.8
Toney Douglas	NOP	53	10	2.2%	1.40	14	5	8	62.5	62.5	20.0%	0.0%	20.0%	0.0%	70.0%	79.5
Eric Gordon	NOP	45	10	1.5%	1.40	14	6	9	66.7	66.7	10.0%	0.0%	10.0%	0.0%	70.0%	79.5
Lamar Patterson	ATL	32	11	9.6%	1.27	14	6	8	75.0	75.0	18.2%	18.2%	18.2%	9.1%	63.6%	63.0
Darrun Hilliard	DET	34	13	8.7%	1.08	14	5	9	55.6	55.6	23.1%	7.7%	23.1%	0.0%	61.5%	26.9
Kris Humphries	WAS	28	14	7.2%	1.00	14	5	10	50.0	50.0	14.3%	14.3%	14.3%	0.0%	50.0%	13.4
JR Smith	CLE	72	15	1.7%	0.93	14	7	12	58.3	58.3	6.7%	13.3%	6.7%	0.0%	46.7%	8.5
Kyle Anderson	SAS	66	12	3.5%	1.08	13	5	10	50.0	50.0	16.7%	8.3%	16.7%	8.3%	50.0%	27.6
Jerryd Bayless	MIL	52	14	2.6%	0.93	13	4	9	44.4	44.4	21.4%	14.3%	14.3%	0.0%	50.0%	8.2
Rondae Hollis-Jefferson	BKN	23	10	6.9%	1.20	12	6	10	60.0	60.0	0.0%	0.0%	0.0%	0.0%	60.0%	48.2
Marcelo Huertas	LAL	45	10	3.9%	1.20	12	6	7	85.7	85.7	0.0%	30.0%	0.0%	0.0%	60.0%	48.2
Adreian Payne	MIN	43	11	6.5%	1.09	12	6	10	60.0	60.0	0.0%	9.1%	0.0%	0.0%	54.5%	30.3
Ray McCallum	SAS	24	11	13.3%	1.09	12	5	10	50.0	50.0	9.1%	0.0%	9.1%	0.0%	54.5%	30.3
Leandro Barbosa	GSW	63	13	3.1%	0.92	12	6	11	54.5	54.5	0.0%	15.4%	0.0%	0.0%	46.2%	7.6
Sergey Karasev	BKN	35	11	11.5%	1.00	11	4	7	57.1	57.1	18.2%	27.3%	18.2%	9.1%	45.5%	13.4
Raul Neto	UTA	75	12	2.3%	0.92	11	5	10	50.0	50.0	8.3%	8.3%	8.3%	0.0%	50.0%	7.3
Kevin Garnett	MIN	38	13	9.3%	0.85	11	4	11	36.4	36.4	23.1%	0.0%	15.4%	7.7%	38.5%	2.9
Anthony Morrow	OKC	58	10	3.2%	1.00	10	4	8	50.0	50.0	10.0%	10.0%	10.0%	0.0%	50.0%	13.4
Michael Kidd-Gilchrist	CHA	7	10	12.5%	1.00	10	3	8	37.5	37.5	30.0%	0.0%	30.0%	10.0%	50.0%	13.4
Robert Sacre	LAL	19	12	14.5%	0.75	9	3	8	37.5	37.5	16.7%	16.7%	16.7%	0.0%	41.7%	1.2
OJ Mayo	MIL	41	12	2.9%	0.67	8	4	11	36.4	36.4	0.0%	8.3%	0.0%	0.0%	33.3%	0.6
Sonny Weems	PHX	35	13	9.8%	0.46	6	2	10	20.0	20.0	15.4%	7.7%	15.4%	0.0%	23.1%	0.3
Ricky Rubio	MIN	70	10	1.2%	0.40	4	1	9	11.1	11.1	10.0%	0.0%	0.0%	0.0%	20.0%	0.0
